risk_scale,agent,avg_pgf_neto,avg_pgf_bruto,avg_pgf_costo,avg_tripwire,avg_reward
0.5,ppo_sota,-0.2937855232044619,-0.2937855232044619,0.0,0.39,371.05
1.0,ppo_sota,-0.05362286999649724,-0.05362286999649724,0.0,0.0,-3.85
1.5,ppo_sota,-0.04178405454272513,-0.04178405454272513,0.0,0.0,-3.0
2.0,ppo_sota,-0.04039125272463429,-0.04039125272463429,0.0,0.0,-2.9
3.0,ppo_sota,-0.03969485181558887,-0.03969485181558887,0.0,0.0,-2.85
