success,rewards,steps,resources,epsilon,first_success,PGF,I_op
1.0,48.00000000000001,20.0,2.0,0.2713831440823852,1.0,2.85,0.55
0.0,-36.0,14.0,0.0,0.2529915408152499,1.0,0.1,0.3
0.0,-26.71,42.0,0.0,0.2049629633163791,1.0,0.1,0.3
0.0,-25.11,42.0,2.0,0.1660522569096866,1.0,2.85,0.4
1.0,46.25000000000001,17.0,0.0,0.1524885221275751,1.0,0.1,0.44999999999999996
0.0,-26.11,42.0,1.0,0.1235397012338329,1.0,2.475,0.35
0.0,-26.3,42.0,1.0,0.100086600407709,1.0,2.475,0.35
0.0,-36.9,36.0,1.0,0.1,1.0,2.475,0.35
0.0,-35.8,14.0,0.0,0.1,1.0,0.1,0.3
1.0,47.00000000000001,28.0,2.0,0.1,1.0,2.85,0.55
0.0,-27.7,42.0,1.0,0.1,1.0,2.475,0.35
1.0,47.60000000000001,16.0,1.0,0.1,1.0,2.475,0.5
1.0,46.1,18.0,0.0,0.1,1.0,0.1,0.44999999999999996
0.0,-23.31,42.0,2.0,0.1,1.0,2.85,0.4
0.0,-26.5,42.0,0.0,0.1,1.0,0.1,0.3
0.0,-25.7,42.0,1.0,0.1,1.0,2.475,0.35
0.0,-27.7,42.0,0.0,0.1,1.0,0.1,0.3
1.0,45.8,28.0,0.0,0.1,1.0,0.1,0.44999999999999996
1.0,44.1,42.0,1.0,0.1,1.0,2.475,0.5
0.0,-37.15,17.0,0.0,0.1,1.0,0.1,0.3
0.0,-27.9,42.0,1.0,0.1,1.0,2.475,0.35
1.0,47.45,29.0,2.0,0.1,1.0,2.85,0.55
0.0,-26.9,42.0,0.0,0.1,1.0,0.1,0.3
0.0,-26.5,42.0,0.0,0.1,1.0,0.1,0.3
1.0,43.7,38.0,0.0,0.1,1.0,0.1,0.44999999999999996
0.0,-25.53,42.0,1.0,0.1,1.0,2.475,0.35
0.0,-26.5,42.0,0.0,0.1,1.0,0.1,0.3
0.0,-25.5,42.0,1.0,0.1,1.0,2.475,0.35
0.0,-25.11,42.0,2.0,0.1,1.0,2.85,0.4
0.0,-24.3,42.0,1.0,0.1,1.0,2.475,0.35
0.0,-25.1,42.0,1.0,0.1,1.0,2.475,0.35
0.0,-30.300000000000004,42.0,0.0,0.1,1.0,0.1,0.3
1.0,44.00000000000001,40.0,0.0,0.1,1.0,0.1,0.44999999999999996
0.0,-23.9,42.0,2.0,0.1,1.0,2.85,0.4
0.0,-27.2,42.0,1.0,0.1,1.0,2.475,0.35
0.0,-27.1,42.0,1.0,0.1,1.0,2.475,0.35
0.0,-28.7,42.0,0.0,0.1,1.0,0.1,0.3
0.0,-27.3,42.0,0.0,0.1,1.0,0.1,0.3
0.0,-36.99999999999999,42.0,2.0,0.1,1.0,2.85,0.4
0.0,-28.03,42.0,0.0,0.1,1.0,0.1,0.3
0.0,-28.31,42.0,0.0,0.1,1.0,0.1,0.3
1.0,44.2,30.0,0.0,0.1,1.0,0.1,0.44999999999999996
0.0,-38.71,40.0,1.0,0.1,1.0,2.475,0.35
0.0,-28.51,42.0,1.0,0.1,1.0,2.475,0.35
