success,rewards,steps,resources,epsilon,first_success,PGF,I_op
0.0,-27.3,30.0,0.0,0.4852154836315429,414.0,0.1,0.3
0.0,-26.5,30.0,0.0,0.4708681311115841,414.0,0.1,0.3
0.0,-25.7,30.0,1.0,0.4569450159279762,414.0,2.475,0.35
0.0,-24.8,30.0,2.0,0.4434335937930322,414.0,2.85,0.4
0.0,-27.1,30.0,0.0,0.4303216913415184,414.0,0.1,0.3
0.0,-27.31,30.0,0.0,0.4175974951628368,414.0,0.1,0.3
0.0,-35.49999999999999,8.0,0.0,0.4142683845751473,414.0,0.1,0.3
0.0,-36.15,15.0,0.0,0.4080976690590198,414.0,0.1,0.3
0.0,-26.8,30.0,0.0,0.3960306157227553,414.0,0.1,0.3
0.0,-25.3,30.0,2.0,0.3843203734816288,414.0,2.85,0.4
0.0,-26.5,30.0,0.0,0.3729563917766875,414.0,0.1,0.3
0.0,-25.9,30.0,1.0,0.361928432018801,414.0,2.475,0.35
0.0,-26.31,30.0,1.0,0.3512265583640169,414.0,2.475,0.35
0.0,-26.53,30.0,0.0,0.3408411287616776,414.0,0.1,0.3
0.0,-26.53,30.0,0.0,0.3307627862672367,414.0,0.1,0.3
0.0,-23.52,30.0,3.0,0.3209824506119478,414.0,3.225,0.45000000000000007
0.0,-23.3,30.0,3.0,0.311491310021828,414.0,3.225,0.45000000000000007
0.0,-26.71,30.0,0.0,0.3022808132785284,414.0,0.1,0.3
0.0,-27.91,30.0,1.0,0.2933426620149545,414.0,2.475,0.35
0.0,-26.3,30.0,1.0,0.2846688032387006,414.0,2.475,0.35
0.0,-25.94,30.0,0.0,0.2762514220765573,414.0,0.1,0.3
0.0,-22.32,30.0,3.0,0.2680829347335565,414.0,3.225,0.45000000000000007
0.0,-25.18,30.0,1.0,0.2601559816602119,414.0,2.475,0.35
0.0,-23.1,30.0,3.0,0.2524634209217971,414.0,3.225,0.45000000000000007
0.0,-25.3,30.0,0.0,0.244998321763687,414.0,0.1,0.3
0.0,-22.5,30.0,4.0,0.2377539583669674,414.0,3.8,0.5
0.0,-25.51,30.0,0.0,0.2307238037886836,414.0,0.1,0.3
0.0,-25.9,30.0,1.0,0.2239015240812706,414.0,2.475,0.35
0.0,-26.1,30.0,0.0,0.2172809725858666,414.0,0.1,0.3
0.0,-24.51,30.0,2.0,0.2108561843943664,414.0,2.85,0.4
0.0,-27.12,30.0,0.0,0.2046213709752286,414.0,0.1,0.3
