success,rewards,steps,resources,epsilon,first_success,PGF,I_op
0.0,-24.59,24.0,2.0,0.9762739865836304,9.0,2.85,0.4
0.0,-21.61,24.0,5.0,0.9531108968798944,9.0,4.175,0.55
0.0,-27.53,24.0,1.0,0.9304973749532338,9.0,2.475,0.35
0.0,-25.63,24.0,1.0,0.9084203817511968,9.0,2.475,0.35
0.0,-21.03,24.0,5.0,0.8868671875860644,9.0,4.175,0.55
0.0,-23.8,24.0,2.0,0.8658253647948594,9.0,2.85,0.4
0.0,-23.82,24.0,2.0,0.8452827805735033,9.0,2.85,0.4
0.0,-24.73,24.0,3.0,0.8252275899809898,9.0,3.225,0.45000000000000007
1.0,33.59,12.0,0.0,0.8153791427799216,9.0,0.1,0.44999999999999996
0.0,-23.61,24.0,3.0,0.7960334462988972,9.0,3.225,0.45000000000000007
0.0,-25.81,24.0,1.0,0.7771467460721305,9.0,2.475,0.35
1.0,34.190000000000005,22.0,1.0,0.7602278474153183,9.0,2.475,0.5
0.0,-23.4,24.0,3.0,0.7421906713080445,9.0,3.225,0.45000000000000007
1.0,33.580000000000005,20.0,0.0,0.7274870315965022,9.0,0.1,0.44999999999999996
0.0,-25.51,24.0,2.0,0.7102266645246085,9.0,2.85,0.4
1.0,34.17,22.0,2.0,0.6947646516921667,9.0,2.85,0.55
0.0,-25.43,24.0,1.0,0.6782806562448989,9.0,2.475,0.35
0.0,-25.82,24.0,0.0,0.6621877602947683,9.0,0.1,0.3
0.0,-24.1,24.0,2.0,0.6464766846098587,9.0,2.85,0.4
0.0,-24.05,24.0,2.0,0.6311383701174348,9.0,2.85,0.4
0.0,-25.3,24.0,1.0,0.6161639726804428,9.0,2.475,0.35
0.0,-23.95,24.0,2.0,0.6015448579979431,9.0,2.85,0.4
0.0,-26.4,24.0,1.0,0.5872725966265356,9.0,2.475,0.35
1.0,35.040000000000006,9.0,1.0,0.5820082358133997,9.0,2.475,0.5
1.0,35.980000000000004,12.0,1.0,0.5750624217730242,9.0,2.475,0.5
1.0,34.940000000000005,13.0,1.0,0.5676313011014509,9.0,2.475,0.5
1.0,35.85,9.0,1.0,0.5625430065087982,9.0,2.475,0.5
0.0,-20.01,24.0,7.0,0.5491961035890855,9.0,5.125,0.65
1.0,35.1,12.0,1.0,0.5426418767371284,9.0,2.475,0.5
1.0,35.800000000000004,6.0,1.0,0.5393941542601555,9.0,2.475,0.5
1.0,35.6,12.0,1.0,0.5329569060230741,9.0,2.475,0.5
1.0,35.00000000000001,8.0,0.0,0.5287081437599487,9.0,0.1,0.44999999999999996
1.0,35.45,13.0,1.0,0.5218760262931003,9.0,2.475,0.5
1.0,37.650000000000006,17.0,4.0,0.5130747553488376,9.0,3.8,0.6499999999999999
1.0,37.14,7.0,2.0,0.5094939886915886,9.0,2.85,0.55
1.0,39.8,12.0,5.0,0.5034135755936622,9.0,4.175,0.7
1.0,33.24,15.0,1.0,0.4959150020176678,9.0,2.475,0.5
1.0,36.55,15.0,2.0,0.4885281230967259,9.0,2.85,0.55
1.0,34.84,13.0,0.0,0.4822152233196964,9.0,0.1,0.44999999999999996
1.0,37.73,11.0,3.0,0.4769372982938589,9.0,3.225,0.6000000000000001
0.0,-24.4,24.0,2.0,0.4656214775557716,9.0,2.85,0.4
1.0,32.900000000000006,18.0,0.0,0.4573111525195289,9.0,0.1,0.44999999999999996
0.0,-27.0,24.0,1.0,0.4464609819793951,9.0,2.475,0.35
1.0,36.6,12.0,2.0,0.441132818619682,9.0,2.85,0.55
1.0,34.550000000000004,11.0,0.0,0.4363045472783448,9.0,0.1,0.44999999999999996
1.0,35.00000000000001,8.0,0.0,0.432826303024904,9.0,0.1,0.44999999999999996
1.0,35.800000000000004,20.0,2.0,0.4242515226303448,9.0,2.85,0.55
1.0,36.64000000000001,7.0,2.0,0.4212906564199442,9.0,2.85,0.55
1.0,36.150000000000006,7.0,1.0,0.4183504541983527,9.0,2.475,0.5
1.0,36.3,6.0,1.0,0.4158466183692392,9.0,2.475,0.5
1.0,38.74,11.0,4.0,0.4112951086535333,9.0,3.8,0.6499999999999999
1.0,37.150000000000006,7.0,2.0,0.4084246657092982,9.0,2.85,0.55
0.0,-27.0,24.0,0.0,0.3987343766111031,9.0,0.1,0.3
1.0,35.7,8.0,1.0,0.3955556438595233,9.0,2.475,0.5
1.0,35.150000000000006,7.0,0.0,0.3927950471904163,9.0,0.1,0.44999999999999996
1.0,35.050000000000004,9.0,0.0,0.3892739994420601,9.0,0.1,0.44999999999999996
1.0,36.6,12.0,2.0,0.3846283180848215,9.0,2.85,0.55
1.0,35.6,12.0,1.0,0.380038079308654,9.0,2.475,0.5
1.0,35.75000000000001,11.0,1.0,0.3758784999495749,9.0,2.475,0.5
1.0,35.00000000000001,8.0,0.0,0.3728819755250713,9.0,0.1,0.44999999999999996
1.0,36.39000000000001,24.0,3.0,0.3640349727710411,9.0,3.225,0.6000000000000001
1.0,36.85,9.0,2.0,0.3607717327420063,9.0,2.85,0.55
1.0,36.55,11.0,2.0,0.3568230267186975,9.0,2.85,0.55
1.0,35.300000000000004,6.0,0.0,0.3546874337726758,9.0,0.1,0.44999999999999996
1.0,37.00000000000001,8.0,2.0,0.3518598457129521,9.0,2.85,0.55
1.0,35.150000000000006,7.0,0.0,0.3494042035469346,9.0,0.1,0.44999999999999996
1.0,35.440000000000005,21.0,2.0,0.3421396275316961,9.0,2.85,0.55
1.0,35.900000000000006,22.0,3.0,0.3346910655786991,9.0,3.225,0.6000000000000001
1.0,32.900000000000006,22.0,0.0,0.3274046627873518,9.0,0.1,0.44999999999999996
1.0,36.2,8.0,1.0,0.3247945745038498,9.0,2.475,0.5
1.0,35.85,9.0,1.0,0.3218830886961363,9.0,2.475,0.5
1.0,37.05,9.0,2.0,0.3189977016914014,9.0,2.85,0.55
0.0,-26.0,24.0,1.0,0.31142915794128,9.0,2.475,0.35
1.0,35.45,13.0,1.0,0.3074047815158953,9.0,2.475,0.5
1.0,35.1,10.0,0.0,0.3043445300918083,9.0,0.1,0.44999999999999996
1.0,36.14000000000001,7.0,1.0,0.3022204989748846,9.0,2.475,0.5
1.0,36.05,9.0,1.0,0.2995113690735936,9.0,2.475,0.5
1.0,34.35,19.0,1.0,0.2938715804362218,9.0,2.475,0.5
0.0,-24.61,24.0,2.0,0.2868991793761022,9.0,2.85,0.4
0.0,-25.4,24.0,1.0,0.2800922055970794,9.0,2.475,0.35
1.0,36.75000000000001,11.0,2.0,0.2770265502839066,9.0,2.85,0.55
0.0,-24.21,24.0,2.0,0.27045381463518,9.0,2.85,0.4
0.0,-25.3,24.0,1.0,0.2640370238006374,9.0,2.475,0.35
0.0,-24.0,24.0,2.0,0.2577724778315252,9.0,2.85,0.4
1.0,35.040000000000006,9.0,0.0,0.2554617837198021,9.0,0.1,0.44999999999999996
1.0,37.84,9.0,3.0,0.253171802863904,9.0,3.225,0.6000000000000001
1.0,36.3,6.0,1.0,0.2516565645641235,9.0,2.475,0.5
1.0,35.45,11.0,1.0,0.2489021420245665,9.0,2.475,0.5
1.0,35.900000000000006,18.0,2.0,0.2444597831512188,9.0,2.85,0.55
0.0,-25.0,24.0,1.0,0.2386597270564102,9.0,2.475,0.35
1.0,36.64000000000001,13.0,2.0,0.2355756979770402,9.0,2.85,0.55
1.0,35.39000000000001,12.0,1.0,0.2327642858871522,9.0,2.475,0.5
1.0,34.25000000000001,21.0,1.0,0.2279248081954284,9.0,2.475,0.5
1.0,36.85,9.0,2.0,0.2258816710977705,9.0,2.85,0.55
