success,rewards,steps,resources,epsilon,first_success,PGF,I_op
0.0,-36.81,22.0,1.0,0.4891147336443702,,2.475,0.35
0.0,-33.95,11.0,2.0,0.4837612923418836,,2.85,0.4
0.0,-28.1,30.0,0.0,0.4694569388517746,,0.1,0.3
0.0,-25.95,30.0,1.0,0.4555755512582951,,2.475,0.35
0.0,-26.73,30.0,1.0,0.4421046228690009,,2.475,0.35
0.0,-27.3,30.0,0.0,0.4290320168022462,,0.1,0.3
0.0,-27.33,30.0,0.0,0.4163459550522362,,0.1,0.3
0.0,-26.1,30.0,0.0,0.4040350078774147,,0.1,0.3
0.0,-26.71,30.0,1.0,0.392088083502628,,2.475,0.35
0.0,-24.91,30.0,1.0,0.3804944181257849,,2.475,0.35
0.0,-25.1,30.0,1.0,0.3692435662200103,,2.475,0.35
0.0,-25.3,30.0,1.0,0.3583253911225558,,2.475,0.35
0.0,-25.11,30.0,1.0,0.3477300559019853,,2.475,0.35
0.0,-24.73,30.0,1.0,0.3374480144954105,,2.475,0.35
0.0,-24.31,30.0,2.0,0.327470003107789,,2.85,0.4
0.0,-25.92,30.0,1.0,0.3177870318655372,,2.475,0.35
0.0,-25.31,30.0,2.0,0.3083903767169383,,2.85,0.4
0.0,-26.51,30.0,1.0,0.299271571572046,,2.475,0.35
0.0,-27.31,30.0,0.0,0.2904224006750043,,0.1,0.3
0.0,-23.15,30.0,4.0,0.2818348912019117,,3.8,0.5
0.0,-25.12,30.0,1.0,0.2735013060775578,,2.475,0.35
0.0,-25.31,30.0,2.0,0.2654141370045616,,2.85,0.4
0.0,-26.6,30.0,0.0,0.257566097698634,,0.1,0.3
0.0,-25.11,30.0,1.0,0.2499501173238638,,2.475,0.35
0.0,-25.12,30.0,1.0,0.2425593341221188,,2.475,0.35
0.0,-27.81,30.0,0.0,0.2353870892308177,,0.1,0.3
0.0,-25.32,30.0,1.0,0.2284269206835047,,2.475,0.35
0.0,-24.11,30.0,3.0,0.2216725575878216,,3.225,0.45000000000000007
0.0,-26.9,30.0,0.0,0.2151179144756318,,0.1,0.3
0.0,-27.5,30.0,0.0,0.2087570858202051,,0.1,0.3
0.0,-27.2,30.0,0.0,0.2025843407155246,,0.1,0.3
0.0,-27.3,30.0,0.0,0.1965941177129211,,0.1,0.3
0.0,-27.7,30.0,0.0,0.1907810198103829,,0.1,0.3
0.0,-25.52,30.0,0.0,0.1851398095900279,,0.1,0.3
0.0,-25.92,30.0,1.0,0.1796654044993543,,2.475,0.35
0.0,-25.32,30.0,1.0,0.1743528722720221,,2.475,0.35
0.0,-23.51,30.0,3.0,0.1691974264840356,,3.225,0.45000000000000007
0.0,-27.3,30.0,0.0,0.1641944222413275,,0.1,0.3
0.0,-25.32,30.0,0.0,0.159339351994855,,0.1,0.3
0.0,-26.51,30.0,0.0,0.1546278414794404,,0.1,0.3
0.0,-26.5,30.0,0.0,0.1500556457726964,,0.1,0.3
0.0,-24.52,30.0,1.0,0.1456186454704848,,2.475,0.35
0.0,-25.9,30.0,1.0,0.1413128429754629,,2.475,0.35
0.0,-25.7,30.0,1.0,0.137134358895375,,2.475,0.35
0.0,-26.51,30.0,0.0,0.133079428547842,,0.1,0.3
0.0,-27.1,30.0,1.0,0.129144398568501,,2.475,0.35
0.0,-28.3,30.0,0.0,0.1253257236194399,,0.1,0.3
0.0,-27.3,30.0,0.0,0.1216199631949592,,0.1,0.3
0.0,-26.7,30.0,0.0,0.1180237785217851,,0.1,0.3
0.0,-24.31,30.0,2.0,0.1145339295509401,,2.85,0.4
0.0,-25.3,30.0,1.0,0.1111472720385609,,2.475,0.35
0.0,-25.7,30.0,1.0,0.1078607547130339,,2.475,0.35
0.0,-25.51,30.0,1.0,0.104671416525896,,2.475,0.35
0.0,-23.92,30.0,3.0,0.1015763839840226,,3.225,0.45000000000000007
0.0,-24.7,30.0,2.0,0.1,,2.85,0.4
0.0,-27.3,30.0,0.0,0.1,,0.1,0.3
0.0,-26.3,30.0,1.0,0.1,,2.475,0.35
0.0,-27.1,30.0,1.0,0.1,,2.475,0.35
0.0,-25.7,30.0,0.0,0.1,,0.1,0.3
0.0,-28.3,30.0,0.0,0.1,,0.1,0.3
0.0,-25.7,30.0,1.0,0.1,,2.475,0.35
