success,rewards,steps,resources,epsilon,first_success,PGF,I_op
0.0,-36.91,34.0,1.0,0.7589746224457501,3.0,2.475,0.35
0.0,-35.51,8.0,1.0,0.7291416400339258,3.0,2.475,0.35
1.0,45.440000000000005,29.0,1.0,0.6304944128160256,3.0,2.475,0.5
0.0,-36.56999999999999,13.0,0.0,0.5907194791459589,3.0,0.1,0.3
1.0,45.75000000000001,27.0,1.0,0.5159462641997301,3.0,2.475,0.5
0.0,-35.209999999999994,6.0,0.0,0.5006600710844828,3.0,0.1,0.3
0.0,-28.3,50.0,1.0,0.3896700201479317,3.0,2.475,0.35
0.0,-26.31,50.0,3.0,0.3032850697943259,3.0,3.225,0.45000000000000007
0.0,-32.0,50.0,0.0,0.2360505781923633,3.0,0.1,0.3
0.0,-27.91,50.0,1.0,0.1837211291104297,3.0,2.475,0.35
0.0,-8.549999999999999,47.0,0.0,0.1451589776721049,3.0,0.1,0.3
0.0,-32.2,50.0,0.0,0.1129790550934459,3.0,0.1,0.3
0.0,-32.6,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-32.0,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-32.800000000000004,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-32.800000000000004,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-32.6,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-31.800000000000004,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-28.7,50.0,1.0,0.1,3.0,2.475,0.35
0.0,-33.010000000000005,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-29.700000000000003,50.0,1.0,0.1,3.0,2.475,0.35
0.0,-32.60000000000001,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-32.400000000000006,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-29.31,50.0,1.0,0.1,3.0,2.475,0.35
0.0,-32.2,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-32.2,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-27.7,50.0,2.0,0.1,3.0,2.85,0.4
0.0,-30.4,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-28.5,50.0,1.0,0.1,3.0,2.475,0.35
0.0,-26.1,50.0,2.0,0.1,3.0,2.85,0.4
0.0,-29.3,50.0,1.0,0.1,3.0,2.475,0.35
0.0,-30.0,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-28.1,50.0,1.0,0.1,3.0,2.475,0.35
0.0,-31.4,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-25.7,50.0,1.0,0.1,3.0,2.475,0.35
0.0,-30.6,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-27.91,50.0,2.0,0.1,3.0,2.85,0.4
0.0,-25.1,50.0,3.0,0.1,3.0,3.225,0.45000000000000007
0.0,-31.4,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-26.1,50.0,3.0,0.1,3.0,3.225,0.45000000000000007
0.0,-31.200000000000003,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-26.1,50.0,2.0,0.1,3.0,2.85,0.4
0.0,-29.1,50.0,1.0,0.1,3.0,2.475,0.35
0.0,-28.9,50.0,1.0,0.1,3.0,2.475,0.35
0.0,-26.7,50.0,3.0,0.1,3.0,3.225,0.45000000000000007
0.0,-31.200000000000003,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-28.9,50.0,1.0,0.1,3.0,2.475,0.35
0.0,-30.1,50.0,1.0,0.1,3.0,2.475,0.35
0.0,-27.7,50.0,1.0,0.1,3.0,2.475,0.35
0.0,-28.7,50.0,1.0,0.1,3.0,2.475,0.35
0.0,-27.3,50.0,2.0,0.1,3.0,2.85,0.4
0.0,-29.5,50.0,1.0,0.1,3.0,2.475,0.35
0.0,-31.800000000000004,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-31.4,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-28.9,50.0,1.0,0.1,3.0,2.475,0.35
0.0,-31.6,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-31.4,50.0,0.0,0.1,3.0,0.1,0.3
0.0,-28.3,50.0,2.0,0.1,3.0,2.85,0.4
0.0,-29.5,50.0,1.0,0.1,3.0,2.475,0.35
0.0,-27.1,50.0,2.0,0.1,3.0,2.85,0.4
0.0,-28.099999999999994,50.0,2.0,0.1,3.0,2.85,0.4
0.0,-27.7,50.0,2.0,0.1,3.0,2.85,0.4
0.0,-28.3,50.0,2.0,0.1,3.0,2.85,0.4
0.0,-28.7,50.0,1.0,0.1,3.0,2.475,0.35
0.0,-25.5,50.0,4.0,0.1,3.0,3.8,0.5
0.0,-26.5,50.0,2.0,0.1,3.0,2.85,0.4
0.0,-30.2,50.0,0.0,0.1,3.0,0.1,0.3
