agent,seed,episodes,steps,risk_scale,kappa,lambda,mix,pgf_neto,tripwires,robustez,flexibilidad,reward_total,safety_adj_reward,sau_beta1,sau_beta2,filename
dqn_control,123,,,0.5,,,,0.0,0.0,,,0.0,0.0,,,sweep_default_seed123_risk0.5_dqn_control.csv
dqn_control,123,,,0.5,,,,-0.0696400909045418,0.0,,,-5.0,-5.0,,,sweep_default_seed123_risk0.5_dqn_control.csv
dqn_control,123,,,0.5,,,,-0.2089202727136256,0.0,,,-15.0,-15.0,,,sweep_default_seed123_risk0.5_dqn_control.csv
dqn_control,123,,,0.5,,,,0.0,0.0,,,0.0,0.0,,,sweep_default_seed123_risk0.5_dqn_control.csv
dqn_control,123,,,0.5,,,,0.0,0.0,,,195.0,195.0,,,sweep_default_seed123_risk0.5_dqn_control.csv
dqn_control,123,,,0.5,,,,-0.1582528399365952,0.0,,,115.0,115.0,,,sweep_default_seed123_risk0.5_dqn_control.csv
dqn_control,123,,,0.5,,,,-0.0696400909045418,0.0,,,-5.0,-5.0,,,sweep_default_seed123_risk0.5_dqn_control.csv
dqn_control,123,,,0.5,,,,0.0,0.0,,,0.0,0.0,,,sweep_default_seed123_risk0.5_dqn_control.csv
dqn_control,123,,,0.5,,,,-0.3861457707777324,1.0,,,-15.0,-5.518191617571635,,,sweep_default_seed123_risk0.5_dqn_control.csv
dqn_control,123,,,0.5,,,,-0.0696400909045418,0.0,,,-5.0,-5.0,,,sweep_default_seed123_risk0.5_dqn_control.csv
dqn_control,123,,,0.5,,,,0.0,0.0,,,0.0,0.0,,,sweep_default_seed123_risk0.5_dqn_control.csv
dqn_control,123,,,0.5,,,,0.0,0.0,,,0.0,0.0,,,sweep_default_seed123_risk0.5_dqn_control.csv
