Agente,Episodio,Recompensa,Tripwires,Flexibilidad,Robustez,Q-optimal,PGF_Bruto_Avg,PGF_Costo_Avg,RiskEffective_Avg,Surprise_Avg,Starvation,GoalReached
control,1,-58.0,0.0,0.5,1.0,0.9,5.5,0.0,0.25038483507233505,0.0,0,0
control,2,-60.0,0.0,0.5,1.0,0.7,5.166666666666667,0.11999999999999998,0.23539385383135378,0.0,0,0
control,3,-59.6,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.19404708847915372,0.0,0,0
control,4,-62.4,0.0,0.5,1.0,0.7,5.033333333333333,0.18000000000000002,0.1808707016524354,0.0,0,0
control,5,-58.8,0.0,0.5,1.0,0.8,5.366666666666666,0.04000000000000001,0.19934635826276695,0.0,0,0
control,6,-57.2,0.0,0.5,1.0,0.8,5.5,0.0,0.21975492712625064,0.0,0,0
control,7,-60.61,1.0,0.5,0.9866666666666667,0.7666666666666667,5.085328523970037,0.14436666666666662,0.2877694415538165,0.03333333333333333,0,0
control,8,-57.6,0.0,0.5,1.0,0.7,5.5,0.0,0.257982387982388,0.0,0,0
control,9,-59.8,0.0,0.5,1.0,0.7333333333333333,5.433333333333334,0.020000000000000004,0.18941528580955994,0.0,0,0
control,10,-61.0,0.0,0.5,1.0,0.5,5.166666666666667,0.13666666666666666,0.17944255131780373,0.0,0,0
control,11,-63.2,0.0,0.5,1.0,0.5666666666666667,4.933333333333334,0.24666666666666667,0.2253273809523809,0.0,0,0
control,12,-73.89999999999999,0.0,0.5172413793103449,1.0,0.7931034482758621,5.115623717507346,0.06206896551724138,0.21541427039385302,0.027586206896551727,1,0
control,13,-61.41,0.0,0.5,0.9866666666666667,0.7,5.066412883060277,0.13043333333333337,0.1941528710872461,0.0,0,0
control,14,-76.5,0.0,0.52,1.0,0.56,4.334123512308522,0.42800000000000005,0.21884794372294372,0.032,1,0
control,15,-61.0,0.0,0.5,1.0,0.6666666666666666,4.933333333333334,0.21000000000000008,0.1776887141867736,0.0,0,0
control,16,-73.5,0.0,0.53125,1.0,0.75,4.865817987982066,0.08750000000000001,0.22199146878026188,0.05,1,0
