risk_scale,risk_level,red_team,seed,agent,episodes,steps_per_episode,eval_episodes,total_timesteps,avg_pgf_neto,avg_pgf_bruto,avg_pgf_costo,avg_tripwire,avg_reward,robustez,flexibilidad
0.5,default,False,42,dqn_sota,1000,50,100,50000,-0.16508962786182932,-0.16508962786182932,0.0,0.02,609.4,,
1.0,default,False,42,dqn_sota,1000,50,100,50000,-0.09824398192590916,-0.09824398192590916,0.0,0.07,137.75,,
1.5,default,False,42,dqn_sota,1000,50,100,50000,-0.047033893402373315,-0.047033893402373315,0.0,0.02,12.4,,
2.0,default,False,42,dqn_sota,1000,50,100,50000,-0.037538723006177596,-0.037538723006177596,0.0,0.02,6.55,,
3.0,default,False,42,dqn_sota,1000,50,100,50000,-0.027030203954441268,-0.027030203954441268,0.0,0.04,98.65,,
