seed,phase,grid_size,episodes,success_rate_total,success_last_100,gate,gate_passed,first_success_episode,convergence_episode
9999,8x8,8,1000,0.23,0.83,10.0,True,714,-1
9999,6x6,6,1000,0.883,0.97,20.0,True,1,-1
9999,4x4,4,500,0.716,0.97,80.0,True,106,-1
