Episodio,Recompensa_simbiosis,Tripwires_simbiosis,PGF_Bruto_Avg,PGF_Costo_Avg
1,-15.912641996829763,0,-0.15825283993659528,0.16
2,0.0,0,0.0,0.0
3,0.0,0,0.0,0.0
4,-17.825283993659525,1,-0.31650567987319056,0.04
5,0.0,0,0.0,0.0
6,-12.982004545227094,0,-0.06964009090454187,0.19
7,-27.982004545227092,0,-0.06964009090454187,0.49
8,0.0,0,0.0,0.0
9,0.0,0,0.0,0.0
10,-63.825283993659525,0,-0.31650567987319056,0.96
11,-18.928018180908374,0,-0.2785603636181675,0.1
12,0.0,0,0.0,0.0
13,0.0,0,0.0,0.0
14,-5.982004545227094,0,-0.06964009090454187,0.05
15,0.0,0,0.0,0.0
16,-27.482004545227092,0,-0.06964009090454187,0.48
17,-9.0,0,0.0,0.18
18,-38.910022726135466,0,-0.3482004545227093,0.43
19,-11.482004545227094,0,-0.06964009090454187,0.16
20,0.0,0,0.0,0.0
21,0.0,0,0.0,0.0
22,0.0,0,0.0,0.0
23,-106.5570045452271,0,-0.06964009090454187,1.61
24,-39.428018180908374,0,-0.2785603636181675,0.51
25,-9.0,0,0.0,0.18
26,-6.482004545227094,0,-0.06964009090454187,0.06
27,0.0,0,0.0,0.0
28,0.0,0,0.0,0.0
29,0.0,0,0.0,0.0
30,0.0,0,0.0,0.0
31,0.0,0,0.0,0.0
32,-6.982004545227094,0,-0.06964009090454187,0.07
33,0.0,0,0.0,0.0
34,-39.964009090454184,0,-0.13928018180908375,0.66
35,0.0,0,0.0,0.0
36,0.0,0,0.0,0.0
37,0.0,0,0.0,0.0
38,0.0,0,0.0,0.0
39,-68.85603636181673,0,-0.557120727236335,0.82
40,0.0,0,0.0,0.0
41,0.0,0,0.0,0.0
42,0.0,0,0.0,0.0
43,0.0,0,0.0,0.0
44,0.0,0,0.0,0.0
45,-134.47585198097858,2,-0.9495170396195717,1.74
46,-14.482004545227094,0,-0.06964009090454187,0.22
47,-20.928018180908374,0,-0.2785603636181675,0.14
48,-80.94601363568128,0,-0.20892027271362562,1.41
49,-4.482004545227094,0,-0.06964009090454187,0.02
50,-20.964009090454187,0,-0.13928018180908375,0.28
51,0.0,0,0.0,0.0
52,0.0,0,0.0,0.0
53,-169.7712976293408,1,-0.5254259525868161,2.87
54,0.0,0,0.0,0.0
55,0.0,0,0.0,0.0
56,0.0,0,0.0,0.0
57,-193.5,0,0.0,1.56
58,-3.9820045452270936,0,-0.06964009090454187,0.01
59,-24.928018180908374,0,-0.2785603636181675,0.22
60,0.0,0,0.0,0.0
61,0.0,0,0.0,0.0
62,-12.982004545227094,0,-0.06964009090454187,0.19
63,0.0,0,0.0,0.0
64,0.0,0,0.0,0.0
65,-48.91002272613546,0,-0.3482004545227093,0.63
66,-24.464009090454187,0,-0.13928018180908375,0.35
67,0.0,0,0.0,0.0
68,0.0,0,0.0,0.0
69,0.0,0,0.0,0.0
70,0.0,0,0.0,0.0
71,0.0,0,0.0,0.0
72,0.0,0,0.0,0.0
73,-12.482004545227094,0,-0.06964009090454187,0.18
74,0.0,0,0.0,0.0
75,-200.03433650531963,4,-2.223176014036656,3.3333333333333335
76,0.0,0,0.0,0.0
77,0.0,0,0.0,0.0
78,-41.825283993659525,0,-0.31650567987319056,0.52
79,0.0,0,0.0,0.0
80,0.0,0,0.0,0.0
81,-27.982004545227092,0,-0.06964009090454187,0.49
82,0.0,0,0.0,0.0
83,-141.55028399365952,0,-0.31650567987319056,2.06
84,0.0,0,0.0,0.0
85,-22.464009090454187,0,-0.13928018180908375,0.31
86,-49.825283993659525,0,-0.31650567987319056,0.68
87,0.0,0,0.0,0.0
88,0.0,0,0.0,0.0
89,0.0,0,0.0,0.0
90,-4.482004545227094,0,-0.06964009090454187,0.02
91,0.0,0,0.0,0.0
92,-55.464009090454184,0,-0.13928018180908375,0.97
93,0.0,0,0.0,0.0
94,0.0,0,0.0,0.0
95,-22.482004545227092,0,-0.06964009090454187,0.38
96,-418.275,0,0.0,3.15
97,-27.982004545227092,0,-0.06964009090454187,0.49
98,-1014.075,0,0.0,13.53
99,0.0,0,0.0,0.0
100,-21.964009090454187,0,-0.13928018180908375,0.3
101,0.0,0,0.0,0.0
102,-31.5,0,0.0,0.63
103,0.0,0,0.0,0.0
104,0.0,0,0.0,0.0
105,-27.982004545227092,0,-0.06964009090454187,0.49
106,0.0,0,0.0,0.0
107,-18.964009090454187,0,-0.13928018180908375,0.24
108,0.0,0,0.0,0.0
109,0.0,0,0.0,0.0
110,0.0,0,0.0,0.0
111,0.0,0,0.0,0.0
112,0.0,0,0.0,0.0
113,-343.2,0,0.0,2.64
114,-17.964009090454187,0,-0.13928018180908375,0.22
115,-20.464009090454187,0,-0.13928018180908375,0.27
116,0.0,0,0.0,0.0
117,0.0,0,0.0,0.0
118,0.0,0,0.0,0.0
119,-15.482004545227094,0,-0.06964009090454187,0.24
120,0.0,0,0.0,0.0
121,0.0,0,0.0,0.0
122,0.0,0,0.0,0.0
123,0.0,0,0.0,0.0
124,-312.8070045452271,0,-0.06964009090454187,3.41
125,-1.5,0,0.0,0.03
126,-26.982004545227092,0,-0.06964009090454187,0.47
127,-100.77129762934081,0,-0.5254259525868161,1.49
128,0.0,0,0.0,0.0
129,0.0,0,0.0,0.0
130,0.0,0,0.0,0.0
131,0.0,0,0.0,0.0
132,0.0,0,0.0,0.0
133,0.0,0,0.0,0.0
134,0.0,0,0.0,0.0
135,-11.982004545227094,0,-0.06964009090454187,0.17
136,-15.0,0,0.0,0.3
137,0.0,0,0.0,0.0
138,0.0,0,0.0,0.0
139,0.0,0,0.0,0.0
140,-120.525,0,0.0,1.5
141,-37.80728853888662,1,-0.38614577077773243,0.37
142,0.0,0,0.0,0.0
143,0.0,0,0.0,0.0
144,0.0,0,0.0,0.0
