episode,agent,total_reward,steps,resources_collected,final_resources,D_effective,rho,p_acceso,tau_consumo,cells_visited
1,PGF,17.6,30,0,100.0,0.6,0.15,0.25,1.0,4
2,PGF,19.200000000000003,30,1,101.0,0.44999999999999996,0.15,0.375,2.0,6
3,PGF,952.2000000000002,30,0,1035.0,1.05,0.15,0.4375,1.0,7
4,PGF,20.0,30,2,102.0,0.1875,0.15,0.3125,4.0,5
5,PGF,17.800000000000004,30,0,100.0,0.6,0.15,0.25,1.0,4
6,PGF,18.6,30,1,101.0,0.3,0.15,0.25,2.0,4
7,PGF,17.6,30,0,100.0,0.6,0.15,0.25,1.0,4
8,PGF,18.000000000000004,30,0,100.0,0.8999999999999999,0.15,0.375,1.0,6
9,PGF,19.8,30,2,102.0,0.375,0.15,0.3125,2.0,5
10,PGF,19.175,30,1,100.975,1.05,0.15,0.4375,1.0,7
11,PGF,18.990000000000002,30,1,100.99,0.22499999999999998,0.15,0.375,4.0,6
12,PGF,953.1750000000002,30,1,1035.975,0.525,0.15,0.4375,2.0,7
13,PGF,2058.3750000000005,30,1,2140.975,1.05,0.15,0.4375,1.0,7
14,PGF,2058.3750000000005,30,1,2140.975,0.35000000000000003,0.15,0.4375,3.0,7
15,PGF,2143.1750000000006,30,1,2225.975,0.525,0.15,0.4375,2.0,7
16,PGF,2144.1750000000006,30,2,2226.975,1.05,0.15,0.4375,1.0,7
17,PGF,2144.1750000000006,30,2,2226.975,0.42000000000000004,0.15,0.4375,2.5,7
18,PGF,698.4000000000001,30,1,781.0,0.35000000000000003,0.15,0.4375,3.0,7
19,PGF,2058.3750000000005,30,1,2140.975,0.2625,0.15,0.4375,4.0,7
20,PGF,2142.1750000000006,30,0,2224.975,1.05,0.15,0.4375,1.0,7
21,PGF,2144.1750000000006,30,2,2226.975,0.35000000000000003,0.15,0.4375,3.0,7
22,PGF,2142.1750000000006,30,0,2224.975,1.05,0.15,0.4375,1.0,7
23,PGF,782.2,30,0,865.0,1.05,0.15,0.4375,1.0,7
24,PGF,2144.1750000000006,30,2,2226.975,0.525,0.15,0.4375,2.0,7
25,PGF,2142.1750000000006,30,0,2224.975,1.05,0.15,0.4375,1.0,7
26,PGF,2142.1750000000006,30,0,2224.975,1.05,0.15,0.4375,1.0,7
27,PGF,2144.185000000001,30,2,2226.985,0.525,0.15,0.4375,2.0,7
28,PGF,2143.185000000001,30,1,2225.985,0.525,0.15,0.4375,2.0,7
29,PGF,2058.3750000000005,30,1,2140.975,0.3,0.15,0.5,4.0,8
30,PGF,2144.1750000000006,30,2,2226.975,1.05,0.15,0.4375,1.0,7
31,PGF,2142.1750000000006,30,0,2224.975,1.05,0.15,0.4375,1.0,7
32,PGF,2142.185000000001,30,0,2224.985,1.05,0.15,0.4375,1.0,7
33,PGF,2058.3850000000007,30,1,2140.985,0.39999999999999997,0.15,0.5,3.0,8
34,PGF,2142.1750000000006,30,0,2224.975,1.05,0.15,0.4375,1.0,7
35,PGF,2143.1750000000006,30,1,2225.975,0.35000000000000003,0.15,0.4375,3.0,7
36,PGF,2142.185000000001,30,0,2224.985,1.05,0.15,0.4375,1.0,7
37,PGF,2058.1750000000006,30,1,2140.975,0.2625,0.15,0.4375,4.0,7
38,PGF,2143.1750000000006,30,1,2225.975,0.35000000000000003,0.15,0.4375,3.0,7
39,PGF,2143.1900000000005,30,1,2225.99,0.35000000000000003,0.15,0.4375,3.0,7
40,PGF,2058.3750000000005,30,1,2140.975,0.35000000000000003,0.15,0.4375,3.0,7
41,PGF,2142.1750000000006,30,0,2224.975,1.05,0.15,0.4375,1.0,7
42,PGF,2143.1900000000005,30,1,2225.99,0.35000000000000003,0.15,0.4375,3.0,7
43,PGF,2144.185000000001,30,2,2226.985,0.7000000000000001,0.15,0.4375,1.5,7
44,PGF,2144.1750000000006,30,2,2226.975,0.42000000000000004,0.15,0.4375,2.5,7
45,PGF,2143.1900000000005,30,1,2225.99,0.2625,0.15,0.4375,4.0,7
46,PGF,2142.1900000000005,30,0,2224.99,1.05,0.15,0.4375,1.0,7
47,PGF,2142.1900000000005,30,0,2224.99,1.05,0.15,0.4375,1.0,7
48,PGF,2142.1900000000005,30,0,2224.99,1.05,0.15,0.4375,1.0,7
49,PGF,2144.1900000000005,30,2,2226.99,0.525,0.15,0.4375,2.0,7
50,PGF,2057.390000000001,30,0,2139.99,1.05,0.15,0.4375,1.0,7
51,PGF,2142.1900000000005,30,0,2224.99,1.05,0.15,0.4375,1.0,7
52,PGF,2143.1900000000005,30,1,2225.99,1.05,0.15,0.4375,1.0,7
53,PGF,2142.1900000000005,30,0,2224.99,1.05,0.15,0.4375,1.0,7
54,PGF,2143.1900000000005,30,1,2225.99,0.35000000000000003,0.15,0.4375,3.0,7
55,PGF,2142.1900000000005,30,0,2224.99,1.05,0.15,0.4375,1.0,7
56,PGF,2143.1900000000005,30,1,2225.99,0.35000000000000003,0.15,0.4375,3.0,7
57,PGF,2142.1900000000005,30,0,2224.99,1.05,0.15,0.4375,1.0,7
58,PGF,1974.3900000000006,30,2,2056.99,1.05,0.15,0.4375,1.0,7
59,PGF,2144.1900000000005,30,2,2226.99,0.525,0.15,0.4375,2.0,7
60,PGF,2142.1900000000005,30,0,2224.99,1.05,0.15,0.4375,1.0,7
61,PGF,2143.1900000000005,30,1,2225.99,0.525,0.15,0.4375,2.0,7
62,PGF,2144.1900000000005,30,2,2226.99,0.35000000000000003,0.15,0.4375,3.0,7
63,PGF,2057.390000000001,30,0,2139.99,1.05,0.15,0.4375,1.0,7
