episode,agent,total_reward,steps,resources_collected,final_resources,D_effective,rho,p_acceso,tau_consumo,cells_visited
1,PGF,17.6,30,0,100.0,0.15000000000000002,0.05,0.1875,1.0,3
2,PGF,18.6,30,1,101.0,0.06666666666666667,0.05,0.25,3.0,4
3,PGF,17.800000000000004,30,0,100.0,0.2,0.05,0.25,1.0,4
4,PGF,19.000000000000004,30,1,101.0,0.25,0.05,0.3125,1.0,5
5,PGF,18.800000000000004,30,1,101.0,0.1,0.05,0.25,2.0,4
6,PGF,19.200000000000003,30,1,101.0,0.30000000000000004,0.05,0.375,1.0,6
7,PGF,17.800000000000004,30,0,100.0,0.2,0.05,0.25,1.0,4
8,PGF,20.000000000000004,30,0,100.0,0.1,0.05,0.125,1.0,2
9,PGF,18.8,30,0,100.0,0.2,0.05,0.25,1.0,4
10,PGF,20.0,30,1,101.0,0.2,0.05,0.25,1.0,4
11,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
12,PGF,19.200000000000003,30,1,101.0,0.2,0.05,0.25,1.0,4
13,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
14,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
15,PGF,18.6,30,1,101.0,0.2,0.05,0.25,1.0,4
16,PGF,19.6,30,1,101.0,0.2,0.05,0.25,1.0,4
17,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
18,PGF,19.400000000000002,30,1,101.0,0.2,0.05,0.25,1.0,4
19,PGF,19.000000000000004,30,0,100.0,0.2,0.05,0.25,1.0,4
20,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
21,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
22,PGF,18.6,30,1,101.0,0.2,0.05,0.25,1.0,4
23,PGF,18.6,30,1,101.0,0.2,0.05,0.25,1.0,4
24,PGF,18.6,30,1,101.0,0.1,0.05,0.25,2.0,4
25,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
26,PGF,1293.1900000000003,30,1,1375.99,0.35000000000000003,0.05,0.4375,1.0,7
27,PGF,17.985000000000003,30,0,99.985,0.30000000000000004,0.05,0.375,1.0,6
28,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
29,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
30,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
31,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
32,PGF,18.8,30,1,101.0,0.125,0.05,0.3125,2.0,5
33,PGF,18.790000000000003,30,1,100.99,0.25,0.05,0.3125,1.0,5
34,PGF,17.790000000000003,30,0,99.99,0.25,0.05,0.3125,1.0,5
35,PGF,272.19,30,0,354.99,0.35000000000000003,0.05,0.4375,1.0,7
36,PGF,2142.185000000001,30,0,2224.985,0.35000000000000003,0.05,0.4375,1.0,7
37,PGF,2144.185000000001,30,2,2226.985,0.23333333333333336,0.05,0.4375,1.5,7
38,PGF,2144.1750000000006,30,2,2226.975,0.23333333333333336,0.05,0.4375,1.5,7
39,PGF,2142.185000000001,30,0,2224.985,0.35000000000000003,0.05,0.4375,1.0,7
40,PGF,2143.185000000001,30,1,2225.985,0.17500000000000002,0.05,0.4375,2.0,7
41,PGF,2142.185000000001,30,0,2224.985,0.35000000000000003,0.05,0.4375,1.0,7
42,PGF,2143.2000000000007,30,1,2226.0,0.08750000000000001,0.05,0.4375,4.0,7
