episode,agent,total_reward,steps,resources_collected,final_resources,D_effective,rho,p_acceso,tau_consumo,cells_visited
1,PGF,18.6,30,1,101.0,0.6,0.15,0.25,1.0,4
2,PGF,18.580000000000002,30,1,100.97999999999999,0.11249999999999999,0.15,0.1875,4.0,3
3,PGF,19.985000000000003,30,2,101.985,0.6749999999999999,0.15,0.5625,2.0,9
4,PGF,19.985,30,2,101.985,0.8999999999999999,0.15,0.5625,1.5,9
5,PGF,104.40000000000008,30,1,186.0,0.5499999999999999,0.15,0.6875,3.0,11
6,PGF,18.990000000000002,30,1,100.99,0.35000000000000003,0.15,0.4375,3.0,7
7,PGF,19.000000000000004,30,1,101.0,0.375,0.15,0.3125,2.0,5
8,PGF,18.200000000000003,30,0,100.0,0.6,0.15,0.25,1.0,4
9,PGF,17.800000000000004,30,0,100.0,0.75,0.15,0.3125,1.0,5
10,PGF,18.000000000000004,30,0,100.0,0.8999999999999999,0.15,0.375,1.0,6
11,PGF,17.990000000000002,30,0,99.99,0.8999999999999999,0.15,0.375,1.0,6
12,PGF,187.39000000000001,30,0,269.99,1.05,0.15,0.4375,1.0,7
13,PGF,2143.185000000001,30,1,2225.985,0.2625,0.15,0.4375,4.0,7
14,PGF,18.6,30,1,101.0,0.6,0.15,0.25,1.0,4
15,PGF,18.6,30,1,101.0,0.19999999999999998,0.15,0.25,3.0,4
16,PGF,18.6,30,1,101.0,0.6,0.15,0.25,1.0,4
17,PGF,17.800000000000004,30,0,100.0,0.75,0.15,0.3125,1.0,5
18,PGF,19.0,30,1,101.0,0.8999999999999999,0.15,0.375,1.0,6
19,PGF,1292.6000000000004,30,0,1375.0,1.3499999999999999,0.15,0.5625,1.0,9
20,PGF,19.990000000000002,30,2,101.99,0.8999999999999999,0.15,0.375,1.0,6
21,PGF,2142.1750000000006,30,0,2224.975,1.05,0.15,0.4375,1.0,7
22,PGF,2142.1750000000006,30,0,2224.975,1.05,0.15,0.4375,1.0,7
23,PGF,1974.3650000000007,30,2,2056.965,0.7000000000000001,0.15,0.4375,1.5,7
24,PGF,2143.1750000000006,30,1,2225.975,0.525,0.15,0.4375,2.0,7
25,PGF,2143.1750000000006,30,1,2225.975,0.35000000000000003,0.15,0.4375,3.0,7
26,PGF,2142.1750000000006,30,0,2224.975,1.05,0.15,0.4375,1.0,7
27,PGF,2142.1750000000006,30,0,2224.975,1.05,0.15,0.4375,1.0,7
28,PGF,2057.3750000000005,30,0,2139.975,1.05,0.15,0.4375,1.0,7
29,PGF,1972.3650000000007,30,0,2054.965,1.2,0.15,0.5,1.0,8
30,PGF,2142.1750000000006,30,0,2224.975,1.05,0.15,0.4375,1.0,7
31,PGF,2142.1750000000006,30,0,2224.975,1.05,0.15,0.4375,1.0,7
32,PGF,2143.185000000001,30,1,2225.985,0.525,0.15,0.4375,2.0,7
33,PGF,2143.1750000000006,30,1,2225.975,0.525,0.15,0.4375,2.0,7
34,PGF,2142.185000000001,30,0,2224.985,1.05,0.15,0.4375,1.0,7
35,PGF,2142.1750000000006,30,0,2224.975,1.05,0.15,0.4375,1.0,7
36,PGF,2057.3750000000005,30,0,2139.975,1.2,0.15,0.5,1.0,8
37,PGF,2143.2000000000007,30,1,2226.0,0.2625,0.15,0.4375,4.0,7
38,PGF,2143.1750000000006,30,1,2225.975,0.2625,0.15,0.4375,4.0,7
39,PGF,2143.1750000000006,30,1,2225.975,0.35000000000000003,0.15,0.4375,3.0,7
40,PGF,2143.185000000001,30,1,2225.985,0.525,0.15,0.4375,2.0,7
41,PGF,2143.2000000000007,30,1,2226.0,0.2625,0.15,0.4375,4.0,7
42,PGF,2143.2000000000007,30,1,2226.0,0.35000000000000003,0.15,0.4375,3.0,7
43,PGF,2142.185000000001,30,0,2224.985,1.05,0.15,0.4375,1.0,7
44,PGF,2143.185000000001,30,1,2225.985,1.05,0.15,0.4375,1.0,7
45,PGF,2142.2000000000007,30,0,2225.0,1.05,0.15,0.4375,1.0,7
46,PGF,2142.185000000001,30,0,2224.985,1.05,0.15,0.4375,1.0,7
47,PGF,2143.185000000001,30,1,2225.985,1.05,0.15,0.4375,1.0,7
48,PGF,2143.185000000001,30,1,2225.985,0.525,0.15,0.4375,2.0,7
49,PGF,2144.185000000001,30,2,2226.985,1.05,0.15,0.4375,1.0,7
50,PGF,2143.2000000000007,30,1,2226.0,0.35000000000000003,0.15,0.4375,3.0,7
51,PGF,2143.185000000001,30,1,2225.985,1.05,0.15,0.4375,1.0,7
52,PGF,2143.185000000001,30,1,2225.985,0.525,0.15,0.4375,2.0,7
53,PGF,2143.2000000000007,30,1,2226.0,0.2625,0.15,0.4375,4.0,7
54,PGF,2143.185000000001,30,1,2225.985,0.525,0.15,0.4375,2.0,7
55,PGF,2143.185000000001,30,1,2225.985,1.05,0.15,0.4375,1.0,7
56,PGF,2144.185000000001,30,2,2226.985,0.35000000000000003,0.15,0.4375,3.0,7
57,PGF,2142.185000000001,30,0,2224.985,1.05,0.15,0.4375,1.0,7
58,PGF,2143.2000000000007,30,1,2226.0,0.35000000000000003,0.15,0.4375,3.0,7
59,PGF,2058.3750000000005,30,1,2140.975,1.05,0.15,0.4375,1.0,7
60,PGF,2057.3850000000007,30,0,2139.985,1.05,0.15,0.4375,1.0,7
61,PGF,2142.185000000001,30,0,2224.985,1.05,0.15,0.4375,1.0,7
62,PGF,2142.185000000001,30,0,2224.985,1.05,0.15,0.4375,1.0,7
63,PGF,2142.185000000001,30,0,2224.985,1.05,0.15,0.4375,1.0,7
64,PGF,2058.4000000000005,30,1,2141.0,0.6,0.15,0.5,2.0,8
65,PGF,2144.185000000001,30,2,2226.985,1.05,0.15,0.4375,1.0,7
66,PGF,2142.185000000001,30,0,2224.985,1.05,0.15,0.4375,1.0,7
67,PGF,2145.185000000001,30,3,2227.985,0.525,0.15,0.4375,2.0,7
68,PGF,2142.185000000001,30,0,2224.985,1.05,0.15,0.4375,1.0,7
69,PGF,2144.185000000001,30,2,2226.985,0.35000000000000003,0.15,0.4375,3.0,7
70,PGF,2143.185000000001,30,1,2225.985,1.05,0.15,0.4375,1.0,7
71,PGF,2143.185000000001,30,1,2225.985,0.35000000000000003,0.15,0.4375,3.0,7
72,PGF,2142.185000000001,30,0,2224.985,1.05,0.15,0.4375,1.0,7
73,PGF,2143.185000000001,30,1,2225.985,0.525,0.15,0.4375,2.0,7
74,PGF,2057.3850000000007,30,0,2139.985,1.05,0.15,0.4375,1.0,7
75,PGF,2142.185000000001,30,0,2224.985,1.05,0.15,0.4375,1.0,7
76,PGF,2143.185000000001,30,1,2225.985,0.525,0.15,0.4375,2.0,7
77,PGF,2143.185000000001,30,1,2225.985,1.05,0.15,0.4375,1.0,7
78,PGF,2142.185000000001,30,0,2224.985,1.05,0.15,0.4375,1.0,7
79,PGF,2142.185000000001,30,0,2224.985,1.05,0.15,0.4375,1.0,7
80,PGF,2143.185000000001,30,1,2225.985,0.525,0.15,0.4375,2.0,7
81,PGF,2144.185000000001,30,2,2226.985,0.525,0.15,0.4375,2.0,7
82,PGF,2058.3750000000005,30,1,2140.975,0.35000000000000003,0.15,0.4375,3.0,7
83,PGF,1973.6000000000008,30,1,2056.0,1.2,0.15,0.5,1.0,8
84,PGF,2145.185000000001,30,3,2227.985,0.45,0.15,0.4375,2.3333333333333335,7
85,PGF,2142.185000000001,30,0,2224.985,1.05,0.15,0.4375,1.0,7
86,PGF,2142.185000000001,30,0,2224.985,1.05,0.15,0.4375,1.0,7
87,PGF,2142.185000000001,30,0,2224.985,1.05,0.15,0.4375,1.0,7
88,PGF,1972.3700000000006,30,0,2054.9700000000003,1.05,0.15,0.4375,1.0,7
89,PGF,2145.1750000000006,30,3,2227.975,0.39375000000000004,0.15,0.4375,2.6666666666666665,7
90,PGF,2143.185000000001,30,1,2225.985,1.05,0.15,0.4375,1.0,7
91,PGF,2143.185000000001,30,1,2225.985,1.05,0.15,0.4375,1.0,7
92,PGF,2143.185000000001,30,1,2225.985,0.525,0.15,0.4375,2.0,7
93,PGF,2143.185000000001,30,1,2225.985,0.525,0.15,0.4375,2.0,7
94,PGF,2143.185000000001,30,1,2225.985,0.35000000000000003,0.15,0.4375,3.0,7
95,PGF,2143.185000000001,30,1,2225.985,1.05,0.15,0.4375,1.0,7
96,PGF,2142.185000000001,30,0,2224.985,1.05,0.15,0.4375,1.0,7
97,PGF,2058.3850000000007,30,1,2140.985,1.05,0.15,0.4375,1.0,7
