Agente,Episodio,Recompensa,Tripwires,Flexibilidad,Robustez,Q-optimal,PGF_Bruto_Avg,PGF_Costo_Avg,RiskEffective_Avg,Surprise_Avg,Starvation,GoalReached
control,1,-60.410000000000004,0.0,0.5,0.9866666666666667,0.7,5.39974621639361,0.03676666666666666,0.24627967634217635,0.0,0,0
control,2,-74.3,0.0,0.5217391304347826,1.0,0.782608695652174,4.884916861204915,0.11739130434782609,0.27753751252598674,0.034782608695652174,1,0
control,3,-63.4,0.0,0.5,1.0,0.7333333333333333,4.9,0.23000000000000007,0.1962339499919423,0.0,0,0
control,4,-58.599999999999994,0.0,0.5,1.0,0.7666666666666667,5.5,0.0,0.1909958178717854,0.0,0,0
control,5,-62.6,0.0,0.5,1.0,0.7666666666666667,5.333333333333333,0.06000000000000001,0.20435625444816619,0.0,0,0
control,6,-60.199999999999996,0.0,0.5,1.0,0.7666666666666667,5.433333333333334,0.023333333333333334,0.22042602890029359,0.0,0,0
control,7,-59.4,0.0,0.5,1.0,0.6666666666666666,5.466666666666667,0.010000000000000002,0.22540339426368838,0.0,0,0
control,8,-71.3,0.0,0.5185185185185185,1.0,0.8518518518518519,5.124188437322705,0.04814814814814815,0.22114983010816347,0.02962962962962963,1,0
control,9,-60.199999999999996,0.0,0.5,1.0,0.7666666666666667,5.166666666666667,0.1,0.20225712944462948,0.0,0,0
control,10,-61.0,0.0,0.5,1.0,0.7666666666666667,5.166666666666667,0.12666666666666665,0.17923426239827336,0.0,0,0
control,11,-73.89999999999999,0.0,0.52,1.0,0.68,4.854123512308522,0.14800000000000002,0.22871352623984204,0.032,1,0
