episode,total_reward,steps,resources_collected,final_resources,goal_reached,death_by_hazard,epsilon,agent_type,economy,balance,spawn_rate,seed
1,24.400000000000002,30,1,101.0,False,False,0.1720768383829392,PGF,balanced,5.0,0.05,42
2,20.599999999999998,30,0,100.0,False,False,0.14805219153934096,PGF,balanced,5.0,0.05,42
3,21.2,30,0,100.0,False,False,0.12738176517877567,PGF,balanced,5.0,0.05,42
4,23.8,30,1,101.0,False,False,0.10959725709800847,PGF,balanced,5.0,0.05,42
5,24.0,30,1,101.0,False,False,0.09429574748433718,PGF,balanced,5.0,0.05,42
6,20.599999999999998,30,0,100.0,False,False,0.08113057050030371,PGF,balanced,5.0,0.05,42
7,20.799999999999997,30,0,100.0,False,False,0.06980346033948207,PGF,balanced,5.0,0.05,42
8,20.79,30,0,99.99,False,False,0.06005779381703479,PGF,balanced,5.0,0.05,42
9,21.549999999999997,30,0,99.94999999999997,False,False,0.05167277640144891,PGF,balanced,5.0,0.05,42
10,20.4,30,0,100.0,False,False,0.04445843996814939,PGF,balanced,5.0,0.05,42
11,23.8,30,1,101.0,False,False,0.03825133894578426,PGF,balanced,5.0,0.05,42
12,21.6,30,0,100.0,False,False,0.032910847348523745,PGF,balanced,5.0,0.05,42
13,20.599999999999998,30,0,100.0,False,False,0.028315972801187538,PGF,balanced,5.0,0.05,42
14,20.599999999999998,30,0,100.0,False,False,0.02436261537682825,PGF,balanced,5.0,0.05,42
15,23.6,30,1,101.0,False,False,0.020961209143920925,PGF,balanced,5.0,0.05,42
16,8.185000000000002,30,2,101.985,False,False,0.018034692990847347,PGF,balanced,5.0,0.05,42
17,20.599999999999998,30,0,100.0,False,False,0.015516764755359819,PGF,balanced,5.0,0.05,42
18,23.6,30,1,101.0,False,False,0.01335037910517069,PGF,balanced,5.0,0.05,42
19,20.599999999999998,30,0,100.0,False,False,0.011486455138157128,PGF,balanced,5.0,0.05,42
20,23.6,30,1,101.0,False,False,0.01,PGF,balanced,5.0,0.05,42
21,23.6,30,1,101.0,False,False,0.01,PGF,balanced,5.0,0.05,42
22,20.599999999999998,30,0,100.0,False,False,0.01,PGF,balanced,5.0,0.05,42
23,20.599999999999998,30,0,100.0,False,False,0.01,PGF,balanced,5.0,0.05,42
24,23.6,30,1,101.0,False,False,0.01,PGF,balanced,5.0,0.05,42
