episode,total_reward,steps,resources_collected,final_resources,goal_reached,death_by_hazard,epsilon,agent_type,economy,balance,spawn_rate,seed
1,24.77,30,1,100.96999999999998,False,False,0.1720768383829392,PGF,favorable,10.0,0.1,123
2,23.4,30,0,100.0,False,False,0.14805219153934096,PGF,favorable,10.0,0.1,123
3,109.79,14,1,184.99,True,False,0.13801871219843223,PGF,favorable,10.0,0.1,123
4,24.2,30,1,101.0,False,False,0.11874911816395511,PGF,favorable,10.0,0.1,123
5,26.189999999999998,30,2,101.99,False,False,0.10216986407207726,PGF,favorable,10.0,0.1,123
6,25.189999999999998,30,1,100.99,False,False,0.08790533593768854,PGF,favorable,10.0,0.1,123
7,25.189999999999998,30,1,100.99,False,False,0.07563236142573805,PGF,favorable,10.0,0.1,123
8,24.349999999999998,30,0,99.94999999999999,False,False,0.06507288816788383,PGF,favorable,10.0,0.1,123
9,22.999999999999996,30,0,100.0,False,False,0.0559876843018801,PGF,favorable,10.0,0.1,123
10,108.97500000000001,22,1,184.975,True,False,0.05014184170207921,PGF,favorable,10.0,0.1,123
11,110.60000000000001,6,1,185.0,True,False,0.04865626475619124,PGF,favorable,10.0,0.1,123
12,109.67500000000001,15,1,184.975,True,False,0.04513204132645185,PGF,favorable,10.0,0.1,123
13,110.58500000000001,6,1,184.985,True,False,0.043794892194319764,PGF,favorable,10.0,0.1,123
14,110.58500000000001,6,1,184.985,True,False,0.0424973594355892,PGF,favorable,10.0,0.1,123
15,110.58500000000001,6,1,184.985,True,False,0.04123826931652787,PGF,favorable,10.0,0.1,123
16,110.58500000000001,6,1,184.985,True,False,0.040016482878188646,PGF,favorable,10.0,0.1,123
17,110.60000000000001,6,1,185.0,True,False,0.03883089490611996,PGF,favorable,10.0,0.1,123
18,111.60000000000001,6,2,186.0,True,False,0.03768043293060106,PGF,favorable,10.0,0.1,123
19,111.60000000000001,6,2,186.0,True,False,0.03656405625649782,PGF,favorable,10.0,0.1,123
20,112.60000000000001,6,3,187.0,True,False,0.03548075502186146,PGF,favorable,10.0,0.1,123
21,113.60000000000001,8,4,188.0,True,False,0.03408611453030655,PGF,favorable,10.0,0.1,123
22,110.60000000000001,6,1,185.0,True,False,0.03307622849097864,PGF,favorable,10.0,0.1,123
