episode,total_reward,steps,resources_collected,final_resources,goal_reached,death_by_hazard,epsilon,agent_type,economy,balance,spawn_rate,seed
1,27.4,30,2,102.0,False,False,0.1720768383829392,PGF,balanced,5.0,0.3,42
2,20.599999999999998,30,0,100.0,False,False,0.14805219153934096,PGF,balanced,5.0,0.3,42
3,24.2,30,1,101.0,False,False,0.12738176517877567,PGF,balanced,5.0,0.3,42
4,20.799999999999997,30,0,100.0,False,False,0.10959725709800847,PGF,balanced,5.0,0.3,42
5,29.999999999999996,30,3,103.0,False,False,0.09429574748433718,PGF,balanced,5.0,0.3,42
6,20.599999999999998,30,0,100.0,False,False,0.08113057050030371,PGF,balanced,5.0,0.3,42
7,109.2,25,2,186.0,True,False,0.07157503161735276,PGF,balanced,5.0,0.3,42
8,88.18500000000002,30,2,185.985,True,False,0.061582025739364867,PGF,balanced,5.0,0.3,42
9,87.58500000000001,18,1,184.985,True,False,0.05626902944912573,PGF,balanced,5.0,0.3,42
10,113.0,6,2,186.0,True,False,0.05460191930558974,PGF,balanced,5.0,0.3,42
11,116.0,6,3,187.0,True,False,0.05298420145223345,PGF,balanced,5.0,0.3,42
12,90.58500000000001,18,2,185.985,True,False,0.04841298343241028,PGF,balanced,5.0,0.3,42
13,94.385,14,3,186.985,True,False,0.04513204132645185,PGF,balanced,5.0,0.3,42
14,-12.830000000000066,30,2,101.97,False,False,0.03883089490611996,PGF,balanced,5.0,0.3,42
15,95.985,6,3,186.985,True,False,0.03768043293060106,PGF,balanced,5.0,0.3,42
16,92.985,6,2,185.985,True,False,0.03656405625649782,PGF,balanced,5.0,0.3,42
17,116.0,6,3,187.0,True,False,0.03548075502186146,PGF,balanced,5.0,0.3,42
18,110.0,6,1,185.0,True,False,0.034429549284418624,PGF,balanced,5.0,0.3,42
19,119.0,6,4,188.0,True,False,0.03340948813512652,PGF,balanced,5.0,0.3,42
20,85.58500000000001,28,1,184.985,True,False,0.02903461574346555,PGF,balanced,5.0,0.3,42
21,110.0,6,1,185.0,True,False,0.0281743929371816,PGF,balanced,5.0,0.3,42
22,110.0,6,1,185.0,True,False,0.027339656374042353,PGF,balanced,5.0,0.3,42
23,113.0,6,2,186.0,True,False,0.0265296509606175,PGF,balanced,5.0,0.3,42
24,113.0,6,2,186.0,True,False,0.025743643975000268,PGF,balanced,5.0,0.3,42
25,122.0,6,5,189.0,True,False,0.024980924403995318,PGF,balanced,5.0,0.3,42
26,113.0,6,2,186.0,True,False,0.02424080229994411,PGF,balanced,5.0,0.3,42
27,110.0,6,1,185.0,True,False,0.0235226081566059,PGF,balanced,5.0,0.3,42
28,110.0,6,1,185.0,True,False,0.02282569230352983,PGF,balanced,5.0,0.3,42
29,110.0,6,1,185.0,True,False,0.02214942431837024,PGF,balanced,5.0,0.3,42
30,113.0,6,2,186.0,True,False,0.021493192456613623,PGF,balanced,5.0,0.3,42
31,110.0,6,1,185.0,True,False,0.02085640309820132,PGF,balanced,5.0,0.3,42
32,119.0,6,4,188.0,True,False,0.02023848021054741,PGF,balanced,5.0,0.3,42
33,113.0,6,2,186.0,True,False,0.01963886482746601,PGF,balanced,5.0,0.3,42
34,110.0,6,1,185.0,True,False,0.0190570145435367,PGF,balanced,5.0,0.3,42
35,110.0,6,1,185.0,True,False,0.01849240302345056,PGF,balanced,5.0,0.3,42
36,116.0,6,3,187.0,True,False,0.01794451952589311,PGF,balanced,5.0,0.3,42
37,113.0,6,2,186.0,True,False,0.0174128684415334,PGF,balanced,5.0,0.3,42
38,119.0,6,4,188.0,True,False,0.01689696884470129,PGF,balanced,5.0,0.3,42
39,110.0,6,1,185.0,True,False,0.01639635405834743,PGF,balanced,5.0,0.3,42
40,113.0,6,2,186.0,True,False,0.015910571231892382,PGF,balanced,5.0,0.3,42
41,113.0,6,2,186.0,True,False,0.01543918093158302,PGF,balanced,5.0,0.3,42
42,110.0,6,1,185.0,True,False,0.01498175674298562,PGF,balanced,5.0,0.3,42
43,113.0,6,2,186.0,True,False,0.014537884885256107,PGF,balanced,5.0,0.3,42
44,110.0,6,1,185.0,True,False,0.014107163836838495,PGF,balanced,5.0,0.3,42
45,110.0,6,1,185.0,True,False,0.013689203972252933,PGF,balanced,5.0,0.3,42
46,110.0,6,1,185.0,True,False,0.013283627209644837,PGF,balanced,5.0,0.3,42
47,110.0,6,1,185.0,True,False,0.012890066668776227,PGF,balanced,5.0,0.3,42
48,113.0,6,2,186.0,True,False,0.012508166339149949,PGF,balanced,5.0,0.3,42
49,109.8,7,1,185.0,True,False,0.012076892854176676,PGF,balanced,5.0,0.3,42
50,116.0,6,3,187.0,True,False,0.011719084824134174,PGF,balanced,5.0,0.3,42
51,110.0,6,1,185.0,True,False,0.01137187774815401,PGF,balanced,5.0,0.3,42
52,110.0,6,1,185.0,True,False,0.011034957546568885,PGF,balanced,5.0,0.3,42
53,113.0,6,2,186.0,True,False,0.01070801944510391,PGF,balanced,5.0,0.3,42
54,113.0,6,2,186.0,True,False,0.01039076769918117,PGF,balanced,5.0,0.3,42
55,116.0,6,3,187.0,True,False,0.010082915326392463,PGF,balanced,5.0,0.3,42
56,113.0,6,2,186.0,True,False,0.01,PGF,balanced,5.0,0.3,42
57,116.0,6,3,187.0,True,False,0.01,PGF,balanced,5.0,0.3,42
58,113.0,6,2,186.0,True,False,0.01,PGF,balanced,5.0,0.3,42
59,110.0,6,1,185.0,True,False,0.01,PGF,balanced,5.0,0.3,42
60,110.0,6,1,185.0,True,False,0.01,PGF,balanced,5.0,0.3,42
61,113.0,6,2,186.0,True,False,0.01,PGF,balanced,5.0,0.3,42
62,113.0,6,2,186.0,True,False,0.01,PGF,balanced,5.0,0.3,42
63,110.0,6,1,185.0,True,False,0.01,PGF,balanced,5.0,0.3,42
64,116.0,6,3,187.0,True,False,0.01,PGF,balanced,5.0,0.3,42
65,113.0,6,2,186.0,True,False,0.01,PGF,balanced,5.0,0.3,42
66,113.0,6,2,186.0,True,False,0.01,PGF,balanced,5.0,0.3,42
67,110.0,6,1,185.0,True,False,0.01,PGF,balanced,5.0,0.3,42
68,113.0,6,2,186.0,True,False,0.01,PGF,balanced,5.0,0.3,42
69,112.8,8,2,186.0,True,False,0.01,PGF,balanced,5.0,0.3,42
70,110.0,6,1,185.0,True,False,0.01,PGF,balanced,5.0,0.3,42
71,113.0,6,2,186.0,True,False,0.01,PGF,balanced,5.0,0.3,42
72,116.0,6,3,187.0,True,False,0.01,PGF,balanced,5.0,0.3,42
73,110.0,6,1,185.0,True,False,0.01,PGF,balanced,5.0,0.3,42
74,113.0,6,2,186.0,True,False,0.01,PGF,balanced,5.0,0.3,42
75,113.0,6,2,186.0,True,False,0.01,PGF,balanced,5.0,0.3,42
76,116.0,6,3,187.0,True,False,0.01,PGF,balanced,5.0,0.3,42
77,113.0,6,2,186.0,True,False,0.01,PGF,balanced,5.0,0.3,42
78,110.0,6,1,185.0,True,False,0.01,PGF,balanced,5.0,0.3,42
79,113.0,6,2,186.0,True,False,0.01,PGF,balanced,5.0,0.3,42
80,113.0,6,2,186.0,True,False,0.01,PGF,balanced,5.0,0.3,42
81,116.0,6,3,187.0,True,False,0.01,PGF,balanced,5.0,0.3,42
82,122.0,6,5,189.0,True,False,0.01,PGF,balanced,5.0,0.3,42
83,116.0,6,3,187.0,True,False,0.01,PGF,balanced,5.0,0.3,42
