episode,total_reward,steps,resources_collected,final_resources,goal_reached,death_by_hazard,epsilon,agent_type,economy,balance,spawn_rate,seed
1,21.77,30,1,100.96999999999998,False,False,0.1720768383829392,PGF,balanced,5.0,0.1,123
2,20.4,30,0,100.0,False,False,0.14805219153934096,PGF,balanced,5.0,0.1,123
3,108.39,14,1,184.99,True,False,0.13801871219843223,PGF,balanced,5.0,0.1,123
4,21.2,30,1,101.0,False,False,0.11874911816395511,PGF,balanced,5.0,0.1,123
5,23.19,30,2,101.99,False,False,0.10216986407207726,PGF,balanced,5.0,0.1,123
6,22.189999999999998,30,1,100.99,False,False,0.08790533593768854,PGF,balanced,5.0,0.1,123
7,22.189999999999998,30,1,100.99,False,False,0.07563236142573805,PGF,balanced,5.0,0.1,123
8,21.349999999999998,30,0,99.94999999999999,False,False,0.06507288816788383,PGF,balanced,5.0,0.1,123
9,20.0,30,0,100.0,False,False,0.0559876843018801,PGF,balanced,5.0,0.1,123
10,106.775,22,1,184.975,True,False,0.05014184170207921,PGF,balanced,5.0,0.1,123
11,110.575,8,2,185.975,True,False,0.048170918515248226,PGF,balanced,5.0,0.1,123
12,111.985,6,3,186.985,True,False,0.04674373507763762,PGF,balanced,5.0,0.1,123
13,109.985,6,1,184.985,True,False,0.045358835503971705,PGF,balanced,5.0,0.1,123
14,111.985,6,3,186.985,True,False,0.0440149670294671,PGF,balanced,5.0,0.1,123
15,109.985,6,1,184.985,True,False,0.04271091400561729,PGF,balanced,5.0,0.1,123
16,109.985,6,1,184.985,True,False,0.04144549680053052,PGF,balanced,5.0,0.1,123
17,109.985,11,2,185.985,True,False,0.03922213570982547,PGF,balanced,5.0,0.1,123
18,110.985,6,2,185.985,True,False,0.03806008225105534,PGF,balanced,5.0,0.1,123
19,111.0,6,2,186.0,True,False,0.03693245752026244,PGF,balanced,5.0,0.1,123
20,110.0,6,1,185.0,True,False,0.03583824148063075,PGF,balanced,5.0,0.1,123
21,112.0,6,3,187.0,True,False,0.03477644431647547,PGF,balanced,5.0,0.1,123
22,109.8,7,1,185.0,True,False,0.03357737501017741,PGF,balanced,5.0,0.1,123
23,112.0,6,3,187.0,True,False,0.032582561646222225,PGF,balanced,5.0,0.1,123
24,111.0,6,2,186.0,True,False,0.031617222105899886,PGF,balanced,5.0,0.1,123
25,110.6,8,2,186.0,True,False,0.030374445334317546,PGF,balanced,5.0,0.1,123
26,110.0,6,1,185.0,True,False,0.029474526739366434,PGF,balanced,5.0,0.1,123
27,110.0,6,1,185.0,True,False,0.02860127047416736,PGF,balanced,5.0,0.1,123
28,110.8,8,2,186.0,True,False,0.027477041581952112,PGF,balanced,5.0,0.1,123
29,110.0,6,1,185.0,True,False,0.026662965789565327,PGF,balanced,5.0,0.1,123
30,112.0,6,3,187.0,True,False,0.02587300902010077,PGF,balanced,5.0,0.1,123
31,110.0,6,1,185.0,True,False,0.02510645668743248,PGF,balanced,5.0,0.1,123
32,111.0,6,2,186.0,True,False,0.02436261537682825,PGF,balanced,5.0,0.1,123
33,111.0,6,2,186.0,True,False,0.02364081221769437,PGF,balanced,5.0,0.1,123
34,111.0,6,2,186.0,True,False,0.022940394274904352,PGF,balanced,5.0,0.1,123
35,108.385,20,2,185.985,True,False,0.020752121082710316,PGF,balanced,5.0,0.1,123
36,110.0,6,1,185.0,True,False,0.020137287809494673,PGF,balanced,5.0,0.1,123
37,106.4,24,1,185.0,True,False,0.017854796928263642,PGF,balanced,5.0,0.1,123
38,111.0,6,2,186.0,True,False,0.017325804099325735,PGF,balanced,5.0,0.1,123
39,111.0,6,2,186.0,True,False,0.016812484000477784,PGF,balanced,5.0,0.1,123
40,110.0,6,1,185.0,True,False,0.01631437228805569,PGF,balanced,5.0,0.1,123
41,110.0,6,1,185.0,True,False,0.01583101837573292,PGF,balanced,5.0,0.1,123
42,111.0,6,2,186.0,True,False,0.015361985026925104,PGF,balanced,5.0,0.1,123
43,114.0,6,5,189.0,True,False,0.014906847959270692,PGF,balanced,5.0,0.1,123
44,111.0,6,2,186.0,True,False,0.014465195460829826,PGF,balanced,5.0,0.1,123
45,112.0,6,3,187.0,True,False,0.014036628017654302,PGF,balanced,5.0,0.1,123
