episode,total_reward,steps,resources_collected,final_resources,goal_reached,death_by_hazard,epsilon,agent_type,economy,balance,spawn_rate,seed
1,23.77,30,2,101.96999999999998,False,False,0.1720768383829392,PGF,harsh,3.33,0.3,123
2,17.400000000000002,30,0,100.0,False,False,0.14805219153934096,PGF,harsh,3.33,0.3,123
3,112.99000000000001,14,3,186.99,True,False,0.13801871219843223,PGF,harsh,3.33,0.3,123
4,111.79,8,2,185.99,True,False,0.1325936166922741,PGF,harsh,3.33,0.3,123
5,92.375,6,2,185.975,True,False,0.12866520055430486,PGF,harsh,3.33,0.3,123
6,0.9749999999999943,30,1,100.975,False,False,0.11070150460645789,PGF,harsh,3.33,0.3,123
7,20.990000000000002,30,1,100.99,False,False,0.09524582458456826,PGF,harsh,3.33,0.3,123
8,32.800000000000004,30,5,105.0,False,False,0.08194800181844268,PGF,harsh,3.33,0.3,123
9,85.075,21,1,184.975,True,False,0.07376036617611402,PGF,harsh,3.33,0.3,123
10,91.97500000000001,8,2,185.975,True,False,0.07086107067696967,PGF,harsh,3.33,0.3,123
11,112.39,6,2,185.99,True,False,0.06876163496848275,PGF,harsh,3.33,0.3,123
12,92.375,6,2,185.975,True,False,0.06672440027180614,PGF,harsh,3.33,0.3,123
13,95.37500000000001,6,3,186.975,True,False,0.06474752372704441,PGF,harsh,3.33,0.3,123
14,89.375,6,1,184.975,True,False,0.06282921707361644,PGF,harsh,3.33,0.3,123
15,89.375,6,1,184.975,True,False,0.0609677450326147,PGF,harsh,3.33,0.3,123
16,68.06000000000003,21,2,185.95999999999998,True,False,0.05487630080963793,PGF,harsh,3.33,0.3,123
17,92.375,6,2,185.975,True,False,0.053250453720837636,PGF,harsh,3.33,0.3,123
18,109.4,6,1,185.0,True,False,0.05167277640144891,PGF,harsh,3.33,0.3,123
19,109.10000000000001,7,1,185.0,True,False,0.04989113249356881,PGF,harsh,3.33,0.3,123
20,109.4,6,1,185.0,True,False,0.04841298343241028,PGF,harsh,3.33,0.3,123
21,109.4,6,1,185.0,True,False,0.04697862821873128,PGF,harsh,3.33,0.3,123
22,109.4,6,1,185.0,True,False,0.04558676935072533,PGF,harsh,3.33,0.3,123
23,112.4,6,2,186.0,True,False,0.04423614776830864,PGF,harsh,3.33,0.3,123
24,118.4,6,4,188.0,True,False,0.04292554171418823,PGF,harsh,3.33,0.3,123
25,112.4,6,2,186.0,True,False,0.04165376562867389,PGF,harsh,3.33,0.3,123
26,112.4,6,2,186.0,True,False,0.04041966907723405,PGF,harsh,3.33,0.3,123
27,112.4,6,2,186.0,True,False,0.03922213570982547,PGF,harsh,3.33,0.3,123
28,115.4,6,3,187.0,True,False,0.03806008225105534,PGF,harsh,3.33,0.3,123
29,112.4,6,2,186.0,True,False,0.03693245752026244,PGF,harsh,3.33,0.3,123
30,89.385,6,1,184.985,True,False,0.03583824148063075,PGF,harsh,3.33,0.3,123
31,92.375,6,2,185.975,True,False,0.03477644431647547,PGF,harsh,3.33,0.3,123
32,92.08500000000001,7,2,185.985,True,False,0.03357737501017741,PGF,harsh,3.33,0.3,123
33,115.4,6,3,187.0,True,False,0.032582561646222225,PGF,harsh,3.33,0.3,123
34,112.4,6,2,186.0,True,False,0.031617222105899886,PGF,harsh,3.33,0.3,123
35,109.4,6,1,185.0,True,False,0.030680483153776465,PGF,harsh,3.33,0.3,123
36,112.4,6,2,186.0,True,False,0.029771497426192704,PGF,harsh,3.33,0.3,123
37,118.4,6,4,188.0,True,False,0.028889442664748223,PGF,harsh,3.33,0.3,123
38,111.69000000000001,9,2,185.99,True,False,0.027615117167791067,PGF,harsh,3.33,0.3,123
39,115.4,6,3,187.0,True,False,0.02679695054227671,PGF,harsh,3.33,0.3,123
40,109.4,6,1,185.0,True,False,0.026003024140804794,PGF,harsh,3.33,0.3,123
41,109.4,6,1,185.0,True,False,0.025232619786364305,PGF,harsh,3.33,0.3,123
42,115.4,6,3,187.0,True,False,0.024485040579726884,PGF,harsh,3.33,0.3,123
43,109.4,6,1,185.0,True,False,0.02375961026903957,PGF,harsh,3.33,0.3,123
44,112.4,6,2,186.0,True,False,0.023055672638094826,PGF,harsh,3.33,0.3,123
45,112.4,6,2,186.0,True,False,0.022372590912724668,PGF,harsh,3.33,0.3,123
46,115.09,7,3,186.99,True,False,0.02160119844885791,PGF,harsh,3.33,0.3,123
47,112.39,6,2,185.99,True,False,0.020961209143920925,PGF,harsh,3.33,0.3,123
48,112.4,6,2,186.0,True,False,0.02034018111612805,PGF,harsh,3.33,0.3,123
49,114.80000000000001,8,3,187.0,True,False,0.01954067050332868,PGF,harsh,3.33,0.3,123
50,112.4,6,2,186.0,True,False,0.018961729470819016,PGF,harsh,3.33,0.3,123
51,115.4,6,3,187.0,True,False,0.018399941008333306,PGF,harsh,3.33,0.3,123
52,112.4,6,2,186.0,True,False,0.017854796928263642,PGF,harsh,3.33,0.3,123
53,109.4,6,1,185.0,True,False,0.017325804099325735,PGF,harsh,3.33,0.3,123
54,112.4,6,2,186.0,True,False,0.016812484000477784,PGF,harsh,3.33,0.3,123
55,112.4,6,2,186.0,True,False,0.01631437228805569,PGF,harsh,3.33,0.3,123
56,112.4,6,2,186.0,True,False,0.01583101837573292,PGF,harsh,3.33,0.3,123
57,115.4,6,3,187.0,True,False,0.015361985026925104,PGF,harsh,3.33,0.3,123
58,115.4,6,3,187.0,True,False,0.014906847959270692,PGF,harsh,3.33,0.3,123
59,115.4,6,3,187.0,True,False,0.014465195460829826,PGF,harsh,3.33,0.3,123
60,109.4,6,1,185.0,True,False,0.014036628017654302,PGF,harsh,3.33,0.3,123
61,112.4,6,2,186.0,True,False,0.013620757952391668,PGF,harsh,3.33,0.3,123
62,112.0,8,2,186.0,True,False,0.013085367413087487,PGF,harsh,3.33,0.3,123
63,115.39,6,3,186.99,True,False,0.012697680812486409,PGF,harsh,3.33,0.3,123
64,115.4,6,3,187.0,True,False,0.012321480393017342,PGF,harsh,3.33,0.3,123
65,109.7,15,2,186.0,True,False,0.011429022862466342,PGF,harsh,3.33,0.3,123
66,112.4,6,2,186.0,True,False,0.011090409594541594,PGF,harsh,3.33,0.3,123
67,115.4,6,3,187.0,True,False,0.01076182858804413,PGF,harsh,3.33,0.3,123
