episode,total_reward,steps,resources_collected,final_resources,goal_reached,death_by_hazard,epsilon,agent_type,economy,balance,spawn_rate,seed
1,24.400000000000002,30,2,102.0,False,False,0.1720768383829392,PGF,harsh,3.33,0.4,42
2,17.6,30,0,100.0,False,False,0.14805219153934096,PGF,harsh,3.33,0.4,42
3,21.2,30,1,101.0,False,False,0.12738176517877567,PGF,harsh,3.33,0.4,42
4,111.80000000000001,18,3,187.0,True,False,0.1163918888680597,PGF,harsh,3.33,0.4,42
5,93.48500000000001,23,4,187.985,True,False,0.10371786618969168,PGF,harsh,3.33,0.4,42
6,-21.829999999999966,30,0,99.97,False,False,0.08923721248873447,PGF,harsh,3.33,0.4,42
7,20.79,30,1,100.99,False,False,0.07677828695583983,PGF,harsh,3.33,0.4,42
8,-21.82999999999998,30,0,99.97,False,False,0.06605882437909487,PGF,harsh,3.33,0.4,42
9,112.4,6,2,186.0,True,False,0.06410166717786715,PGF,harsh,3.33,0.4,42
10,112.4,6,2,186.0,True,False,0.062202495633307105,PGF,harsh,3.33,0.4,42
11,112.4,6,2,186.0,True,False,0.060359591775914365,PGF,harsh,3.33,0.4,42
12,92.385,6,2,185.985,True,False,0.05857128853531383,PGF,harsh,3.33,0.4,42
13,112.4,6,2,186.0,True,False,0.056835968232242344,PGF,harsh,3.33,0.4,42
14,115.4,6,3,187.0,True,False,0.055152061115214,PGF,harsh,3.33,0.4,42
15,112.10000000000001,7,2,186.0,True,False,0.053250453720837636,PGF,harsh,3.33,0.4,42
16,115.4,6,3,187.0,True,False,0.05167277640144891,PGF,harsh,3.33,0.4,42
17,112.4,6,2,186.0,True,False,0.05014184170207921,PGF,harsh,3.33,0.4,42
18,1.184999999999981,30,1,100.985,False,False,0.04314124795395802,PGF,harsh,3.33,0.4,42
19,92.385,6,2,185.985,True,False,0.041863081033843105,PGF,harsh,3.33,0.4,42
20,92.385,6,2,185.985,True,False,0.040622782992195024,PGF,harsh,3.33,0.4,42
21,109.4,6,1,185.0,True,False,0.039419231869171324,PGF,harsh,3.33,0.4,42
22,115.4,6,3,187.0,True,False,0.03825133894578426,PGF,harsh,3.33,0.4,42
