episode,total_reward,steps,resources_collected,final_resources,goal_reached,death_by_hazard,epsilon,agent_type,economy,balance,spawn_rate,seed
1,20.77,30,0,99.96999999999998,False,False,0.1720768383829392,PGF,balanced,5.0,0.05,123
2,20.4,30,0,100.0,False,False,0.14805219153934096,PGF,balanced,5.0,0.05,123
3,108.39,14,1,184.99,True,False,0.13801871219843223,PGF,balanced,5.0,0.05,123
4,20.79,30,0,99.99,False,False,0.11874911816395511,PGF,balanced,5.0,0.05,123
5,22.175,30,1,100.975,False,False,0.10216986407207726,PGF,balanced,5.0,0.05,123
6,20.99,30,0,99.99,False,False,0.08790533593768854,PGF,balanced,5.0,0.05,123
7,20.0,30,0,100.0,False,False,0.07563236142573805,PGF,balanced,5.0,0.05,123
8,20.0,30,0,100.0,False,False,0.06507288816788383,PGF,balanced,5.0,0.05,123
9,20.0,30,0,100.0,False,False,0.0559876843018801,PGF,balanced,5.0,0.05,123
10,106.775,22,1,184.975,True,False,0.05014184170207921,PGF,balanced,5.0,0.05,123
11,108.575,13,1,184.975,True,False,0.04697862821873128,PGF,balanced,5.0,0.05,123
12,110.975,6,2,185.975,True,False,0.04558676935072533,PGF,balanced,5.0,0.05,123
13,109.975,6,1,184.975,True,False,0.04423614776830864,PGF,balanced,5.0,0.05,123
14,110.975,6,2,185.975,True,False,0.04292554171418823,PGF,balanced,5.0,0.05,123
15,109.975,6,1,184.975,True,False,0.04165376562867389,PGF,balanced,5.0,0.05,123
16,109.975,6,1,184.975,True,False,0.04041966907723405,PGF,balanced,5.0,0.05,123
17,110.99,6,2,185.99,True,False,0.03922213570982547,PGF,balanced,5.0,0.05,123
18,110.0,6,1,185.0,True,False,0.03806008225105534,PGF,balanced,5.0,0.05,123
19,110.0,6,1,185.0,True,False,0.03693245752026244,PGF,balanced,5.0,0.05,123
20,109.975,6,1,184.975,True,False,0.03583824148063075,PGF,balanced,5.0,0.05,123
21,109.975,6,1,184.975,True,False,0.03477644431647547,PGF,balanced,5.0,0.05,123
22,109.575,8,1,184.975,True,False,0.03340948813512652,PGF,balanced,5.0,0.05,123
23,110.975,6,2,185.975,True,False,0.032419648837991116,PGF,balanced,5.0,0.05,123
24,109.975,6,1,184.975,True,False,0.03145913599537039,PGF,balanced,5.0,0.05,123
25,110.975,6,2,185.975,True,False,0.030527080738007584,PGF,balanced,5.0,0.05,123
26,109.975,6,1,184.975,True,False,0.02962263993906174,PGF,balanced,5.0,0.05,123
27,110.575,14,3,186.975,True,False,0.027615117167791067,PGF,balanced,5.0,0.05,123
28,110.0,6,1,185.0,True,False,0.02679695054227671,PGF,balanced,5.0,0.05,123
29,109.975,6,1,184.975,True,False,0.026003024140804794,PGF,balanced,5.0,0.05,123
30,109.975,6,1,184.975,True,False,0.025232619786364305,PGF,balanced,5.0,0.05,123
31,110.975,6,2,185.975,True,False,0.024485040579726884,PGF,balanced,5.0,0.05,123
32,110.975,6,2,185.975,True,False,0.02375961026903957,PGF,balanced,5.0,0.05,123
33,109.975,6,1,184.975,True,False,0.023055672638094826,PGF,balanced,5.0,0.05,123
34,108.575,19,2,185.975,True,False,0.020961209143920925,PGF,balanced,5.0,0.05,123
35,109.975,6,1,184.975,True,False,0.02034018111612805,PGF,balanced,5.0,0.05,123
36,109.975,6,1,184.975,True,False,0.019737552590418102,PGF,balanced,5.0,0.05,123
37,109.99,6,1,184.99,True,False,0.019152778435715275,PGF,balanced,5.0,0.05,123
38,110.99,6,2,185.99,True,False,0.018585329671809606,PGF,balanced,5.0,0.05,123
39,111.0,6,2,186.0,True,False,0.018034692990847347,PGF,balanced,5.0,0.05,123
40,110.0,6,1,185.0,True,False,0.017500370292998394,PGF,balanced,5.0,0.05,123
