episode,total_reward,steps,resources_collected,final_resources,goal_reached,death_by_hazard,epsilon,agent_type,economy,balance,spawn_rate,seed
1,20.77,30,0,99.96999999999998,False,False,0.1720768383829392,PGF,balanced,5.0,0.4,123
2,21.4,30,1,101.0,False,False,0.14805219153934096,PGF,balanced,5.0,0.4,123
3,109.39,14,2,185.99,True,False,0.13801871219843223,PGF,balanced,5.0,0.4,123
4,108.6,13,1,185.0,True,False,0.12931175935106015,PGF,balanced,5.0,0.4,123
5,107.385,19,1,184.985,True,False,0.11756459571026966,PGF,balanced,5.0,0.4,123
6,107.585,20,1,184.985,True,False,0.10635016538875826,PGF,balanced,5.0,0.4,123
7,108.0,21,2,186.0,True,False,0.09572444681866157,PGF,balanced,5.0,0.4,123
8,110.0,6,1,185.0,True,False,0.09288837166616501,PGF,balanced,5.0,0.4,123
9,111.0,12,3,187.0,True,False,0.0874658092580001,PGF,balanced,5.0,0.4,123
10,112.0,6,3,187.0,True,False,0.08487441681256205,PGF,balanced,5.0,0.4,123
11,108.775,23,3,186.975,True,False,0.07563236142573805,PGF,balanced,5.0,0.4,123
12,111.765,8,3,186.96499999999997,True,False,0.07265948349088973,PGF,balanced,5.0,0.4,123
13,108.775,17,2,185.975,True,False,0.06672440027180614,PGF,balanced,5.0,0.4,123
14,23.16,30,2,101.96,False,False,0.05740861920885063,PGF,balanced,5.0,0.4,123
15,111.8,12,4,188.0,True,False,0.05405726516051648,PGF,balanced,5.0,0.4,123
16,109.775,7,1,184.975,True,False,0.05219340562253368,PGF,balanced,5.0,0.4,123
17,111.99,6,3,186.99,True,False,0.05064704598578743,PGF,balanced,5.0,0.4,123
18,109.785,7,1,184.985,True,False,0.048900768599187176,PGF,balanced,5.0,0.4,123
19,109.975,6,1,184.975,True,False,0.04745196153504333,PGF,balanced,5.0,0.4,123
20,111.975,6,3,186.975,True,False,0.04604607898863699,PGF,balanced,5.0,0.4,123
21,109.985,6,1,184.985,True,False,0.04468184921422049,PGF,balanced,5.0,0.4,123
22,109.985,16,3,186.985,True,False,0.04123826931652787,PGF,balanced,5.0,0.4,123
23,109.8,12,2,186.0,True,False,0.03883089490611996,PGF,balanced,5.0,0.4,123
24,113.0,6,4,188.0,True,False,0.03768043293060106,PGF,balanced,5.0,0.4,123
25,111.0,6,2,186.0,True,False,0.03656405625649782,PGF,balanced,5.0,0.4,123
26,111.0,6,2,186.0,True,False,0.03548075502186146,PGF,balanced,5.0,0.4,123
27,109.8,8,1,185.0,True,False,0.03408611453030655,PGF,balanced,5.0,0.4,123
28,111.0,6,2,186.0,True,False,0.03307622849097864,PGF,balanced,5.0,0.4,123
29,112.0,6,3,187.0,True,False,0.03209626284083216,PGF,balanced,5.0,0.4,123
30,112.0,6,3,187.0,True,False,0.031145331113816566,PGF,balanced,5.0,0.4,123
31,112.0,6,3,187.0,True,False,0.030222573107645957,PGF,balanced,5.0,0.4,123
32,110.0,6,1,185.0,True,False,0.029327154105669603,PGF,balanced,5.0,0.4,123
33,110.0,6,1,185.0,True,False,0.02845826412179652,PGF,balanced,5.0,0.4,123
34,111.8,7,3,187.0,True,False,0.027477041581952112,PGF,balanced,5.0,0.4,123
35,111.0,6,2,186.0,True,False,0.026662965789565327,PGF,balanced,5.0,0.4,123
36,110.0,6,1,185.0,True,False,0.02587300902010077,PGF,balanced,5.0,0.4,123
37,113.0,6,4,188.0,True,False,0.02510645668743248,PGF,balanced,5.0,0.4,123
38,110.0,6,1,185.0,True,False,0.02436261537682825,PGF,balanced,5.0,0.4,123
39,110.0,6,1,185.0,True,False,0.02364081221769437,PGF,balanced,5.0,0.4,123
40,113.0,6,4,188.0,True,False,0.022940394274904352,PGF,balanced,5.0,0.4,123
