episode,total_reward,steps,resources_collected,final_resources,goal_reached,death_by_hazard,epsilon,agent_type,economy,balance,spawn_rate,seed
1,23.769999999999996,30,0,99.96999999999998,False,False,0.1720768383829392,PGF,favorable,10.0,0.4,123
2,24.4,30,1,101.0,False,False,0.14805219153934096,PGF,favorable,10.0,0.4,123
3,110.79,14,2,185.99,True,False,0.13801871219843223,PGF,favorable,10.0,0.4,123
4,110.60000000000001,6,1,185.0,True,False,0.13392956409411289,PGF,favorable,10.0,0.4,123
5,109.58500000000001,26,2,185.985,True,False,0.11756459571026966,PGF,favorable,10.0,0.4,123
6,25.389999999999997,30,1,100.99,False,False,0.10115071967795829,PGF,favorable,10.0,0.4,123
7,109.575,28,2,185.975,True,False,0.08790533593768854,PGF,favorable,10.0,0.4,123
8,109.78500000000001,16,1,184.985,True,False,0.08113057050030371,PGF,favorable,10.0,0.4,123
9,23.999999999999996,30,0,100.0,False,False,0.06980346033948207,PGF,favorable,10.0,0.4,123
10,24.999999999999996,30,1,101.0,False,False,0.06005779381703479,PGF,favorable,10.0,0.4,123
11,112.00000000000001,14,3,187.0,True,False,0.0559876843018801,PGF,favorable,10.0,0.4,123
12,110.60000000000001,6,1,185.0,True,False,0.05432890970906179,PGF,favorable,10.0,0.4,123
13,110.59,6,1,184.99,True,False,0.05271928044497228,PGF,favorable,10.0,0.4,123
14,110.49000000000001,7,1,184.99,True,False,0.050901553754560236,PGF,favorable,10.0,0.4,123
15,111.575,6,2,185.975,True,False,0.049393468446945456,PGF,favorable,10.0,0.4,123
16,110.575,6,1,184.975,True,False,0.04793006392267198,PGF,favorable,10.0,0.4,123
17,111.575,6,2,185.975,True,False,0.04651001640224943,PGF,favorable,10.0,0.4,123
18,110.575,6,1,184.975,True,False,0.04513204132645185,PGF,favorable,10.0,0.4,123
19,110.575,6,1,184.975,True,False,0.043794892194319764,PGF,favorable,10.0,0.4,123
20,110.575,6,1,184.975,True,False,0.0424973594355892,PGF,favorable,10.0,0.4,123
21,111.075,11,2,185.975,True,False,0.04021757073184788,PGF,favorable,10.0,0.4,123
22,110.575,6,1,184.975,True,False,0.03902602503127634,PGF,favorable,10.0,0.4,123
23,110.575,6,1,184.975,True,False,0.03786978183980006,PGF,favorable,10.0,0.4,123
24,110.575,6,1,184.975,True,False,0.036747795232661126,PGF,favorable,10.0,0.4,123
