episode,total_reward,steps,resources_collected,final_resources,goal_reached,death_by_hazard,epsilon,agent_type,economy,balance,spawn_rate,seed
1,29.770000000000003,30,2,101.96999999999998,False,False,0.1720768383829392,PGF,favorable,10.0,0.3,123
2,23.4,30,0,100.0,False,False,0.14805219153934096,PGF,favorable,10.0,0.3,123
3,115.79,14,3,186.99,True,False,0.13801871219843223,PGF,favorable,10.0,0.3,123
4,12.975000000000003,30,3,102.975,False,False,0.11874911816395511,PGF,favorable,10.0,0.3,123
5,4.174999999999972,30,0,99.975,False,False,0.10216986407207726,PGF,favorable,10.0,0.3,123
6,26.999999999999996,30,1,101.0,False,False,0.08790533593768854,PGF,favorable,10.0,0.3,123
7,27.79,30,1,100.99,False,False,0.07563236142573805,PGF,favorable,10.0,0.3,123
8,35.790000000000006,30,4,103.99,False,False,0.06507288816788383,PGF,favorable,10.0,0.3,123
9,24.189999999999998,30,0,99.99,False,False,0.0559876843018801,PGF,favorable,10.0,0.3,123
10,111.99000000000001,22,2,185.99,True,False,0.05014184170207921,PGF,favorable,10.0,0.3,123
11,92.27499999999999,19,2,185.975,True,False,0.04558676935072533,PGF,favorable,10.0,0.3,123
12,91.37499999999997,28,2,185.975,True,False,0.039617318461478715,PGF,favorable,10.0,0.3,123
13,93.57500000000002,6,2,185.975,True,False,0.038443556729431415,PGF,favorable,10.0,0.3,123
14,90.57500000000002,6,1,184.975,True,False,0.03730457061211832,PGF,favorable,10.0,0.3,123
15,119.60000000000001,6,4,188.0,True,False,0.036199329795339255,PGF,favorable,10.0,0.3,123
16,93.57500000000002,6,2,185.975,True,False,0.03512683449051839,PGF,favorable,10.0,0.3,123
17,90.57500000000002,8,1,184.975,True,False,0.03374610553786674,PGF,favorable,10.0,0.3,123
18,111.7,25,2,186.0,True,False,0.029771497426192704,PGF,favorable,10.0,0.3,123
19,93.57500000000002,6,2,185.975,True,False,0.028889442664748223,PGF,favorable,10.0,0.3,123
20,93.465,9,2,185.96499999999997,True,False,0.027615117167791067,PGF,favorable,10.0,0.3,123
21,90.57500000000002,6,1,184.975,True,False,0.02679695054227671,PGF,favorable,10.0,0.3,123
22,93.47500000000001,7,2,185.975,True,False,0.02587300902010077,PGF,favorable,10.0,0.3,123
23,90.57500000000002,6,1,184.975,True,False,0.02510645668743248,PGF,favorable,10.0,0.3,123
24,96.575,6,3,186.975,True,False,0.02436261537682825,PGF,favorable,10.0,0.3,123
25,96.575,6,3,186.975,True,False,0.02364081221769437,PGF,favorable,10.0,0.3,123
26,90.57500000000002,6,1,184.975,True,False,0.022940394274904352,PGF,favorable,10.0,0.3,123
27,93.17500000000001,12,2,185.975,True,False,0.02160119844885791,PGF,favorable,10.0,0.3,123
28,93.58500000000001,6,2,185.985,True,False,0.020961209143920925,PGF,favorable,10.0,0.3,123
29,93.57500000000002,6,2,185.975,True,False,0.02034018111612805,PGF,favorable,10.0,0.3,123
30,90.57500000000002,6,1,184.975,True,False,0.019737552590418102,PGF,favorable,10.0,0.3,123
31,90.57500000000002,6,1,184.975,True,False,0.019152778435715275,PGF,favorable,10.0,0.3,123
32,90.57500000000002,6,1,184.975,True,False,0.018585329671809606,PGF,favorable,10.0,0.3,123
33,93.57500000000002,6,2,185.975,True,False,0.018034692990847347,PGF,favorable,10.0,0.3,123
34,90.57500000000002,6,1,184.975,True,False,0.017500370292998394,PGF,favorable,10.0,0.3,123
35,93.57500000000002,6,2,185.975,True,False,0.016981878235880692,PGF,favorable,10.0,0.3,123
36,96.575,6,3,186.975,True,False,0.0164787477973341,PGF,favorable,10.0,0.3,123
37,96.575,6,3,186.975,True,False,0.015990523851148124,PGF,favorable,10.0,0.3,123
38,89.07500000000002,21,1,184.975,True,False,0.014392869483525677,PGF,favorable,10.0,0.3,123
39,89.88500000000002,13,1,184.985,True,False,0.013484890891816561,PGF,favorable,10.0,0.3,123
40,99.57500000000002,8,4,187.975,True,False,0.012954840873141938,PGF,favorable,10.0,0.3,123
41,96.58500000000001,6,3,186.985,True,False,0.012571021446381858,PGF,favorable,10.0,0.3,123
42,96.58500000000001,6,3,186.985,True,False,0.012198573626096994,PGF,favorable,10.0,0.3,123
43,110.59,6,1,184.99,True,False,0.011837160500122899,PGF,favorable,10.0,0.3,123
44,113.59,6,2,185.99,True,False,0.011486455138157128,PGF,favorable,10.0,0.3,123
45,90.58500000000001,6,1,184.985,True,False,0.011146140296021703,PGF,favorable,10.0,0.3,123
46,93.58500000000001,6,2,185.985,True,False,0.010815908128687568,PGF,favorable,10.0,0.3,123
47,90.58500000000001,6,1,184.985,True,False,0.010495459911801388,PGF,favorable,10.0,0.3,123
48,93.58500000000001,6,2,185.985,True,False,0.010184505771462805,PGF,favorable,10.0,0.3,123
49,90.58500000000001,6,1,184.985,True,False,0.01,PGF,favorable,10.0,0.3,123
50,93.58500000000001,6,2,185.985,True,False,0.01,PGF,favorable,10.0,0.3,123
51,96.58500000000001,6,3,186.985,True,False,0.01,PGF,favorable,10.0,0.3,123
52,93.58500000000001,6,2,185.985,True,False,0.01,PGF,favorable,10.0,0.3,123
53,90.58500000000001,6,1,184.985,True,False,0.01,PGF,favorable,10.0,0.3,123
54,93.58500000000001,6,2,185.985,True,False,0.01,PGF,favorable,10.0,0.3,123
55,90.58500000000001,6,1,184.985,True,False,0.01,PGF,favorable,10.0,0.3,123
56,90.58500000000001,6,1,184.985,True,False,0.01,PGF,favorable,10.0,0.3,123
57,96.58500000000001,6,3,186.985,True,False,0.01,PGF,favorable,10.0,0.3,123
58,93.58500000000001,6,2,185.985,True,False,0.01,PGF,favorable,10.0,0.3,123
59,90.58500000000001,6,1,184.985,True,False,0.01,PGF,favorable,10.0,0.3,123
60,90.58500000000001,6,1,184.985,True,False,0.01,PGF,favorable,10.0,0.3,123
61,90.58500000000001,6,1,184.985,True,False,0.01,PGF,favorable,10.0,0.3,123
62,90.58500000000001,6,1,184.985,True,False,0.01,PGF,favorable,10.0,0.3,123
63,90.58500000000001,6,1,184.985,True,False,0.01,PGF,favorable,10.0,0.3,123
64,96.28500000000001,9,3,186.985,True,False,0.01,PGF,favorable,10.0,0.3,123
65,90.58500000000001,6,1,184.985,True,False,0.01,PGF,favorable,10.0,0.3,123
66,90.58500000000001,6,1,184.985,True,False,0.01,PGF,favorable,10.0,0.3,123
67,90.58500000000001,6,1,184.985,True,False,0.01,PGF,favorable,10.0,0.3,123
68,93.58500000000001,6,2,185.985,True,False,0.01,PGF,favorable,10.0,0.3,123
69,90.48500000000001,7,1,184.985,True,False,0.01,PGF,favorable,10.0,0.3,123
70,93.58500000000001,6,2,185.985,True,False,0.01,PGF,favorable,10.0,0.3,123
71,93.48500000000001,7,2,185.985,True,False,0.01,PGF,favorable,10.0,0.3,123
72,116.60000000000001,6,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,123
73,91.78499999999998,24,2,185.985,True,False,0.01,PGF,favorable,10.0,0.3,123
