Agente,Episodio,Recompensa,Tripwires,Flexibilidad,Robustez,Q-optimal,PGF_Bruto_Avg,PGF_Costo_Avg,RiskEffective_Avg,Surprise_Avg,Starvation,GoalReached
control,1,-12.999999999999996,5.0,0.5,1.0,0.7142857142857143,4.92276236201657,0.4021428571428571,0.4138718820861678,0.17857142857142858,0,1
control,2,-73.7,0.0,0.5277777777777778,1.0,0.7777777777777778,4.9362826559840585,0.07777777777777778,0.3231966490299823,0.044444444444444446,1,0
control,3,-63.2,0.0,0.5,1.0,0.6,5.133333333333334,0.12666666666666668,0.2728451178451179,0.0,0,0
control,4,-59.4,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.29080026455026453,0.0,0,0
control,5,-74.71,0.0,0.5178571428571429,0.9857142857142858,0.7857142857142857,5.030195510697192,0.08582142857142858,0.29411500850340133,0.028571428571428574,1,0
control,6,-61.21,0.0,0.5,0.9866666666666667,0.7666666666666667,5.333079549726944,0.050166666666666665,0.2847916335978836,0.0,0,0
control,7,-63.0,0.0,0.5,1.0,0.6666666666666666,5.133333333333334,0.12333333333333334,0.2597306397306397,0.0,0,0
control,8,-72.7,0.0,0.5185185185185185,1.0,0.8148148148148148,5.124188437322705,0.05185185185185186,0.300767062155951,0.02962962962962963,1,0
control,9,-74.7,0.0,0.5227272727272727,1.0,0.7272727272727273,4.811503991259684,0.15000000000000002,0.29814813343222435,0.03636363636363637,1,0
control,10,-58.6,0.0,0.5,1.0,0.9333333333333333,5.5,0.0,0.30800264550264544,0.0,0,0
control,11,-71.7,0.0,0.5555555555555556,1.0,0.8888888888888888,4.372565311968117,0.13333333333333336,0.36611552028218697,0.08888888888888889,1,0
control,12,-71.7,0.0,0.5454545454545454,1.0,0.9090909090909091,4.5775534370648225,0.10909090909090911,0.360559163059163,0.07272727272727274,1,0
control,13,-71.31,0.0,0.5384615384615384,0.9692307692307692,0.46153846153846156,4.718882638424721,0.09238461538461538,0.3658256257631258,0.06153846153846154,1,0
control,14,-74.5,0.0,0.5263157894736842,1.0,0.6842105263157895,4.702794095142792,0.16315789473684214,0.3489348370927318,0.042105263157894736,1,0
control,15,-65.0,0.0,0.5,1.0,0.6666666666666666,4.766666666666667,0.3399999999999999,0.26147817460317463,0.0,0,0
control,16,-72.5,0.0,1.0,1.0,0.0,-4.646912192286944,1.2000000000000002,0.29333333333333333,0.8,1,0
control,17,-72.5,0.0,1.0,1.0,0.0,-4.646912192286944,1.2000000000000002,0.29333333333333333,0.8,1,0
control,18,-73.5,0.0,1.0,1.0,0.0,-4.646912192286944,1.3,0.44333333333333336,0.8,1,0
control,19,-72.5,0.0,1.0,1.0,0.0,-4.646912192286944,1.2000000000000002,0.44333333333333336,0.8,1,0
control,20,-73.5,0.0,0.5166666666666667,1.0,0.8333333333333334,5.095102926923769,0.07,0.3610582010582011,0.02666666666666667,1,0
control,21,-72.5,0.0,1.0,1.0,0.0,-4.646912192286944,1.2000000000000002,0.24333333333333335,0.8,1,0
control,22,-72.5,0.0,1.0,1.0,0.0,-4.646912192286944,1.2000000000000002,0.24333333333333335,0.8,1,0
control,23,-73.5,0.0,1.0,1.0,0.0,-4.646912192286944,1.3,0.24333333333333335,0.8,1,0
control,24,-72.5,0.0,1.0,1.0,0.0,-4.646912192286944,1.2000000000000002,0.24333333333333335,0.8,1,0
control,25,-72.5,0.0,1.0,1.0,0.0,-4.646912192286944,1.2000000000000002,0.24333333333333335,0.8,1,0
control,26,-73.5,0.0,1.0,1.0,0.0,-4.646912192286944,1.3,0.24333333333333335,0.8,1,0
control,27,-72.5,0.0,1.0,1.0,0.0,-4.646912192286944,1.2000000000000002,0.24333333333333335,0.8,1,0
control,28,-72.5,0.0,1.0,1.0,0.0,-4.646912192286944,1.2000000000000002,0.24333333333333335,0.8,1,0
control,29,-72.5,0.0,1.0,1.0,0.0,-4.646912192286944,1.2000000000000002,0.24333333333333335,0.8,1,0
control,30,-72.5,0.0,1.0,1.0,0.0,-4.646912192286944,1.2000000000000002,0.24333333333333335,0.8,1,0
control,31,-72.5,0.0,1.0,1.0,0.0,-4.646912192286944,1.2000000000000002,0.24333333333333335,0.8,1,0
control,32,-72.5,0.0,1.0,1.0,0.0,-4.646912192286944,1.2000000000000002,0.24333333333333335,0.8,1,0
control,33,-72.5,0.0,1.0,1.0,0.0,-4.646912192286919,1.2000000000000002,0.24333333333333335,0.8,1,0
control,34,-72.5,0.0,1.0,1.0,0.0,-4.646912192286944,1.2000000000000002,0.24333333333333335,0.8,1,0
control,35,-73.5,0.0,1.0,1.0,0.0,-4.646912192286944,1.3,0.24333333333333335,0.8,1,0
control,36,-72.5,0.0,1.0,1.0,0.0,-4.646912192286944,1.2000000000000002,0.24333333333333335,0.8,1,0
