risk_scale,agent,avg_pgf_neto,avg_pgf_bruto,avg_pgf_costo,avg_tripwire,avg_reward
0.5,control,-0.2490870632662419,-0.06479706326624188,0.18429,0.018,-4.02
0.5,simbiosis,-0.6158392275464885,-0.14281922754648843,0.47302,0.21,-30.79196137732442
0.5,dqn_control,-0.6706555750775942,-0.11253557507759422,0.55812,0.15,16.985
1.0,control,-0.25703706326624187,-0.06479706326624188,0.19224000000000002,0.018,-4.205
1.0,simbiosis,-0.6540692127269597,-0.14118921272695967,0.5128800000000001,0.21,-32.703460636347984
1.0,dqn_control,-0.7101402105461191,-0.11389021054611902,0.59625,0.155,13.17
1.5,control,-0.26498706326624194,-0.06479706326624188,0.20019,0.018,-4.39
1.5,simbiosis,-0.7387083203660026,-0.13861165369933606,0.6000966666666667,0.19,-36.91101621380606
1.5,dqn_control,-0.7445909076906251,-0.11384090769062508,0.63075,0.153,10.145
2.0,control,-0.27295691513576764,-0.06481691513576761,0.20814000000000002,0.018,-4.755
2.0,simbiosis,-0.7111292509787718,-0.13006634420891208,0.5810629067698597,0.165,-35.207526401903124
2.0,dqn_control,-0.7298728034112796,-0.10476616108507175,0.6251066423262079,0.117,6.11
3.0,control,-0.2815725039378759,-0.06512947363484563,0.2164430303030303,0.017,-4.98
3.0,simbiosis,-0.8020695605685846,-0.14188559307253806,0.6601839674960466,0.178,-38.82146810951558
3.0,dqn_control,-0.7599886438000311,-0.10628750242538522,0.6537011413746459,0.12,3.905
