seed,phase,grid_size,episodes,success_rate_total,success_last_100,gate,gate_passed,first_success_episode,convergence_episode
9999,4x4,4,500,0.81,0.88,80.0,True,3,-1
9999,6x6,6,1000,0.568,0.51,20.0,True,3,-1
9999,8x8,8,1000,0.537,0.67,10.0,True,5,-1
