total_reward_env,total_reward_shaped,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,resources_collected,tripwires_triggered,episode,shaping_scale,stage,episodes_in_stage,success_rate_last_25,epsilon,seed,transition_triggered
24.92,24.92,30,0,0,0,2,7,0,0.0,0,0,,0.8603841919146962,123,0
23.44,23.44,30,0,0,0,1,10,1,0.0,0,1,,0.7402609576967045,123,0
21.04,21.04,30,0,0,0,0,16,2,0.0,0,2,,0.6369088258938781,123,0
19.71,19.71,30,0,0,0,0,29,3,0.0,0,3,,0.547986285490042,123,0
13.070000000000006,13.070000000000006,30,0,0,0,1,13,4,0.0,0,4,,0.47147873742168567,123,0
23.09,23.09,30,0,0,0,0,10,5,0.0,0,5,,0.40565285250151817,123,0
125.08,125.08,25,1,0,0,1,12,6,0.0,0,6,,0.3578751580867638,123,0
22.4,22.4,30,0,0,0,0,20,7,0.0,0,7,,0.3079101286968243,123,0
22.669999999999998,22.669999999999998,30,0,0,0,0,13,8,0.0,0,8,,0.2649210072611673,123,0
23.16,23.16,30,0,0,0,0,4,9,0.0,0,9,,0.22793384675362674,123,0
22.14,22.14,30,0,0,0,0,5,10,0.0,0,10,,0.19611067854912728,123,0
22.96,22.96,30,0,0,0,0,4,11,0.0,0,11,,0.16873052768933355,123,0
21.97,21.97,30,0,0,0,0,3,12,0.0,0,12,,0.1451730787173275,123,0
22.88,22.88,30,0,0,0,1,12,13,0.0,0,13,,0.12490462201997637,123,0
125.96,125.96,14,1,0,0,0,4,14,0.0,0,14,,0.11643985070121858,123,0
12.160000000000014,12.160000000000014,30,0,0,0,0,4,15,0.0,0,15,,0.10018300685223579,123,0
22.75,22.75,30,0,0,0,0,5,16,0.0,0,16,,0.08619587539414532,123,0
22.75,22.75,30,0,0,0,0,5,17,0.0,0,17,,0.07416156859737154,123,0
23.59,23.59,30,0,0,0,1,1,18,0.0,0,18,,0.06380744126877576,123,0
22.56,22.56,30,0,0,0,0,4,19,0.0,0,19,,0.05489891379418004,123,0
23.76,23.76,30,0,0,0,1,4,20,0.0,0,20,,0.047234157581800176,123,0
22.56,22.56,30,0,0,0,0,4,21,0.0,0,21,,0.04063952250178857,123,0
125.16,125.16,18,1,0,0,0,4,22,0.0,0,22,,0.037133343065552986,123,0
125.74,125.74,20,1,0,0,1,6,23,0.0,0,23,,0.03359121130473201,123,0
22.15,22.15,30,0,0,0,0,5,24,0.0,0,24,,0.028901347193857643,123,0
126.76,126.76,15,1,0,0,1,4,25,0.0,0,25,0.16,0.026807992814067,123,0
25.36,25.36,30,0,0,0,3,4,26,0.0,0,26,0.2,0.023065173234186005,123,0
126.96,126.96,14,1,0,0,1,4,27,0.0,0,27,0.2,0.021502049198442223,123,0
122.8,122.8,29,1,0,0,0,19,28,0.0,0,28,0.24,0.018592988164936427,123,0
126.74,126.74,15,1,0,0,1,6,29,0.0,0,29,0.28,0.01724627885940145,123,1
125.77,75.77,16,1,0,0,0,2,30,0.25,1,0,0.32,0.015917127532080494,123,0
115.94,-9.060000000000002,14,1,0,0,0,5,31,0.25,1,1,0.36,0.014838425699981627,123,0
113.33000000000001,-36.670000000000044,27,1,0,0,0,6,32,0.25,1,2,0.36,0.012960179199743523,123,0
115.49,-132.01000000000005,21,1,0,0,1,10,33,0.25,1,3,0.4,0.01166529436067347,123,0
117.56,47.55999999999999,16,1,0,0,2,3,34,0.25,1,4,0.44,0.010766263235786683,123,0
127.96,57.959999999999994,14,1,0,0,2,3,35,0.25,1,5,0.48,0.010036634861955105,123,0
114.96000000000001,39.959999999999994,19,1,0,0,0,3,36,0.25,1,6,0.52,0.01,123,0
126.12,-71.37999999999997,19,1,0,0,1,8,37,0.25,1,7,0.56,0.01,123,0
114.95,-10.049999999999926,19,1,0,0,0,5,38,0.25,1,8,0.6,0.01,123,1
115.94,-184.06,14,1,0,0,0,6,39,0.5,2,0,0.64,0.01,123,1
124.77,-100.22999999999996,20,1,0,0,0,3,40,0.75,3,0,0.64,0.01,123,1
126.96,-263.04,14,1,0,0,1,4,41,1.0,4,0,0.68,0.01,123,0
22.56,-377.4399999999998,30,0,0,0,0,4,42,1.0,4,1,0.72,0.01,123,0
10.169999999999998,-189.83,30,0,0,0,0,2,43,1.0,4,2,0.72,0.01,123,0
22.369999999999997,-177.63,30,0,0,0,0,2,44,1.0,4,3,0.72,0.01,123,0
22.34,-577.6599999999999,30,0,0,0,0,6,45,1.0,4,4,0.72,0.01,123,0
20.0,20.0,30,0,0,0,0,0,46,1.0,4,5,0.72,0.01,123,0
20.0,20.0,30,0,0,0,0,0,47,1.0,4,6,0.72,0.01,123,0
20.0,20.0,30,0,0,0,0,0,48,1.0,4,7,0.68,0.01,123,0
20.0,20.0,30,0,0,0,0,0,49,1.0,4,8,0.64,0.01,123,0
20.33,-679.6700000000002,30,0,0,0,0,7,50,1.0,4,9,0.64,0.01,123,0
20.0,20.0,30,0,0,0,0,0,51,1.0,4,10,0.6,0.01,123,0
20.4,20.4,30,0,0,0,0,0,52,1.0,4,11,0.6,0.01,123,0
20.0,20.0,30,0,0,0,0,0,53,1.0,4,12,0.56,0.01,123,0
20.0,20.0,30,0,0,0,0,0,54,1.0,4,13,0.52,0.01,123,0
20.189999999999998,-79.81000000000004,30,0,0,0,0,1,55,1.0,4,14,0.48,0.01,123,0
20.0,20.0,30,0,0,0,0,0,56,1.0,4,15,0.44,0.01,123,0
20.0,20.0,30,0,0,0,0,0,57,1.0,4,16,0.4,0.01,123,0
20.0,20.0,30,0,0,0,0,0,58,1.0,4,17,0.36,0.01,123,0
20.0,20.0,30,0,0,0,0,0,59,1.0,4,18,0.32,0.01,123,0
20.0,20.0,30,0,0,0,0,0,60,1.0,4,19,0.28,0.01,123,0
20.0,20.0,30,0,0,0,0,0,61,1.0,4,20,0.24,0.01,123,0
20.0,20.0,30,0,0,0,0,0,62,1.0,4,21,0.2,0.01,123,0
20.0,20.0,30,0,0,0,0,0,63,1.0,4,22,0.16,0.01,123,0
20.0,20.0,30,0,0,0,0,0,64,1.0,4,23,0.12,0.01,123,0
20.0,20.0,30,0,0,0,0,0,65,1.0,4,24,0.08,0.01,123,0
20.0,20.0,30,0,0,0,0,0,66,1.0,4,25,0.04,0.01,123,0
20.199999999999996,20.199999999999996,30,0,0,0,0,0,67,1.0,4,26,0.0,0.01,123,0
20.0,20.0,30,0,0,0,0,0,68,1.0,4,27,0.0,0.01,123,0
20.0,20.0,30,0,0,0,0,0,69,1.0,4,28,0.0,0.01,123,0
22.38,-167.62,30,0,0,0,1,2,70,1.0,4,29,0.0,0.01,123,0
20.0,20.0,30,0,0,0,0,0,71,1.0,4,30,0.0,0.01,123,0
20.0,20.0,30,0,0,0,0,0,72,1.0,4,31,0.0,0.01,123,0
20.0,20.0,30,0,0,0,0,0,73,1.0,4,32,0.0,0.01,123,0
