total_reward_env,total_reward_shaped,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,resources_collected,tripwires_triggered,episode,shaping_scale,stage,episodes_in_stage,success_rate_last_25,epsilon,seed,transition_triggered
22.9,22.9,30,0,0,0,1,9,0,0.0,0,0,,0.8603841919146962,42,0
22.43,22.43,30,0,0,0,1,14,1,0.0,0,1,,0.7402609576967045,42,0
21.66,21.66,30,0,0,0,0,11,2,0.0,0,2,,0.6369088258938781,42,0
22.66,22.66,30,0,0,0,1,9,3,0.0,0,3,,0.547986285490042,42,0
23.25,23.25,30,0,0,0,0,13,4,0.0,0,4,,0.47147873742168567,42,0
23.07,23.07,30,0,0,0,1,13,5,0.0,0,5,,0.40565285250151817,42,0
15.650000000000004,15.650000000000004,30,0,0,0,2,13,6,0.0,0,6,,0.34901730169741024,42,0
23.37,23.37,30,0,0,0,0,3,7,0.0,0,7,,0.30028896908517405,42,0
23.740000000000002,23.740000000000002,30,0,0,0,2,6,8,0.0,0,8,,0.2583638820072446,42,0
23.720000000000002,23.720000000000002,30,0,0,0,2,8,9,0.0,0,9,,0.22229219984074702,42,0
21.57,21.57,30,0,0,0,0,3,10,0.0,0,10,,0.1912566947289212,42,0
21.96,21.96,30,0,0,0,0,4,11,0.0,0,11,,0.16455423674261854,42,0
22.96,22.96,30,0,0,0,1,4,12,0.0,0,12,,0.14157986400593744,42,0
21.71,21.71,30,0,0,0,0,9,13,0.0,0,13,,0.12181307688414106,42,0
20.979999999999997,20.979999999999997,30,0,0,0,0,1,14,0.0,0,14,,0.10480604571960442,42,0
22.36,22.36,30,0,0,0,1,4,15,0.0,0,15,,0.09017346495423652,42,0
24.07,24.07,30,0,0,0,1,13,16,0.0,0,16,,0.07758382377679894,42,0
123.95,123.95,25,1,0,0,0,5,17,0.0,0,17,,0.06844601986126451,42,0
22.47,22.47,30,0,0,0,0,13,18,0.0,0,18,,0.058889873488111255,42,0
23.76,23.76,30,0,0,0,1,4,19,0.0,0,19,,0.05066791621302729,42,0
22.43,22.43,30,0,0,0,0,16,20,0.0,0,20,,0.04359387414694703,42,0
23.72,23.72,30,0,0,0,1,8,21,0.0,0,21,,0.03750748018035199,42,0
125.95,125.95,14,1,0,0,0,5,22,0.0,0,22,,0.03496560272750046,42,0
22.56,22.56,30,0,0,0,0,4,23,0.0,0,23,,0.030083851847510768,42,0
124.35,124.35,22,1,0,0,0,5,24,0.0,0,24,,0.02694270634579598,42,0
124.67,124.67,20,1,0,0,0,12,25,0.0,0,25,0.12,0.02437265452736848,42,0
123.35,123.35,27,1,0,0,0,5,26,0.0,0,26,0.16,0.02128756625768776,42,0
123.57,123.57,26,1,0,0,0,2,27,0.0,0,27,0.2,0.018686420266267767,42,0
115.97,115.97,14,1,0,0,0,2,28,0.0,0,28,0.24,0.017420043796269234,42,0
113.76000000000002,113.76000000000002,30,1,0,0,1,3,29,0.0,0,29,0.28,0.014987930304771725,42,1
123.53,-26.470000000000027,26,1,0,0,0,6,30,0.25,1,0,0.32,0.013156542237201536,42,0
125.97,50.97,14,1,0,0,0,3,31,0.25,1,1,0.36,0.012264924940880204,42,0
118.98,76.47999999999999,14,1,0,0,3,2,32,0.25,1,2,0.4,0.011433732442257729,42,0
122.81,-352.1899999999999,29,1,0,0,0,19,33,0.25,1,3,0.44,0.01,42,0
22.78,-27.220000000000038,30,0,0,0,0,2,34,0.25,1,4,0.48,0.01,42,0
116.98,69.47999999999999,14,1,0,0,1,2,35,0.25,1,5,0.48,0.01,42,0
12.550000000000013,-87.45000000000006,30,0,0,0,0,4,36,0.25,1,6,0.52,0.01,42,0
23.580000000000002,-23.920000000000048,30,0,0,0,1,2,37,0.25,1,7,0.52,0.01,42,0
126.95,4.449999999999989,14,1,0,0,1,5,38,0.25,1,8,0.52,0.01,42,0
125.75,0.7499999999999858,15,1,0,0,0,5,39,0.25,1,9,0.56,0.01,42,0
22.56,-77.44000000000005,30,0,0,0,0,4,40,0.25,1,10,0.6,0.01,42,0
24.580000000000002,-20.420000000000048,30,0,0,0,2,2,41,0.25,1,11,0.6,0.01,42,0
23.560000000000002,-73.94000000000005,30,0,0,0,1,4,42,0.25,1,12,0.6,0.01,42,0
127.95,7.949999999999989,14,1,0,0,2,5,43,0.25,1,13,0.56,0.01,42,0
22.57,-52.43000000000005,30,0,0,0,0,3,44,0.25,1,14,0.6,0.01,42,0
125.96,25.959999999999994,14,1,0,0,0,4,45,0.25,1,15,0.6,0.01,42,1
126.57,-18.42999999999998,16,1,0,0,1,3,46,0.5,2,0,0.64,0.01,42,1
20.0,20.0,30,0,0,0,0,0,47,0.75,3,0,0.68,0.01,42,1
22.39,-67.61000000000006,30,0,0,0,1,1,48,1.0,4,0,0.64,0.01,42,0
124.35,-365.65,27,1,0,0,1,5,49,1.0,4,1,0.64,0.01,42,0
125.97,-174.03000000000003,14,1,0,0,0,3,50,1.0,4,2,0.64,0.01,42,0
123.57,-176.43,26,1,0,0,0,3,51,1.0,4,3,0.64,0.01,42,0
20.0,20.0,30,0,0,0,0,0,52,1.0,4,4,0.64,0.01,42,0
20.389999999999997,-79.61000000000008,30,0,0,0,0,1,53,1.0,4,5,0.6,0.01,42,0
20.0,20.0,30,0,0,0,0,0,54,1.0,4,6,0.56,0.01,42,0
20.2,20.2,30,0,0,0,0,0,55,1.0,4,7,0.52,0.01,42,0
20.0,20.0,30,0,0,0,0,0,56,1.0,4,8,0.48,0.01,42,0
126.96,-253.04000000000002,19,1,0,0,2,4,57,1.0,4,9,0.44,0.01,42,0
23.0,23.0,30,0,0,0,0,0,58,1.0,4,10,0.44,0.01,42,0
125.97,-174.03000000000003,14,1,0,0,0,3,59,1.0,4,11,0.4,0.01,42,0
128.96,-141.04000000000002,14,1,0,0,3,3,60,1.0,4,12,0.44,0.01,42,0
125.77,-74.23000000000002,16,1,0,0,0,2,61,1.0,4,13,0.44,0.01,42,0
125.77,-74.23000000000002,16,1,0,0,0,2,62,1.0,4,14,0.48,0.01,42,0
