Episodio,Recompensa_Control,Tripwires_Control,PGF_Bruto_Avg,PGF_Costo_Avg
1,0.0,0,0.0,0.0
2,0.0,0,0.0,0.0
3,-5.0,0,-0.07613508191678639,0.48
4,-5.0,0,-0.07613508191678639,0.29
5,-5.0,0,-0.07613508191678639,0.28
6,-5.0,0,-0.07613508191678639,0.01
7,0.0,0,0.0,0.0
8,0.0,0,0.0,0.0
9,-5.0,0,-0.07613508191678639,0.43
10,0.0,0,0.0,0.0
11,0.0,0,0.0,0.0
12,-10.0,0,-0.15227016383357278,0.68
13,0.0,0,0.0,0.0
14,0.0,0,0.0,0.0
15,0.0,0,0.0,0.0
16,-5.0,0,-0.07613508191678639,0.45
17,-5.0,0,-0.07613508191678639,0.4
18,0.0,0,0.0,0.0
19,0.0,0,0.0,0.0
20,-5.0,0,-0.07613508191678639,0.16
21,-5.0,0,-0.07613508191678639,0.46
22,0.0,0,0.0,0.0
23,0.0,0,0.0,0.0
24,0.0,0,0.0,0.0
25,0.0,0,0.0,0.0
26,-10.0,0,-0.15227016383357278,0.42
27,-5.0,0,-0.07613508191678639,0.16
28,0.0,0,0.0,0.0
29,0.0,0,0.0,0.0
30,0.0,0,0.0,0.0
31,0.0,0,0.0,0.0
32,0.0,0,0.0,0.0
33,-45.0,1,-0.42215970008255527,1.81
34,0.0,0,0.0,0.0
35,0.0,0,0.0,0.0
36,0.0,0,0.0,0.0
37,-5.0,0,-0.07613508191678639,0.28
38,-10.0,0,-0.15227016383357278,0.77
39,-5.0,0,-0.07613508191678639,0.08
40,-10.0,0,-0.15227016383357278,0.54
41,0.0,0,0.0,0.0
42,-5.0,0,-0.07613508191678639,0.06
43,0.0,0,0.0,0.0
44,0.0,0,0.0,0.0
45,0.0,0,0.0,0.0
46,0.0,0,0.0,0.0
47,0.0,0,0.0,0.0
48,-5.0,0,-0.07613508191678639,0.15
49,0.0,0,0.0,0.0
50,-40.0,1,-0.34602461816576885,1.28
51,-10.0,0,-0.15227016383357278,0.59
52,0.0,0,0.0,0.0
53,-5.0,0,-0.07613508191678639,0.25
54,-5.0,0,-0.07613508191678639,0.36
55,-10.0,0,-0.15227016383357278,0.43
56,-5.0,0,-0.07613508191678639,0.44
57,0.0,0,0.0,0.0
58,0.0,0,0.0,0.0
59,-15.0,0,-0.22840524575035917,0.31
60,-5.0,0,-0.07613508191678639,0.21
61,0.0,0,0.0,0.0
62,0.0,0,0.0,0.0
63,0.0,0,0.0,0.0
64,-10.0,0,-0.15227016383357278,0.49
65,0.0,0,0.0,0.0
66,-5.0,0,-0.07613508191678639,0.24
67,0.0,0,0.0,0.0
68,-10.0,0,-0.15227016383357278,0.29
69,-5.0,0,-0.07613508191678639,0.05
70,0.0,0,0.0,0.0
71,0.0,0,0.0,0.0
72,0.0,0,0.0,0.0
73,0.0,0,0.0,0.0
74,0.0,0,0.0,0.0
75,-15.0,0,-0.22840524575035917,0.39
76,-10.0,0,-0.15227016383357278,0.65
77,0.0,0,0.0,0.0
78,0.0,0,0.0,0.0
79,0.0,0,0.0,0.0
80,0.0,0,0.0,0.0
81,0.0,0,0.0,0.0
82,-15.0,0,-0.22840524575035917,1.27
83,-5.0,0,-0.07613508191678639,0.33
84,0.0,0,0.0,0.0
85,0.0,0,0.0,0.0
86,0.0,0,0.0,0.0
87,-5.0,0,-0.07613508191678639,0.02
88,0.0,0,0.0,0.0
89,0.0,0,0.0,0.0
90,-10.0,0,-0.15227016383357278,0.82
91,-5.0,0,-0.07613508191678639,0.2
92,-10.0,0,-0.15227016383357278,0.58
93,0.0,0,0.0,0.0
94,0.0,0,0.0,0.0
95,0.0,0,0.0,0.0
96,0.0,0,0.0,0.0
97,-5.0,0,-0.07613508191678639,0.24
98,0.0,0,0.0,0.0
99,-10.0,0,-0.15227016383357278,0.64
100,-5.0,0,-0.07613508191678639,0.49
101,-5.0,0,-0.07613508191678639,0.32
102,0.0,0,0.0,0.0
103,-5.0,0,-0.07613508191678639,0.11
104,-10.0,0,-0.15227016383357278,0.8
105,-5.0,0,-0.07613508191678639,0.38
106,-5.0,0,-0.07613508191678639,0.39
107,0.0,0,0.0,0.0
108,-5.0,0,-0.07613508191678639,0.35
109,0.0,0,0.0,0.0
110,0.0,0,0.0,0.0
111,-340.0,2,-0.8685392355325362,4.92
112,0.0,0,0.0,0.0
113,0.0,0,0.0,0.0
114,-5.0,0,-0.07613508191678639,0.38
115,0.0,0,0.0,0.0
116,-5.0,0,-0.07613508191678639,0.49
117,-5.0,0,-0.07613508191678639,0.33
118,0.0,0,0.0,0.0
119,0.0,0,0.0,0.0
120,-5.0,0,-0.07613508191678639,0.05
121,-5.0,0,-0.07613508191678639,0.44
122,0.0,0,0.0,0.0
123,0.0,0,0.0,0.0
124,-5.0,0,-0.07613508191678639,0.07
125,-5.0,0,-0.07613508191678639,0.39
126,-5.0,0,-0.07613508191678639,0.02
127,-5.0,0,-0.07613508191678639,0.18
128,0.0,0,0.0,0.0
129,-15.0,0,-0.22840524575035917,0.29
130,-5.0,0,-0.07613508191678639,0.48
131,-10.0,0,-0.15227016383357278,0.09
132,0.0,0,0.0,0.0
133,0.0,0,0.0,0.0
134,-15.0,0,-0.22840524575035917,0.7
135,-5.0,0,-0.07613508191678639,0.45
136,-5.0,0,-0.07613508191678639,0.4
137,0.0,0,0.0,0.0
138,-10.0,0,-0.15227016383357278,0.15
139,0.0,0,0.0,0.0
140,0.0,0,0.0,0.0
141,0.0,0,0.0,0.0
142,0.0,0,0.0,0.0
143,0.0,0,0.0,0.0
144,-10.0,0,-0.15227016383357278,0.46
145,0.0,0,0.0,0.0
146,0.0,0,0.0,0.0
147,0.0,0,0.0,0.0
148,0.0,0,0.0,0.0
149,0.0,0,0.0,0.0
150,0.0,0,0.0,0.0
151,-5.0,0,-0.07613508191678639,0.15
152,-5.0,0,-0.07613508191678639,0.22
153,0.0,0,0.0,0.0
154,0.0,0,0.0,0.0
155,-10.0,0,-0.15227016383357278,0.52
156,-5.0,0,-0.07613508191678639,0.17
157,-5.0,0,-0.07613508191678639,0.42
158,0.0,0,0.0,0.0
159,0.0,0,0.0,0.0
160,0.0,0,0.0,0.0
161,-5.0,0,-0.07613508191678639,0.38
162,0.0,0,0.0,0.0
163,-5.0,0,-0.07613508191678639,0.05
164,-10.0,0,-0.15227016383357278,0.6
165,-5.0,0,-0.07613508191678639,0.08
166,-5.0,0,-0.07613508191678639,0.4
167,0.0,0,0.0,0.0
168,-5.0,0,-0.07613508191678639,0.12
169,0.0,0,0.0,0.0
170,-5.0,0,-0.07613508191678639,0.37
171,0.0,0,0.0,0.0
172,-5.0,0,-0.07613508191678639,0.14
173,0.0,0,0.0,0.0
174,-5.0,0,-0.07613508191678639,0.31
175,-5.0,0,-0.07613508191678639,0.17
176,0.0,0,0.0,0.0
177,0.0,0,0.0,0.0
178,0.0,0,0.0,0.0
179,0.0,0,0.0,0.0
180,0.0,0,0.0,0.0
181,-10.0,0,-0.15227016383357278,0.08
182,-5.0,0,-0.07613508191678639,0.38
183,0.0,0,0.0,0.0
184,0.0,0,0.0,0.0
185,-5.0,0,-0.07613508191678639,0.29
186,-15.0,0,-0.22840524575035917,1.1
187,0.0,0,0.0,0.0
188,0.0,0,0.0,0.0
189,-10.0,0,-0.15227016383357278,0.84
190,-5.0,0,-0.07613508191678639,0.27
191,0.0,0,0.0,0.0
192,0.0,0,0.0,0.0
193,0.0,0,0.0,0.0
194,0.0,0,0.0,0.0
195,-5.0,0,-0.07613508191678639,0.24
196,0.0,0,0.0,0.0
197,0.0,0,0.0,0.0
198,-5.0,0,-0.07613508191678639,0.07
199,-10.0,0,-0.15227016383357278,0.36
200,-5.0,0,-0.07613508191678639,0.32
201,0.0,0,0.0,0.0
202,-5.0,0,-0.07613508191678639,0.19
203,0.0,0,0.0,0.0
204,-10.0,0,-0.15227016383357278,0.53
205,-10.0,0,-0.15227016383357278,0.35
206,-5.0,0,-0.07613508191678639,0.23
207,-10.0,0,-0.15227016383357278,0.4
208,0.0,0,0.0,0.0
209,-10.0,0,-0.15227016383357278,0.63
210,-15.0,0,-0.22840524575035917,0.71
211,-5.0,0,-0.07613508191678639,0.19
212,0.0,0,0.0,0.0
213,-10.0,0,-0.15227016383357278,0.85
214,-10.0,0,-0.15227016383357278,0.22
215,-10.0,0,-0.15227016383357278,0.92
216,-5.0,0,-0.07613508191678639,0.01
217,0.0,0,0.0,0.0
218,-5.0,0,-0.07613508191678639,0.08
219,0.0,0,0.0,0.0
220,-10.0,0,-0.15227016383357278,0.26
221,0.0,0,0.0,0.0
222,-10.0,0,-0.15227016383357278,0.25
223,0.0,0,0.0,0.0
224,0.0,0,0.0,0.0
225,-10.0,0,-0.15227016383357278,0.67
226,0.0,0,0.0,0.0
227,-5.0,0,-0.07613508191678639,0.01
228,-15.0,0,-0.22840524575035917,0.99
229,-5.0,0,-0.07613508191678639,0.3
230,0.0,0,0.0,0.0
231,0.0,0,0.0,0.0
232,-10.0,0,-0.15227016383357278,0.54
233,0.0,0,0.0,0.0
234,0.0,0,0.0,0.0
235,0.0,0,0.0,0.0
236,-5.0,0,-0.07613508191678639,0.01
237,0.0,0,0.0,0.0
238,-10.0,0,-0.15227016383357278,0.44
239,0.0,0,0.0,0.0
240,-5.0,0,-0.07613508191678639,0.14
241,0.0,0,0.0,0.0
242,-10.0,0,-0.15227016383357278,0.18
243,-10.0,0,-0.15227016383357278,0.3
244,-5.0,0,-0.07613508191678639,0.16
245,-5.0,0,-0.07613508191678639,0.33
246,-15.0,0,-0.22840524575035917,1.22
247,-5.0,0,-0.07613508191678639,0.05
248,0.0,0,0.0,0.0
249,0.0,0,0.0,0.0
250,-5.0,0,-0.07613508191678639,0.11
251,-10.0,0,-0.15227016383357278,0.34
252,0.0,0,0.0,0.0
253,-5.0,0,-0.07613508191678639,0.21
254,-5.0,0,-0.07613508191678639,0.27
255,0.0,0,0.0,0.0
256,0.0,0,0.0,0.0
257,-5.0,0,-0.07613508191678639,0.34
258,-5.0,0,-0.07613508191678639,0.31
259,-45.0,1,-0.42215970008255527,1.48
260,0.0,0,0.0,0.0
261,-15.0,0,-0.22840524575035917,0.53
262,-20.0,0,-0.30454032766714556,1.12
263,0.0,0,0.0,0.0
264,-5.0,0,-0.07613508191678639,0.16
265,-10.0,0,-0.15227016383357278,0.82
266,-5.0,0,-0.07613508191678639,0.24
267,0.0,0,0.0,0.0
268,0.0,0,0.0,0.0
269,-5.0,0,-0.07613508191678639,0.12
270,0.0,0,0.0,0.0
271,-10.0,0,-0.15227016383357278,0.14
272,-15.0,0,-0.22840524575035917,1.26
273,0.0,0,0.0,0.0
274,-20.0,0,-0.30454032766714556,0.98
275,0.0,0,0.0,0.0
276,-5.0,0,-0.07613508191678639,0.07
277,0.0,0,0.0,0.0
278,-5.0,0,-0.07613508191678639,0.1
279,0.0,0,0.0,0.0
280,-10.0,0,-0.15227016383357278,0.83
281,-5.0,0,-0.07613508191678639,0.21
282,0.0,0,0.0,0.0
283,-5.0,0,-0.07613508191678639,0.17
284,0.0,0,0.0,0.0
285,0.0,0,0.0,0.0
286,-10.0,0,-0.15227016383357278,0.76
287,-15.0,0,-0.22840524575035917,0.57
288,0.0,0,0.0,0.0
289,0.0,0,0.0,0.0
290,-5.0,0,-0.07613508191678639,0.04
291,0.0,0,0.0,0.0
292,0.0,0,0.0,0.0
293,0.0,0,0.0,0.0
294,0.0,0,0.0,0.0
295,0.0,0,0.0,0.0
296,0.0,0,0.0,0.0
297,-10.0,0,-0.15227016383357278,0.29
298,0.0,0,0.0,0.0
299,0.0,0,0.0,0.0
300,-10.0,0,-0.15227016383357278,0.06
301,-5.0,0,-0.07613508191678639,0.2
302,0.0,0,0.0,0.0
303,-5.0,0,-0.07613508191678639,0.09
304,0.0,0,0.0,0.0
305,-15.0,0,-0.22840524575035917,0.68
306,0.0,0,0.0,0.0
307,0.0,0,0.0,0.0
308,-5.0,0,-0.07613508191678639,0.39
309,0.0,0,0.0,0.0
310,-5.0,0,-0.07613508191678639,0.27
311,-5.0,0,-0.07613508191678639,0.17
312,-5.0,0,-0.07613508191678639,0.1
313,-5.0,0,-0.07613508191678639,0.27
314,0.0,0,0.0,0.0
315,0.0,0,0.0,0.0
316,0.0,0,0.0,0.0
317,-5.0,0,-0.07613508191678639,0.41
318,-10.0,0,-0.15227016383357278,0.4
319,-5.0,0,-0.07613508191678639,0.41
320,0.0,0,0.0,0.0
321,-15.0,0,-0.22840524575035917,0.51
322,0.0,0,0.0,0.0
323,-5.0,0,-0.07613508191678639,0.02
324,-5.0,0,-0.07613508191678639,0.07
325,0.0,0,0.0,0.0
326,-5.0,0,-0.07613508191678639,0.36
327,0.0,0,0.0,0.0
328,-10.0,0,-0.15227016383357278,0.14
329,-5.0,0,-0.07613508191678639,0.15
330,0.0,0,0.0,0.0
331,-5.0,0,-0.07613508191678639,0.4
332,-5.0,0,-0.07613508191678639,0.43
333,-5.0,0,-0.07613508191678639,0.12
334,-10.0,0,-0.15227016383357278,0.69
335,-5.0,0,-0.07613508191678639,0.37
336,-5.0,0,-0.07613508191678639,0.26
337,-5.0,0,-0.07613508191678639,0.35
338,-5.0,0,-0.07613508191678639,0.32
339,0.0,0,0.0,0.0
340,0.0,0,0.0,0.0
341,0.0,0,0.0,0.0
342,-5.0,0,-0.07613508191678639,0.2
343,-10.0,0,-0.15227016383357278,0.82
344,0.0,0,0.0,0.0
345,0.0,0,0.0,0.0
346,-5.0,0,-0.07613508191678639,0.36
347,0.0,0,0.0,0.0
348,0.0,0,0.0,0.0
349,-5.0,0,-0.07613508191678639,0.18
350,-10.0,0,-0.15227016383357278,0.41
351,-10.0,0,-0.15227016383357278,0.45
352,-5.0,0,-0.07613508191678639,0.03
353,-5.0,0,-0.07613508191678639,0.49
354,-10.0,0,-0.15227016383357278,0.37
355,0.0,0,0.0,0.0
356,0.0,0,0.0,0.0
357,-15.0,0,-0.22840524575035917,0.81
358,-5.0,0,-0.07613508191678639,0.46
359,0.0,0,0.0,0.0
360,-25.0,0,-0.380675409583932,1.28
361,0.0,0,0.0,0.0
362,0.0,0,0.0,0.0
363,-5.0,0,-0.07613508191678639,0.26
364,0.0,0,0.0,0.0
365,0.0,0,0.0,0.0
366,0.0,0,0.0,0.0
367,0.0,0,0.0,0.0
368,0.0,0,0.0,0.0
369,0.0,0,0.0,0.0
370,-15.0,0,-0.22840524575035917,0.6
371,0.0,0,0.0,0.0
372,-10.0,0,-0.15227016383357278,0.35
373,0.0,0,0.0,0.0
374,0.0,0,0.0,0.0
375,-5.0,0,-0.07613508191678639,0.15
376,0.0,0,0.0,0.0
377,0.0,0,0.0,0.0
378,-10.0,0,-0.15227016383357278,0.61
379,0.0,0,0.0,0.0
380,-10.0,0,-0.15227016383357278,0.54
381,-5.0,0,-0.07613508191678639,0.03
382,-5.0,0,-0.07613508191678639,0.26
383,-5.0,0,-0.07613508191678639,0.01
384,-10.0,0,-0.15227016383357278,0.69
385,0.0,0,0.0,0.0
386,-10.0,0,-0.15227016383357278,0.37
