episode,agent,total_reward,steps,resources_collected,final_resources,D_effective,rho,p_acceso,tau_consumo,cells_visited
1,PGF,109.135,12,1,185.935,0.35000000000000003,0.05,0.4375,1.0,7
2,PGF,107.31500000000001,16,0,184.915,0.35000000000000003,0.05,0.4375,1.0,7
3,PGF,18.380000000000003,30,0,99.97999999999999,0.25,0.05,0.3125,1.0,5
4,PGF,20.200000000000003,30,2,102.0,0.23333333333333336,0.05,0.4375,1.5,7
5,PGF,19.0,30,1,101.0,0.25,0.05,0.3125,1.0,5
6,PGF,19.740000000000002,30,1,100.94,0.17500000000000002,0.05,0.4375,2.0,7
7,PGF,106.27000000000001,17,0,184.97,0.35000000000000003,0.05,0.4375,1.0,7
8,PGF,109.37,10,1,185.97,0.17500000000000002,0.05,0.4375,2.0,7
9,PGF,106.37,20,1,185.97,0.30000000000000004,0.05,0.375,1.0,6
10,PGF,110.39,6,1,185.99,0.07500000000000001,0.05,0.375,4.0,6
11,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
12,PGF,17.800000000000004,30,0,100.0,0.25,0.05,0.3125,1.0,5
13,PGF,110.0,8,1,186.0,0.30000000000000004,0.05,0.375,1.0,6
14,PGF,108.06500000000001,11,0,184.96499999999997,0.35000000000000003,0.05,0.4375,1.0,7
15,PGF,106.67500000000001,15,0,184.975,0.30000000000000004,0.05,0.375,1.0,6
16,PGF,109.49000000000001,9,1,185.99,0.07500000000000001,0.05,0.375,4.0,6
17,PGF,108.965,8,0,184.96499999999997,0.30000000000000004,0.05,0.375,1.0,6
18,PGF,110.375,6,1,185.975,0.15000000000000002,0.05,0.375,2.0,6
19,PGF,108.375,10,0,184.975,0.35000000000000003,0.05,0.4375,1.0,7
20,PGF,110.375,6,1,185.975,0.30000000000000004,0.05,0.375,1.0,6
21,PGF,109.375,6,0,184.975,0.30000000000000004,0.05,0.375,1.0,6
22,PGF,109.375,6,0,184.975,0.30000000000000004,0.05,0.375,1.0,6
23,PGF,109.375,6,0,184.975,0.30000000000000004,0.05,0.375,1.0,6
24,PGF,109.375,6,0,184.975,0.30000000000000004,0.05,0.375,1.0,6
25,PGF,110.375,6,1,185.975,0.10000000000000002,0.05,0.375,3.0,6
26,PGF,109.185,10,1,185.985,0.30000000000000004,0.05,0.375,1.0,6
27,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
28,PGF,109.375,6,0,184.975,0.30000000000000004,0.05,0.375,1.0,6
29,PGF,110.375,6,1,185.975,0.10000000000000002,0.05,0.375,3.0,6
30,PGF,110.375,6,1,185.975,0.30000000000000004,0.05,0.375,1.0,6
31,PGF,111.375,6,2,186.975,0.10000000000000002,0.05,0.375,3.0,6
32,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
33,PGF,110.385,6,1,185.985,0.10000000000000002,0.05,0.375,3.0,6
34,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
35,PGF,110.4,6,1,186.0,0.30000000000000004,0.05,0.375,1.0,6
36,PGF,110.385,6,1,185.985,0.15000000000000002,0.05,0.375,2.0,6
37,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
38,PGF,110.385,6,1,185.985,0.30000000000000004,0.05,0.375,1.0,6
39,PGF,110.385,6,1,185.985,0.30000000000000004,0.05,0.375,1.0,6
40,PGF,110.385,6,1,185.985,0.15000000000000002,0.05,0.375,2.0,6
41,PGF,110.385,6,1,185.985,0.30000000000000004,0.05,0.375,1.0,6
42,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
43,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
44,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
45,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
46,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
47,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
48,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
49,PGF,111.4,6,2,187.0,0.10000000000000002,0.05,0.375,3.0,6
50,PGF,110.4,6,1,186.0,0.07500000000000001,0.05,0.375,4.0,6
51,PGF,111.4,6,2,187.0,0.12000000000000002,0.05,0.375,2.5,6
52,PGF,110.4,6,1,186.0,0.15000000000000002,0.05,0.375,2.0,6
53,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
54,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
55,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
56,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
57,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
58,PGF,111.4,6,2,187.0,0.30000000000000004,0.05,0.375,1.0,6
59,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
60,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
61,PGF,110.4,6,1,186.0,0.10000000000000002,0.05,0.375,3.0,6
62,PGF,108.99000000000001,8,0,184.99,0.35000000000000003,0.05,0.4375,1.0,7
63,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
64,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
65,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
66,PGF,110.4,6,1,186.0,0.10000000000000002,0.05,0.375,3.0,6
67,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
68,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
69,PGF,110.4,6,1,186.0,0.10000000000000002,0.05,0.375,3.0,6
70,PGF,112.4,6,3,188.0,0.15000000000000002,0.05,0.375,2.0,6
71,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
72,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
73,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
74,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
75,PGF,110.4,6,1,186.0,0.30000000000000004,0.05,0.375,1.0,6
76,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
77,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
78,PGF,110.4,6,1,186.0,0.30000000000000004,0.05,0.375,1.0,6
79,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
80,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
81,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
82,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
83,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
84,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
85,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
86,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
87,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
88,PGF,110.4,6,1,186.0,0.15000000000000002,0.05,0.375,2.0,6
89,PGF,111.4,6,2,187.0,0.30000000000000004,0.05,0.375,1.0,6
90,PGF,110.4,6,1,186.0,0.07500000000000001,0.05,0.375,4.0,6
91,PGF,110.4,6,1,186.0,0.10000000000000002,0.05,0.375,3.0,6
92,PGF,110.4,6,1,186.0,0.07500000000000001,0.05,0.375,4.0,6
93,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
94,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
95,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
96,PGF,111.4,6,2,187.0,0.20000000000000004,0.05,0.375,1.5,6
97,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
98,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
99,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
100,PGF,110.4,6,1,186.0,0.15000000000000002,0.05,0.375,2.0,6
101,PGF,110.4,6,1,186.0,0.15000000000000002,0.05,0.375,2.0,6
102,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
103,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
104,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
105,PGF,110.4,6,1,186.0,0.30000000000000004,0.05,0.375,1.0,6
106,PGF,110.4,6,1,186.0,0.15000000000000002,0.05,0.375,2.0,6
107,PGF,112.4,6,3,188.0,0.15000000000000002,0.05,0.375,2.0,6
108,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
109,PGF,110.4,6,1,186.0,0.07500000000000001,0.05,0.375,4.0,6
110,PGF,111.4,6,2,187.0,0.15000000000000002,0.05,0.375,2.0,6
111,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
112,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
113,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
114,PGF,110.4,6,1,186.0,0.10000000000000002,0.05,0.375,3.0,6
115,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
116,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
117,PGF,110.4,6,1,186.0,0.10000000000000002,0.05,0.375,3.0,6
118,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
119,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
120,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
121,PGF,112.4,6,3,188.0,0.11250000000000002,0.05,0.375,2.6666666666666665,6
122,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
123,PGF,110.4,6,1,186.0,0.10000000000000002,0.05,0.375,3.0,6
124,PGF,110.4,6,1,186.0,0.07500000000000001,0.05,0.375,4.0,6
125,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
126,PGF,110.4,6,1,186.0,0.15000000000000002,0.05,0.375,2.0,6
127,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
128,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
129,PGF,110.4,6,1,186.0,0.30000000000000004,0.05,0.375,1.0,6
130,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
131,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
132,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
133,PGF,110.4,6,1,186.0,0.30000000000000004,0.05,0.375,1.0,6
134,PGF,108.985,8,0,184.985,0.35000000000000003,0.05,0.4375,1.0,7
135,PGF,110.4,6,1,186.0,0.15000000000000002,0.05,0.375,2.0,6
136,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
137,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
138,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
139,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
140,PGF,110.4,6,1,186.0,0.15000000000000002,0.05,0.375,2.0,6
141,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
142,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
143,PGF,110.4,6,1,186.0,0.07500000000000001,0.05,0.375,4.0,6
144,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
145,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
146,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
147,PGF,110.385,6,1,185.985,0.30000000000000004,0.05,0.375,1.0,6
148,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
149,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
150,PGF,110.385,6,1,185.985,0.30000000000000004,0.05,0.375,1.0,6
