episode,agent,total_reward,steps,resources_collected,final_resources,D_effective,rho,p_acceso,tau_consumo,cells_visited
1,PGF,18.6,30,1,101.0,0.07500000000000001,0.1,0.1875,4.0,3
2,PGF,19.400000000000002,30,2,102.0,0.08,0.1,0.125,2.5,2
3,PGF,20.8,30,1,101.0,0.2,0.1,0.125,1.0,2
4,PGF,22.0,30,2,102.0,0.2,0.1,0.125,1.0,2
5,PGF,20.6,30,1,101.0,0.30000000000000004,0.1,0.1875,1.0,3
6,PGF,18.590000000000003,30,0,99.99,0.8,0.1,0.5,1.0,8
7,PGF,18.990000000000002,30,1,100.99,0.8,0.1,0.5,1.0,8
8,PGF,21.185000000000002,30,3,102.985,0.4,0.1,0.5,2.0,8
9,PGF,18.990000000000002,30,1,100.99,0.15000000000000002,0.1,0.375,4.0,6
10,PGF,19.375,30,1,100.975,0.7000000000000001,0.1,0.4375,1.0,7
11,PGF,17.790000000000003,30,0,99.99,0.6000000000000001,0.1,0.375,1.0,6
12,PGF,17.6,30,0,100.0,0.4,0.1,0.25,1.0,4
13,PGF,18.6,30,1,101.0,0.4,0.1,0.25,1.0,4
14,PGF,20.59,30,2,101.99,0.30000000000000004,0.1,0.375,2.0,6
15,PGF,19.79,30,2,101.99,0.17142857142857146,0.1,0.375,3.5,6
16,PGF,17.990000000000002,30,0,99.99,0.7000000000000001,0.1,0.4375,1.0,7
17,PGF,18.980000000000004,30,1,100.97999999999999,0.15000000000000002,0.1,0.375,4.0,6
18,PGF,19.990000000000002,30,2,101.99,0.35000000000000003,0.1,0.4375,2.0,7
19,PGF,18.6,30,1,101.0,0.13333333333333333,0.1,0.25,3.0,4
20,PGF,18.790000000000003,30,1,100.99,0.15000000000000002,0.1,0.375,4.0,6
21,PGF,19.79,30,2,101.99,0.6000000000000001,0.1,0.375,1.0,6
22,PGF,17.790000000000003,30,0,99.99,0.6000000000000001,0.1,0.375,1.0,6
23,PGF,18.990000000000002,30,1,100.99,0.23333333333333336,0.1,0.4375,3.0,7
24,PGF,18.790000000000003,30,1,100.99,0.20000000000000004,0.1,0.375,3.0,6
25,PGF,18.790000000000003,30,1,100.99,0.30000000000000004,0.1,0.375,2.0,6
26,PGF,18.990000000000002,30,1,100.99,0.6000000000000001,0.1,0.375,1.0,6
27,PGF,19.79,30,2,101.99,0.24000000000000005,0.1,0.375,2.5,6
28,PGF,18.790000000000003,30,1,100.99,0.6000000000000001,0.1,0.375,1.0,6
29,PGF,17.990000000000002,30,0,99.99,0.5,0.1,0.3125,1.0,5
30,PGF,18.790000000000003,30,1,100.99,0.16666666666666666,0.1,0.3125,3.0,5
31,PGF,19.0,30,1,101.0,0.6000000000000001,0.1,0.375,1.0,6
32,PGF,19.975,30,2,101.975,0.5333333333333333,0.1,0.5,1.5,8
33,PGF,17.790000000000003,30,0,99.99,0.6000000000000001,0.1,0.375,1.0,6
34,PGF,19.6,30,2,102.0,0.2,0.1,0.25,2.0,4
35,PGF,18.39,30,0,99.99,0.6000000000000001,0.1,0.375,1.0,6
36,PGF,22.39,30,3,102.99,0.45000000000000007,0.1,0.375,1.3333333333333333,6
37,PGF,19.790000000000003,30,0,99.99,0.6000000000000001,0.1,0.375,1.0,6
38,PGF,21.39,30,1,100.99,0.15000000000000002,0.1,0.375,4.0,6
39,PGF,19.990000000000002,30,1,100.99,0.15000000000000002,0.1,0.375,4.0,6
40,PGF,20.990000000000002,30,2,101.99,0.35000000000000003,0.1,0.4375,2.0,7
41,PGF,19.790000000000003,30,2,101.99,0.20000000000000004,0.1,0.375,3.0,6
42,PGF,20.79,30,2,101.99,0.30000000000000004,0.1,0.375,2.0,6
43,PGF,21.200000000000003,30,1,101.0,0.16666666666666666,0.1,0.3125,3.0,5
44,PGF,19.19,30,0,99.99,0.6000000000000001,0.1,0.375,1.0,6
45,PGF,19.575000000000003,30,0,99.975,0.8,0.1,0.5,1.0,8
46,PGF,19.990000000000002,30,2,101.99,0.46666666666666673,0.1,0.4375,1.5,7
47,PGF,18.6,30,0,100.0,0.5,0.1,0.3125,1.0,5
48,PGF,19.790000000000003,30,1,100.99,0.6000000000000001,0.1,0.375,1.0,6
49,PGF,19.6,30,0,100.0,0.6000000000000001,0.1,0.375,1.0,6
50,PGF,21.59,30,2,101.99,0.46666666666666673,0.1,0.4375,1.5,7
51,PGF,21.0,30,2,102.0,0.2,0.1,0.4375,3.5,7
52,PGF,20.79,30,2,101.99,0.7000000000000001,0.1,0.4375,1.0,7
53,PGF,17.6,30,0,100.0,0.4,0.1,0.25,1.0,4
54,PGF,20.0,30,2,102.0,0.24000000000000005,0.1,0.375,2.5,6
55,PGF,18.000000000000004,30,0,100.0,0.5,0.1,0.3125,1.0,5
56,PGF,21.79,30,2,101.99,0.24000000000000005,0.1,0.375,2.5,6
57,PGF,19.19,30,1,100.99,0.20000000000000004,0.1,0.375,3.0,6
58,PGF,20.200000000000003,30,2,102.0,0.3333333333333333,0.1,0.3125,1.5,5
59,PGF,22.985,30,3,102.985,0.54,0.1,0.5625,1.6666666666666667,9
60,PGF,22.585,30,3,102.985,0.34285714285714286,0.1,0.5,2.3333333333333335,8
61,PGF,21.384999999999998,30,1,100.985,0.8,0.1,0.5,1.0,8
62,PGF,23.585,30,4,103.985,0.35555555555555557,0.1,0.5,2.25,8
63,PGF,20.79,30,2,101.99,0.28,0.1,0.4375,2.5,7
64,PGF,21.99,30,2,101.99,0.6000000000000001,0.1,0.375,1.0,6
65,PGF,20.785,30,2,101.985,0.4,0.1,0.5,2.0,8
66,PGF,18.790000000000003,30,1,100.99,0.15000000000000002,0.1,0.375,4.0,6
67,PGF,19.790000000000003,30,1,100.99,0.6000000000000001,0.1,0.375,1.0,6
68,PGF,19.385,30,1,100.985,0.8,0.1,0.5,1.0,8
69,PGF,18.790000000000003,30,1,100.99,0.6000000000000001,0.1,0.375,1.0,6
70,PGF,18.790000000000003,30,1,100.99,0.15000000000000002,0.1,0.375,4.0,6
71,PGF,20.000000000000004,30,1,101.0,0.6000000000000001,0.1,0.375,1.0,6
72,PGF,18.385,30,0,99.985,0.8,0.1,0.5,1.0,8
73,PGF,19.990000000000002,30,1,100.99,0.6000000000000001,0.1,0.375,1.0,6
74,PGF,21.0,30,3,103.0,0.15000000000000002,0.1,0.1875,2.0,3
75,PGF,22.18,30,3,102.97999999999999,0.5250000000000001,0.1,0.4375,1.3333333333333333,7
76,PGF,17.6,30,0,100.0,0.4,0.1,0.25,1.0,4
77,PGF,20.19,30,2,101.99,0.2,0.1,0.4375,3.5,7
78,PGF,21.19,30,1,100.99,0.6000000000000001,0.1,0.375,1.0,6
79,PGF,19.580000000000002,30,1,100.97999999999999,0.17500000000000002,0.1,0.4375,4.0,7
80,PGF,21.39,30,2,101.99,0.15000000000000002,0.1,0.375,4.0,6
81,PGF,19.590000000000003,30,1,100.99,0.35000000000000003,0.1,0.4375,2.0,7
82,PGF,23.2,30,4,104.0,0.30000000000000004,0.1,0.375,2.0,6
83,PGF,20.39,30,2,101.99,0.24000000000000005,0.1,0.375,2.5,6
84,PGF,21.125,30,1,100.925,0.9,0.1,0.5625,1.0,9
85,PGF,19.6,30,2,102.0,0.26666666666666666,0.1,0.25,1.5,4
86,PGF,17.800000000000004,30,0,100.0,0.5,0.1,0.3125,1.0,5
87,PGF,24.6,30,5,105.0,0.42857142857142866,0.1,0.375,1.4,6
88,PGF,17.800000000000004,30,0,100.0,0.5,0.1,0.3125,1.0,5
89,PGF,20.200000000000003,30,1,101.0,0.7000000000000001,0.1,0.4375,1.0,7
90,PGF,20.000000000000004,30,2,102.0,0.5,0.1,0.3125,1.0,5
91,PGF,20.0,30,1,101.0,0.6000000000000001,0.1,0.375,1.0,6
92,PGF,18.6,30,0,100.0,0.5,0.1,0.3125,1.0,5
93,PGF,21.0,30,1,101.0,0.30000000000000004,0.1,0.375,2.0,6
94,PGF,22.4,30,2,102.0,0.6000000000000001,0.1,0.375,1.0,6
95,PGF,18.6,30,0,100.0,0.5,0.1,0.3125,1.0,5
96,PGF,21.0,30,2,102.0,0.24000000000000005,0.1,0.375,2.5,6
97,PGF,17.800000000000004,30,0,100.0,0.5,0.1,0.3125,1.0,5
98,PGF,20.000000000000004,30,2,102.0,0.5,0.1,0.3125,1.0,5
99,PGF,19.8,30,1,101.0,0.20000000000000004,0.1,0.375,3.0,6
100,PGF,18.200000000000003,30,0,100.0,0.5,0.1,0.3125,1.0,5
101,PGF,19.8,30,1,101.0,0.17500000000000002,0.1,0.4375,4.0,7
102,PGF,20.6,30,1,101.0,0.7000000000000001,0.1,0.4375,1.0,7
103,PGF,17.6,30,0,100.0,0.4,0.1,0.25,1.0,4
104,PGF,17.800000000000004,30,0,100.0,0.6000000000000001,0.1,0.375,1.0,6
105,PGF,23.0,30,3,103.0,0.36000000000000004,0.1,0.375,1.6666666666666667,6
106,PGF,19.39,30,1,100.99,0.15000000000000002,0.1,0.375,4.0,6
107,PGF,17.6,30,0,100.0,0.4,0.1,0.25,1.0,4
108,PGF,18.6,30,1,101.0,0.13333333333333333,0.1,0.25,3.0,4
109,PGF,18.800000000000004,30,1,101.0,0.16666666666666666,0.1,0.3125,3.0,5
110,PGF,19.39,30,1,100.99,0.20000000000000004,0.1,0.375,3.0,6
111,PGF,18.800000000000004,30,0,100.0,0.5,0.1,0.3125,1.0,5
112,PGF,20.590000000000003,30,1,100.99,0.15000000000000002,0.1,0.375,4.0,6
113,PGF,20.0,30,1,101.0,0.20000000000000004,0.1,0.375,3.0,6
114,PGF,18.8,30,1,101.0,0.16666666666666666,0.1,0.3125,3.0,5
115,PGF,17.6,30,0,100.0,0.4,0.1,0.25,1.0,4
116,PGF,22.6,30,3,103.0,0.5,0.1,0.3125,1.0,5
117,PGF,18.6,30,1,101.0,0.13333333333333333,0.1,0.25,3.0,4
118,PGF,17.6,30,0,100.0,0.4,0.1,0.25,1.0,4
119,PGF,17.790000000000003,30,0,99.99,0.6000000000000001,0.1,0.375,1.0,6
120,PGF,18.6,30,1,101.0,0.2,0.1,0.25,2.0,4
121,PGF,18.8,30,1,101.0,0.6000000000000001,0.1,0.375,1.0,6
122,PGF,21.0,30,3,103.0,0.3,0.1,0.3125,1.6666666666666667,5
123,PGF,21.4,30,2,102.0,0.28,0.1,0.4375,2.5,7
124,PGF,17.6,30,0,100.0,0.4,0.1,0.25,1.0,4
125,PGF,21.4,30,2,102.0,0.6000000000000001,0.1,0.375,1.0,6
126,PGF,18.6,30,1,101.0,0.4,0.1,0.25,1.0,4
127,PGF,21.200000000000003,30,1,101.0,0.7000000000000001,0.1,0.4375,1.0,7
128,PGF,23.39,30,3,102.99,0.30000000000000004,0.1,0.375,2.0,6
129,PGF,22.39,30,2,101.99,0.35000000000000003,0.1,0.4375,2.0,7
130,PGF,19.990000000000002,30,1,100.99,0.15000000000000002,0.1,0.375,4.0,6
131,PGF,19.200000000000003,30,1,101.0,0.30000000000000004,0.1,0.375,2.0,6
132,PGF,108.79,14,1,185.99,0.20000000000000004,0.1,0.375,3.0,6
133,PGF,22.775,30,4,103.975,0.32,0.1,0.5,2.5,8
134,PGF,24.0,30,5,105.0,0.5,0.1,0.3125,1.0,5
135,PGF,20.800000000000004,30,2,102.0,0.4000000000000001,0.1,0.375,1.5,6
136,PGF,20.400000000000006,30,2,102.0,0.28,0.1,0.4375,2.5,7
137,PGF,110.4,6,1,186.0,0.15000000000000002,0.1,0.375,4.0,6
138,PGF,106.2,20,1,186.0,0.30000000000000004,0.1,0.375,2.0,6
139,PGF,17.790000000000003,30,0,99.99,0.5,0.1,0.3125,1.0,5
140,PGF,19.0,30,1,101.0,0.30000000000000004,0.1,0.375,2.0,6
141,PGF,110.39,6,1,185.99,0.20000000000000004,0.1,0.375,3.0,6
142,PGF,110.375,6,1,185.975,0.6000000000000001,0.1,0.375,1.0,6
143,PGF,18.17,30,0,99.97,0.6000000000000001,0.1,0.375,1.0,6
