episode,agent,total_reward,steps,resources_collected,final_resources,D_effective,rho,p_acceso,tau_consumo,cells_visited
1,PGF,22.77,30,3,102.96999999999998,0.21000000000000002,0.05,0.4375,1.6666666666666667,7
2,PGF,19.18,30,1,100.97999999999999,0.0625,0.05,0.3125,4.0,5
3,PGF,17.590000000000003,30,0,99.99,0.2,0.05,0.25,1.0,4
4,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
5,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
6,PGF,18.200000000000003,30,1,101.0,0.1,0.05,0.125,1.0,2
7,PGF,18.590000000000003,30,1,100.99,0.06666666666666667,0.05,0.25,3.0,4
8,PGF,17.400000000000002,30,0,100.0,0.1,0.05,0.125,1.0,2
9,PGF,20.755000000000003,30,2,101.95499999999998,0.4,0.05,0.5,1.0,8
10,PGF,17.590000000000003,30,0,99.99,0.15000000000000002,0.05,0.1875,1.0,3
11,PGF,18.975,30,1,100.975,0.30000000000000004,0.05,0.375,1.0,6
12,PGF,103.67500000000001,25,0,184.975,0.30000000000000004,0.05,0.375,1.0,6
13,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
14,PGF,19.800000000000004,30,2,102.0,0.16666666666666666,0.05,0.3125,1.5,5
15,PGF,17.800000000000004,30,0,100.0,0.25,0.05,0.3125,1.0,5
16,PGF,110.10000000000001,7,1,186.0,0.07500000000000001,0.05,0.375,4.0,6
17,PGF,106.17500000000001,20,1,185.975,0.15000000000000002,0.05,0.375,2.0,6
18,PGF,109.375,6,0,184.975,0.30000000000000004,0.05,0.375,1.0,6
19,PGF,19.19,30,1,100.99,0.17500000000000002,0.05,0.4375,2.0,7
20,PGF,18.000000000000004,30,0,100.0,0.30000000000000004,0.05,0.375,1.0,6
21,PGF,108.47500000000001,9,0,184.975,0.30000000000000004,0.05,0.375,1.0,6
22,PGF,109.375,6,0,184.975,0.30000000000000004,0.05,0.375,1.0,6
