episode,agent,total_reward,steps,resources_collected,final_resources,D_effective,rho,p_acceso,tau_consumo,cells_visited
1,PGF,107.185,20,2,186.985,2.4000000000000004,0.4,0.375,1.0,6
2,PGF,108.59,14,1,185.99,3.2,0.4,0.5,1.0,8
3,PGF,20.0,30,2,102.0,0.8,0.4,0.3125,2.5,5
4,PGF,21.0,30,3,103.0,1.8000000000000003,0.4,0.375,1.3333333333333333,6
5,PGF,18.6,30,1,101.0,0.8,0.4,0.25,2.0,4
6,PGF,104.29,27,1,185.99,0.8000000000000002,0.4,0.375,3.0,6
7,PGF,20.19,30,2,101.99,1.866666666666667,0.4,0.4375,1.5,7
8,PGF,109.875,11,2,186.975,2.4000000000000004,0.4,0.375,1.0,6
9,PGF,106.26,17,0,184.95999999999998,2.4000000000000004,0.4,0.375,1.0,6
10,PGF,110.385,6,1,185.985,0.8000000000000002,0.4,0.375,3.0,6
11,PGF,109.385,6,0,184.985,2.4000000000000004,0.4,0.375,1.0,6
12,PGF,108.97,8,0,184.97,2.8000000000000003,0.4,0.4375,1.0,7
13,PGF,107.60000000000001,12,0,185.0,2.4000000000000004,0.4,0.375,1.0,6
14,PGF,110.385,6,1,185.985,2.4000000000000004,0.4,0.375,1.0,6
15,PGF,108.985,8,0,184.985,2.4000000000000004,0.4,0.375,1.0,6
16,PGF,109.10000000000001,11,1,186.0,2.4000000000000004,0.4,0.375,1.0,6
17,PGF,109.385,6,0,184.985,2.4000000000000004,0.4,0.375,1.0,6
18,PGF,110.385,6,1,185.985,2.4000000000000004,0.4,0.375,1.0,6
19,PGF,109.385,6,0,184.985,2.4000000000000004,0.4,0.375,1.0,6
20,PGF,110.185,12,2,186.985,1.12,0.4,0.4375,2.5,7
21,PGF,109.385,6,0,184.985,2.4000000000000004,0.4,0.375,1.0,6
22,PGF,109.385,6,0,184.985,2.4000000000000004,0.4,0.375,1.0,6
23,PGF,107.385,16,1,185.985,2.4000000000000004,0.4,0.375,1.0,6
24,PGF,109.4,6,0,185.0,2.4000000000000004,0.4,0.375,1.0,6
25,PGF,109.385,6,0,184.985,2.4000000000000004,0.4,0.375,1.0,6
26,PGF,106.985,14,0,184.985,2.4000000000000004,0.4,0.375,1.0,6
27,PGF,109.375,6,0,184.975,2.4000000000000004,0.4,0.375,1.0,6
28,PGF,109.375,6,0,184.975,2.4000000000000004,0.4,0.375,1.0,6
29,PGF,111.4,6,2,187.0,1.6000000000000003,0.4,0.375,1.5,6
30,PGF,110.4,6,1,186.0,2.4000000000000004,0.4,0.375,1.0,6
31,PGF,109.4,6,0,185.0,2.4000000000000004,0.4,0.375,1.0,6
