episode,stage,shaping_scale_current,agent_type,total_reward_env,total_reward_shaped,tripwires_triggered,resources_collected,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,epsilon,spawn_rate,seed,grid_size
1,,0.0,ControlS0,20.7,20.7,7,0,30,False,0,0,0.1720768383829392,0.25,123,6
2,,0.0,ControlS0,21.38,21.38,2,1,30,False,0,0,0.14805219153934096,0.25,123,6
3,,0.0,ControlS0,125.13,125.13,6,0,16,True,0,0,0.13664197554425286,0.25,123,6
4,,0.0,ControlS0,20.230000000000004,20.230000000000004,16,0,30,False,0,0,0.11756459571026966,0.25,123,6
5,,0.0,ControlS0,20.25,20.25,14,0,30,False,0,0,0.10115071967795829,0.25,123,6
6,,0.0,ControlS0,21.39,21.39,20,1,30,False,0,0,0.0870284802117101,0.25,123,6
7,,0.0,ControlS0,20.0,20.0,0,0,30,False,0,0,0.07487792862051632,0.25,123,6
8,,0.0,ControlS0,20.0,20.0,0,0,30,False,0,0,0.0644237861084092,0.25,123,6
9,,0.0,ControlS0,20.0,20.0,0,0,30,False,0,0,0.05542920715096884,0.25,123,6
10,,0.0,ControlS0,23.72,23.72,7,2,30,False,0,0,0.047690413603058625,0.25,123,6
11,,0.0,ControlS0,11.780000000000015,11.780000000000015,1,0,30,False,0,0,0.04103207796994523,0.25,123,6
12,,0.0,ControlS0,11.780000000000014,11.780000000000014,2,0,30,False,0,0,0.03530335124675215,0.25,123,6
13,,0.0,ControlS0,113.57000000000001,113.57000000000001,2,0,23,True,0,0,0.03145913599537039,0.25,123,6
14,,0.0,ControlS0,115.97,115.97,2,0,10,True,0,0,0.029921102940897188,0.25,123,6
15,,0.0,ControlS0,115.17,115.17,2,0,15,True,0,0,0.027753886600795044,0.25,123,6
16,,0.0,ControlS0,11.580000000000016,11.580000000000016,1,0,30,False,0,0,0.023879005295517154,0.25,123,6
17,,0.0,ControlS0,21.2,21.2,0,0,30,False,0,0,0.02054511867491028,0.25,123,6
18,,0.0,ControlS0,21.159999999999997,21.159999999999997,3,0,30,False,0,0,0.017676695328904212,0.25,123,6
19,,0.0,ControlS0,21.28,21.28,11,1,30,False,0,0,0.015208749226281525,0.25,123,6
20,,0.0,ControlS0,123.16,123.16,3,1,30,True,0,0,0.013085367413087487,0.25,123,6
21,,0.0,ControlS0,11.760000000000016,11.760000000000016,3,0,30,False,0,0,0.011258443267616174,0.25,123,6
22,,0.0,ControlS0,115.98,115.98,2,0,10,True,0,0,0.01070801944510391,0.25,123,6
23,,0.0,ControlS0,115.97,115.97,2,1,15,True,0,0,0.01,0.25,123,6
24,,0.0,ControlS0,116.97,116.97,2,1,10,True,0,0,0.01,0.25,123,6
25,,0.0,ControlS0,115.98,115.98,2,0,10,True,0,0,0.01,0.25,123,6
26,,0.0,ControlS0,116.97,116.97,2,1,10,True,0,0,0.01,0.25,123,6
27,,0.0,ControlS0,117.97,117.97,2,2,10,True,0,0,0.01,0.25,123,6
28,,0.0,ControlS0,125.98,125.98,2,0,10,True,0,0,0.01,0.25,123,6
29,,0.0,ControlS0,115.97,115.97,2,0,10,True,0,0,0.01,0.25,123,6
30,,0.0,ControlS0,126.98,126.98,2,1,10,True,0,0,0.01,0.25,123,6
31,,0.0,ControlS0,117.97,117.97,2,2,10,True,0,0,0.01,0.25,123,6
32,,0.0,ControlS0,116.97,116.97,2,1,10,True,0,0,0.01,0.25,123,6
33,,0.0,ControlS0,116.97,116.97,2,1,10,True,0,0,0.01,0.25,123,6
34,,0.0,ControlS0,115.97,115.97,2,0,10,True,0,0,0.01,0.25,123,6
35,,0.0,ControlS0,115.98,115.98,1,0,10,True,0,0,0.01,0.25,123,6
