episode,stage,shaping_scale_current,agent_type,total_reward_env,total_reward_shaped,tripwires_triggered,resources_collected,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,epsilon,spawn_rate,seed,grid_size
1,,0.0,ControlS0,21.8,21.8,0,0,30,False,0,0,0.1720768383829392,0.25,42,6
2,,0.0,ControlS0,21.0,21.0,0,0,30,False,0,0,0.14805219153934096,0.25,42,6
3,,0.0,ControlS0,22.59,22.59,1,1,30,False,0,0,0.12738176517877567,0.25,42,6
4,,0.0,ControlS0,11.770000000000016,11.770000000000016,3,0,30,False,0,0,0.10959725709800847,0.25,42,6
5,,0.0,ControlS0,125.98,125.98,2,2,20,True,0,0,0.09914282738021017,0.25,42,6
6,,0.0,ControlS0,22.189999999999998,22.189999999999998,0,1,30,False,0,0,0.08530092141966035,0.25,42,6
7,,0.0,ControlS0,21.58,21.58,1,0,30,False,0,0,0.07339156434523345,0.25,42,6
8,,0.0,ControlS0,21.38,21.38,2,0,30,False,0,0,0.06314494178252908,0.25,42,6
9,,0.0,ControlS0,21.18,21.18,1,0,30,False,0,0,0.05432890970906179,0.25,42,6
10,,0.0,ControlS0,23.380000000000003,23.380000000000003,1,2,30,False,0,0,0.04674373507763762,0.25,42,6
11,,0.0,ControlS0,21.38,21.38,1,0,30,False,0,0,0.04021757073184788,0.25,42,6
12,,0.0,ControlS0,21.18,21.18,1,0,30,False,0,0,0.03460256209489309,0.25,42,6
13,,0.0,ControlS0,21.58,21.58,2,0,30,False,0,0,0.029771497426192704,0.25,42,6
14,,0.0,ControlS0,22.58,22.58,2,1,30,False,0,0,0.025614925755125268,0.25,42,6
15,,0.0,ControlS0,21.58,21.58,2,0,30,False,0,0,0.02203867719677839,0.25,42,6
16,,0.0,ControlS0,123.58,123.58,2,0,22,True,0,0,0.019737552590418102,0.25,42,6
17,,0.0,ControlS0,123.39,123.39,1,1,28,True,0,0,0.01715297920343496,0.25,42,6
18,,0.0,ControlS0,21.0,21.0,0,0,30,False,0,0,0.014758152150876966,0.25,42,6
19,,0.0,ControlS0,124.36,124.36,4,0,18,True,0,0,0.013484890891816561,0.25,42,6
20,,0.0,ControlS0,114.56,114.56,4,0,18,True,0,0,0.012321480393017342,0.25,42,6
21,,0.0,ControlS0,11.750000000000016,11.750000000000016,4,0,30,False,0,0,0.010601206951139,0.25,42,6
