episode,stage,shaping_scale_current,agent_type,total_reward_env,total_reward_shaped,tripwires_triggered,resources_collected,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,epsilon,spawn_rate,seed,grid_size
1,1,0.0,Curriculum,20.7,20.7,7,0,30,False,0,0,0.1720768383829392,0.25,123,6
2,1,0.0,Curriculum,21.38,21.38,2,1,30,False,0,0,0.14805219153934096,0.25,123,6
3,1,0.0,Curriculum,125.13,125.13,6,0,16,True,0,0,0.13664197554425286,0.25,123,6
4,1,0.0,Curriculum,20.230000000000004,20.230000000000004,16,0,30,False,0,0,0.11756459571026966,0.25,123,6
5,1,0.0,Curriculum,20.25,20.25,14,0,30,False,0,0,0.10115071967795829,0.25,123,6
6,1,0.0,Curriculum,21.39,21.39,20,1,30,False,0,0,0.0870284802117101,0.25,123,6
7,1,0.0,Curriculum,20.0,20.0,0,0,30,False,0,0,0.07487792862051632,0.25,123,6
8,1,0.0,Curriculum,20.0,20.0,0,0,30,False,0,0,0.0644237861084092,0.25,123,6
9,1,0.0,Curriculum,20.0,20.0,0,0,30,False,0,0,0.05542920715096884,0.25,123,6
10,1,0.0,Curriculum,23.72,23.72,7,2,30,False,0,0,0.047690413603058625,0.25,123,6
11,1,0.0,Curriculum,11.780000000000015,11.780000000000015,1,0,30,False,0,0,0.04103207796994523,0.25,123,6
12,1,0.0,Curriculum,11.780000000000014,11.780000000000014,2,0,30,False,0,0,0.03530335124675215,0.25,123,6
13,1,0.0,Curriculum,113.57000000000001,113.57000000000001,2,0,23,True,0,0,0.03145913599537039,0.25,123,6
14,1,0.0,Curriculum,115.97,115.97,2,0,10,True,0,0,0.029921102940897188,0.25,123,6
15,1,0.0,Curriculum,115.17,115.17,2,0,15,True,0,0,0.027753886600795044,0.25,123,6
16,1,0.0,Curriculum,11.580000000000016,11.580000000000016,1,0,30,False,0,0,0.023879005295517154,0.25,123,6
17,1,0.0,Curriculum,21.2,21.2,0,0,30,False,0,0,0.02054511867491028,0.25,123,6
