episode,total_reward,pgf_mean,success,steps
356,-24.0,5.5,0,30
357,-24.0,5.5,0,30
358,-23.8,5.5,0,30
359,-24.0,5.5,0,30
360,-24.0,5.5,0,30
361,-24.0,5.5,0,30
362,-24.0,5.5,0,30
363,-24.0,5.5,0,30
364,-24.0,5.5,0,30
365,-23.8,5.5,0,30
366,-23.8,5.5,0,30
367,-24.0,5.499767866363652,0,30
368,-24.0,5.5,0,30
369,-24.0,5.499767866363652,0,30
370,-24.03,5.4990714654546045,0,30
371,-24.0,5.5,0,30
372,-24.0,5.5,0,30
373,-24.0,5.5,0,30
374,-24.0,5.499767866363652,0,30
375,-24.0,5.5,0,30
376,-24.0,5.5,0,30
377,-24.0,5.5,0,30
378,-24.0,5.5,0,30
379,-23.8,5.499767866363652,0,30
380,-24.0,5.5,0,30
381,-24.0,5.5,0,30
382,-24.0,5.5,0,30
383,-24.0,5.5,0,30
384,-24.0,5.5,0,30
385,-23.8,5.5,0,30
386,-24.0,5.5,0,30
387,-24.0,5.5,0,30
388,-23.8,5.5,0,30
389,-24.0,5.5,0,30
390,-24.0,5.5,0,30
391,-24.02,5.499303599090954,0,30
392,-24.0,5.5,0,30
393,-24.0,5.5,0,30
394,-24.0,5.5,0,30
395,-24.01,5.499535732727304,0,30
396,-24.0,5.5,0,30
397,-24.0,5.5,0,30
398,-24.0,5.5,0,30
399,-25.84,5.47246385849549,0,30
400,-24.0,5.5,0,30
401,-24.0,5.5,0,30
402,-24.0,5.5,0,30
403,-24.0,5.5,0,30
404,-24.0,5.5,0,30
405,-24.0,5.5,0,30
406,-24.0,5.5,0,30
407,-24.0,5.499767866363652,0,30
408,-24.0,5.5,0,30
409,-24.0,5.499767866363652,0,30
410,-24.0,5.5,0,30
411,-24.0,5.5,0,30
412,-24.0,5.5,0,30
413,-24.0,5.5,0,30
414,-24.0,5.5,0,30
415,-24.0,5.5,0,30
416,-24.0,5.499767866363652,0,30
417,-25.040000000000003,5.498839331818256,0,30
418,-24.0,5.5,0,30
419,-24.0,5.499767866363651,0,30
420,-24.0,5.5,0,30
421,-24.0,5.5,0,30
422,-24.0,5.499767866363652,0,30
423,-24.0,5.5,0,30
424,-24.0,5.5,0,30
425,-24.0,5.5,0,30
426,-24.0,5.5,0,30
427,-24.0,5.5,0,30
428,-24.0,5.5,0,30
429,-24.0,5.5,0,30
430,-24.0,5.5,0,30
431,-24.0,5.5,0,30
432,-24.0,5.5,0,30
433,-24.0,5.5,0,30
434,-24.0,5.499303599090954,0,30
435,-23.8,5.5,0,30
436,-24.01,5.499535732727302,0,30
437,-24.0,5.5,0,30
438,-24.0,5.5,0,30
439,-24.02,5.499303599090954,0,30
440,-24.0,5.5,0,30
441,-24.0,5.499767866363652,0,30
442,-24.0,5.5,0,30
443,-24.0,5.5,0,30
444,-24.0,5.5,0,30
445,-24.0,5.5,0,30
446,-24.0,5.5,0,30
447,-24.0,5.5,0,30
448,-24.0,5.5,0,30
449,-24.0,5.5,0,30
450,-24.0,5.5,0,30
451,-24.0,5.5,0,30
452,-24.0,5.5,0,30
453,-24.0,5.5,0,30
454,-24.0,5.5,0,30
455,-24.0,5.5,0,30
456,-24.0,5.499767866363652,0,30
457,-24.0,5.5,0,30
458,-23.8,5.5,0,30
459,-24.0,5.5,0,30
460,-24.0,5.5,0,30
461,-24.0,5.5,0,30
462,-24.0,5.5,0,30
463,-24.0,5.5,0,30
464,-23.82,5.499303599090953,0,30
465,-24.0,5.5,0,30
466,-24.0,5.5,0,30
467,-24.0,5.5,0,30
468,-24.0,5.5,0,30
469,-24.0,5.5,0,30
470,-24.01,5.499535732727304,0,30
471,-24.0,5.5,0,30
472,-24.0,5.5,0,30
473,-24.0,5.5,0,30
474,-24.0,5.5,0,30
475,-24.0,5.499535732727304,0,30
476,-24.0,5.5,0,30
477,-24.0,5.5,0,30
478,-24.0,5.5,0,30
479,-24.0,5.5,0,30
480,-24.0,5.499535732727304,0,30
481,-24.0,5.5,0,30
482,-24.0,5.5,0,30
483,-24.0,5.5,0,30
484,-24.0,5.5,0,30
485,-24.0,5.5,0,30
486,-24.0,5.499535732727304,0,30
487,-24.0,5.5,0,30
488,-24.0,5.5,0,30
489,-24.0,5.5,0,30
490,-24.0,5.5,0,30
491,-24.0,5.5,0,30
492,-23.8,5.5,0,30
493,-24.0,5.5,0,30
494,-25.07,5.49814293090921,0,30
495,-24.0,5.499767866363652,0,30
496,-24.0,5.5,0,30
497,-24.0,5.499767866363652,0,30
498,-24.0,5.5,0,30
499,-23.8,5.5,0,30
500,-24.0,5.5,0,30
501,-24.0,5.5,0,30
502,-24.0,5.5,0,30
503,-24.0,5.5,0,30
504,-24.0,5.5,0,30
505,-24.0,5.5,0,30
506,-24.0,5.5,0,30
507,-24.0,5.5,0,30
508,-24.0,5.5,0,30
509,-24.0,5.5,0,30
510,-24.0,5.5,0,30
511,-24.0,5.5,0,30
512,-24.0,5.5,0,30
513,-24.0,5.5,0,30
514,-24.0,5.5,0,30
515,-24.0,5.5,0,30
516,-24.0,5.5,0,30
517,-24.0,5.5,0,30
518,-24.0,5.5,0,30
519,-24.11,5.497214396363819,0,30
520,-24.0,5.499535732727302,0,30
521,-24.0,5.5,0,30
522,-24.3,5.486580129702268,0,30
523,-24.0,5.5,0,30
524,-24.0,5.5,0,30
525,-24.82,5.499303599090954,0,30
526,-24.0,5.5,0,30
527,-24.0,5.5,0,30
528,-24.0,5.5,0,30
529,-24.0,5.5,0,30
530,-24.0,5.5,0,30
531,-24.03,5.4990714654546045,0,30
532,-24.0,5.499303599090954,0,30
533,-24.0,5.5,0,30
534,-24.0,5.5,0,30
535,-24.0,5.5,0,30
536,-24.0,5.5,0,30
537,-24.0,5.5,0,30
538,-24.0,5.499767866363652,0,30
539,-31.8,4.865371686740639,0,30
540,-25.03,5.4990714654546045,0,30
541,-24.0,5.5,0,30
542,-24.0,5.5,0,30
543,-24.0,5.5,0,30
544,-24.0,5.5,0,30
545,-24.0,5.5,0,30
546,-24.0,5.5,0,30
547,-24.0,5.5,0,30
548,-24.0,5.5,0,30
549,-24.0,5.5,0,30
550,-24.07,5.497910797272865,0,30
551,-28.3,5.319352510036986,0,30
552,-24.0,5.5,0,30
553,-24.0,5.5,0,30
554,-24.0,5.5,0,30
555,-24.82,5.472928125768188,0,30
556,-24.0,5.5,0,30
557,-24.0,5.499767866363652,0,30
558,-24.0,5.5,0,30
559,-24.0,5.5,0,30
560,-24.0,5.5,0,30
561,-24.0,5.5,0,30
562,-24.0,5.5,0,30
563,-24.0,5.5,0,30
564,-24.0,5.5,0,30
565,-24.0,5.5,0,30
566,-24.0,5.5,0,30
567,-24.0,5.5,0,30
568,-24.0,5.5,0,30
569,-24.0,5.5,0,30
570,-24.0,5.5,0,30
571,-24.0,5.5,0,30
572,-24.0,5.499767866363652,0,30
573,-24.0,5.5,0,30
574,-24.0,5.5,0,30
575,-24.0,5.5,0,30
576,-24.0,5.5,0,30
577,-24.0,5.499767866363652,0,30
578,-24.0,5.5,0,30
579,-24.0,5.5,0,30
580,-24.0,5.499767866363652,0,30
581,-24.0,5.5,0,30
582,-24.0,5.5,0,30
583,-23.8,5.5,0,30
584,-24.0,5.5,0,30
585,-24.0,5.5,0,30
586,-24.0,5.499767866363652,0,30
587,-24.0,5.5,0,30
588,-24.0,5.5,0,30
589,-24.0,5.5,0,30
590,-24.0,5.5,0,30
591,-24.81,5.4995357327273044,0,30
592,-24.0,5.5,0,30
593,-24.0,5.5,0,30
594,-24.0,5.5,0,30
595,-24.0,5.5,0,30
596,-24.0,5.5,0,30
597,-24.0,5.5,0,30
598,-24.0,5.5,0,30
599,-24.0,5.5,0,30
600,-24.0,5.5,0,30
601,-25.3,5.486812263338617,0,30
602,-24.0,5.499767866363652,0,30
603,-23.8,5.5,0,30
604,-24.0,5.5,0,30
605,-24.0,5.5,0,30
606,-23.88,5.497910797272865,0,30
607,-24.0,5.5,0,30
608,-24.0,5.5,0,30
609,-24.0,5.5,0,30
610,-24.0,5.5,0,30
611,-24.0,5.5,0,30
612,-24.0,5.5,0,30
613,-24.0,5.5,0,30
614,-24.0,5.5,0,30
615,-24.0,5.5,0,30
616,-24.08,5.497910797272865,0,30
617,-24.0,5.5,0,30
618,-24.0,5.5,0,30
619,-24.0,5.499767866363652,0,30
620,-24.0,5.5,0,30
621,-24.01,5.499303599090954,0,30
622,-24.0,5.499767866363652,0,30
623,-24.0,5.5,0,30
624,-24.0,5.5,0,30
625,-24.0,5.4995357327273044,0,30
626,-24.0,5.5,0,30
627,-24.0,5.5,0,30
628,-24.0,5.5,0,30
629,-24.0,5.5,0,30
630,-24.0,5.5,0,30
631,-24.81,5.4995357327273044,0,30
632,-24.0,5.5,0,30
633,-24.0,5.5,0,30
634,-24.0,5.499767866363652,0,30
635,-24.01,5.499535732727304,0,30
636,-24.0,5.5,0,30
637,-24.0,5.5,0,30
638,-24.0,5.5,0,30
639,-24.0,5.5,0,30
640,-24.0,5.5,0,30
641,-24.0,5.5,0,30
642,-24.0,5.5,0,30
643,-23.8,5.5,0,30
644,-24.0,5.5,0,30
645,-24.0,5.5,0,30
646,-24.0,5.5,0,30
647,-24.02,5.499535732727304,0,30
648,-24.0,5.5,0,30
649,-24.0,5.5,0,30
650,-24.0,5.5,0,30
651,-24.0,5.5,0,30
652,-24.0,5.5,0,30
653,-24.0,5.5,0,30
654,-24.0,5.5,0,30
655,-24.0,5.5,0,30
656,-24.0,5.5,0,30
657,-24.0,5.5,0,30
658,-24.03,5.499071465454606,0,30
659,-24.0,5.5,0,30
660,-24.0,5.5,0,30
661,-24.0,5.5,0,30
662,-24.0,5.5,0,30
663,-24.0,5.499767866363652,0,30
664,-24.0,5.5,0,30
665,-24.0,5.499767866363652,0,30
666,-24.0,5.5,0,30
667,-24.0,5.5,0,30
668,-24.0,5.5,0,30
669,-24.0,5.5,0,30
670,-24.0,5.5,0,30
671,-24.0,5.5,0,30
672,-24.0,5.5,0,30
673,-24.0,5.5,0,30
674,-24.0,5.5,0,30
675,-24.0,5.5,0,30
676,-24.0,5.5,0,30
677,-24.0,5.5,0,30
678,-24.0,5.4995357327273044,0,30
679,-24.0,5.5,0,30
680,-24.0,5.5,0,30
681,-24.0,5.5,0,30
682,-24.0,5.5,0,30
683,-24.0,5.499535732727304,0,30
684,-24.0,5.5,0,30
685,-24.0,5.5,0,30
686,-24.81,5.499767866363652,0,30
687,-24.0,5.5,0,30
688,-24.0,5.5,0,30
689,-23.8,5.5,0,30
690,-24.0,5.5,0,30
691,-24.0,5.5,0,30
692,-24.0,5.5,0,30
693,-24.0,5.5,0,30
694,-25.080000000000002,5.4979107972728665,0,30
695,-24.0,5.5,0,30
696,-24.0,5.499767866363652,0,30
697,-24.0,5.499767866363652,0,30
698,-24.0,5.5,0,30
699,-24.0,5.5,0,30
700,-24.0,5.5,0,30
701,-24.0,5.5,0,30
702,-24.0,5.499767866363652,0,30
703,-24.11,5.497214396363819,0,30
704,-24.0,5.5,0,30
705,-24.0,5.5,0,30
706,-24.0,5.5,0,30
707,-24.0,5.5,0,30
708,-24.01,5.499535732727304,0,30
709,-24.0,5.5,0,30
710,-24.0,5.5,0,30
711,-24.0,5.5,0,30
712,-24.0,5.5,0,30
713,-24.03,5.499071465454606,0,30
714,-24.0,5.5,0,30
715,-24.0,5.5,0,30
716,-24.0,5.5,0,30
717,-24.0,5.5,0,30
718,-24.0,5.5,0,30
719,-24.0,5.5,0,30
720,-24.0,5.5,0,30
721,-24.0,5.5,0,30
722,-24.0,5.499767866363652,0,30
723,-24.0,5.5,0,30
724,-24.0,5.5,0,30
725,-24.0,5.5,0,30
726,-24.0,5.5,0,30
727,-24.0,5.5,0,30
728,-24.0,5.5,0,30
729,-24.0,5.5,0,30
730,-24.0,5.5,0,30
731,-24.0,5.5,0,30
732,-24.01,5.499535732727304,0,30
733,-24.0,5.5,0,30
734,-24.0,5.5,0,30
735,-24.0,5.5,0,30
736,-24.0,5.499767866363652,0,30
737,-24.0,5.5,0,30
738,-24.0,5.5,0,30
739,-24.0,5.5,0,30
740,-24.0,5.5,0,30
741,-24.0,5.5,0,30
742,-24.0,5.5,0,30
743,-24.0,5.5,0,30
744,-24.0,5.5,0,30
745,-23.8,5.5,0,30
746,-24.0,5.499767866363652,0,30
747,-24.0,5.5,0,30
748,-24.0,5.5,0,30
749,-24.0,5.5,0,30
750,-23.8,5.5,0,30
751,-24.0,5.5,0,30
752,-24.0,5.5,0,30
753,-23.8,5.499767866363652,0,30
754,-24.0,5.5,0,30
755,-24.0,5.5,0,30
756,-24.1,5.4974465300001665,0,30
757,-24.0,5.499767866363652,0,30
758,-24.0,5.5,0,30
759,-24.0,5.5,0,30
760,-24.0,5.5,0,30
761,-24.0,5.5,0,30
762,-23.8,5.5,0,30
763,-24.0,5.5,0,30
764,-23.8,5.5,0,30
765,-24.04,5.4988393318182585,0,30
766,-24.0,5.5,0,30
767,-24.0,5.5,0,30
768,-24.0,5.5,0,30
769,-24.0,5.5,0,30
770,-24.0,5.5,0,30
771,-24.0,5.5,0,30
772,-24.0,5.5,0,30
773,-24.0,5.5,0,30
774,-24.0,5.5,0,30
775,-23.810000000000002,5.4995357327273044,0,30
776,-24.0,5.5,0,30
777,-24.0,5.5,0,30
778,-24.0,5.5,0,30
779,-24.0,5.5,0,30
780,-24.0,5.5,0,30
781,-23.8,5.5,0,30
782,-24.0,5.5,0,30
783,-24.0,5.5,0,30
784,-24.0,5.5,0,30
785,-24.0,5.5,0,30
786,-24.0,5.5,0,30
787,-24.0,5.5,0,30
788,-24.0,5.5,0,30
789,-24.0,5.5,0,30
790,-24.0,5.5,0,30
791,-24.0,5.5,0,30
792,-24.0,5.5,0,30
793,-24.0,5.5,0,30
794,-24.0,5.5,0,30
795,-25.060000000000002,5.498375064545562,0,30
796,-24.0,5.5,0,30
797,-24.0,5.5,0,30
798,-24.0,5.5,0,30
799,-24.0,5.5,0,30
800,-24.0,5.5,0,30
801,-24.0,5.5,0,30
802,-24.0,5.5,0,30
803,-24.0,5.5,0,30
804,-24.0,5.5,0,30
805,-24.0,5.5,0,30
806,-24.0,5.499767866363652,0,30
807,-24.0,5.5,0,30
808,-24.0,5.5,0,30
809,-24.0,5.5,0,30
810,-24.0,5.5,0,30
811,-24.0,5.499767866363652,0,30
812,-24.0,5.5,0,30
813,-23.82,5.499303599090956,0,30
814,-24.0,5.5,0,30
815,-24.06,5.49837506454556,0,30
816,-24.0,5.5,0,30
817,-24.0,5.5,0,30
818,-24.0,5.5,0,30
819,-24.0,5.5,0,30
820,-24.0,5.5,0,30
821,-24.0,5.5,0,30
822,-24.0,5.5,0,30
823,-24.01,5.499303599090954,0,30
824,-24.0,5.5,0,30
825,-24.0,5.499767866363652,0,30
826,-24.0,5.5,0,30
827,-24.0,5.5,0,30
828,-24.0,5.5,0,30
829,-24.0,5.5,0,30
830,-24.0,5.5,0,30
831,-24.0,5.5,0,30
832,-24.0,5.5,0,30
833,-24.0,5.499767866363652,0,30
834,-24.0,5.5,0,30
835,-24.0,5.5,0,30
836,-24.0,5.5,0,30
837,-24.0,5.5,0,30
838,-24.0,5.5,0,30
839,-24.0,5.5,0,30
840,-24.0,5.5,0,30
841,-24.0,5.5,0,30
842,-24.0,5.5,0,30
843,-24.0,5.5,0,30
844,-24.0,5.499767866363652,0,30
845,-24.0,5.5,0,30
846,-24.0,5.5,0,30
847,-24.0,5.5,0,30
848,-24.0,5.5,0,30
849,-24.0,5.499767866363652,0,30
850,-24.0,5.5,0,30
851,-24.0,5.5,0,30
852,-25.1,5.497446530000171,0,30
853,-24.0,5.5,0,30
854,-24.0,5.5,0,30
855,-24.0,5.5,0,30
856,-24.0,5.5,0,30
857,-24.0,5.5,0,30
858,-24.0,5.5,0,30
859,-24.01,5.499535732727304,0,30
860,-24.0,5.5,0,30
861,-24.0,5.5,0,30
862,-24.0,5.5,0,30
863,-25.03,5.499071465454608,0,30
864,-24.0,5.499767866363652,0,30
865,-24.0,5.5,0,30
866,-23.8,5.5,0,30
867,-24.0,5.5,0,30
868,-24.0,5.5,0,30
869,-24.0,5.5,0,30
870,-24.0,5.5,0,30
871,-24.0,5.5,0,30
872,-24.0,5.5,0,30
873,-24.0,5.5,0,30
874,-24.0,5.5,0,30
875,-24.0,5.5,0,30
876,-24.0,5.499767866363652,0,30
877,-24.0,5.5,0,30
878,-24.0,5.499767866363652,0,30
879,-24.0,5.5,0,30
880,-24.0,5.5,0,30
881,-24.0,5.5,0,30
882,-24.0,5.5,0,30
883,-24.0,5.5,0,30
