episode,total_reward,pgf_mean,success,steps
884,-24.0,5.5,0,30
885,-24.0,5.5,0,30
886,-24.0,5.5,0,30
887,-24.0,5.5,0,30
888,-24.0,5.5,0,30
889,-24.0,5.5,0,30
890,-24.0,5.5,0,30
891,-24.0,5.5,0,30
892,-24.0,5.5,0,30
893,-24.0,5.5,0,30
894,-23.8,5.5,0,30
895,-24.0,5.5,0,30
896,-24.0,5.499767866363652,0,30
897,-24.0,5.5,0,30
898,-24.0,5.5,0,30
899,-24.0,5.5,0,30
900,-24.0,5.5,0,30
901,-24.01,5.499535732727304,0,30
902,-24.0,5.5,0,30
903,-24.0,5.5,0,30
904,-24.0,5.5,0,30
905,-24.0,5.5,0,30
906,-24.0,5.5,0,30
907,-24.0,5.5,0,30
908,-24.08,5.497910797272865,0,30
909,-24.0,5.499767866363652,0,30
910,-24.0,5.499767866363652,0,30
911,-24.0,5.5,0,30
912,-24.0,5.5,0,30
913,-24.0,5.5,0,30
914,-24.0,5.499767866363652,0,30
915,-24.0,5.5,0,30
916,-24.01,5.499767866363652,0,30
917,-25.07,5.498142930909214,0,30
918,-24.0,5.5,0,30
919,-23.8,5.5,0,30
920,-25.01,5.4995357327273044,0,30
921,-23.8,5.499767866363652,0,30
922,-24.0,5.5,0,30
923,-24.0,5.5,0,30
924,-24.0,5.5,0,30
925,-24.0,5.5,0,30
926,-24.0,5.5,0,30
927,-24.0,5.5,0,30
928,-24.0,5.5,0,30
929,-24.0,5.499767866363652,0,30
930,-24.0,5.5,0,30
931,-24.0,5.499767866363652,0,30
932,-24.0,5.5,0,30
933,-24.0,5.5,0,30
934,-24.0,5.5,0,30
935,-24.0,5.5,0,30
936,-24.0,5.5,0,30
937,-24.0,5.5,0,30
938,-24.0,5.5,0,30
939,-24.0,5.5,0,30
940,-24.0,5.5,0,30
941,-24.0,5.5,0,30
942,-24.0,5.5,0,30
943,-24.0,5.5,0,30
944,-24.0,5.5,0,30
945,-24.0,5.5,0,30
946,-24.0,5.5,0,30
947,-24.0,5.5,0,30
948,-23.8,5.5,0,30
949,-24.0,5.5,0,30
950,-24.0,5.5,0,30
951,-24.0,5.499535732727304,0,30
952,-24.0,5.5,0,30
953,-23.8,5.5,0,30
954,-24.0,5.4995357327273044,0,30
955,-24.0,5.5,0,30
956,-24.0,5.5,0,30
957,-24.0,5.5,0,30
958,-24.0,5.5,0,30
959,-23.8,5.5,0,30
960,-24.0,5.5,0,30
961,-24.0,5.5,0,30
962,-24.0,5.5,0,30
963,-24.0,5.499767866363652,0,30
964,-24.01,5.4995357327273044,0,30
965,-24.0,5.5,0,30
966,-24.02,5.499303599090956,0,30
967,-24.0,5.5,0,30
968,-24.0,5.5,0,30
969,-24.0,5.5,0,30
970,-24.0,5.499767866363652,0,30
971,-24.0,5.5,0,30
972,-24.0,5.499767866363652,0,30
973,-24.0,5.5,0,30
974,-23.8,5.5,0,30
975,-24.0,5.5,0,30
976,-24.0,5.5,0,30
977,-24.0,5.499767866363652,0,30
978,-24.0,5.499535732727304,0,30
979,-24.0,5.499767866363652,0,30
980,-24.0,5.499767866363652,0,30
981,-24.0,5.5,0,30
982,-24.0,5.499767866363652,0,30
983,-24.08,5.497678663636516,0,30
984,-24.05,5.49860719818191,0,30
985,-24.12,5.496982262727471,0,30
986,-24.0,5.5,0,30
987,-24.0,5.5,0,30
988,-24.07,5.497910797272865,0,30
989,-23.810000000000002,5.499535732727304,0,30
990,-24.0,5.5,0,30
991,-24.0,5.5,0,30
992,-24.0,5.5,0,30
993,-24.0,5.5,0,30
994,-24.0,5.5,0,30
995,-24.14,5.496517995454775,0,30
996,-24.0,5.5,0,30
997,-24.0,5.5,0,30
998,-24.0,5.5,0,30
999,-23.8,5.5,0,30
1000,-23.8,5.5,0,30
1001,-24.0,5.5,0,30
1002,-24.0,5.5,0,30
1003,-24.0,5.499535732727304,0,30
1004,-24.0,5.5,0,30
1005,-24.0,5.5,0,30
1006,-24.0,5.5,0,30
1007,-24.0,5.499767866363652,0,30
1008,-24.0,5.5,0,30
1009,-23.8,5.5,0,30
1010,-29.8,5.134789300052836,0,30
1011,-24.0,5.5,0,30
1012,-24.0,5.5,0,30
1013,-24.0,5.5,0,30
1014,-24.0,5.5,0,30
1015,-24.0,5.5,0,30
1016,-24.0,5.499535732727304,0,30
1017,-24.0,5.5,0,30
1018,-24.0,5.5,0,30
1019,-23.8,5.5,0,30
1020,-23.8,5.5,0,30
1021,-24.0,5.5,0,30
1022,-24.0,5.5,0,30
1023,-24.0,5.5,0,30
1024,-23.8,5.5,0,30
1025,-24.0,5.5,0,30
1026,-24.0,5.5,0,30
1027,-24.02,5.499303599090954,0,30
1028,-24.0,5.5,0,30
1029,-24.0,5.5,0,30
1030,-24.0,5.5,0,30
1031,-24.0,5.5,0,30
1032,-24.0,5.5,0,30
1033,-23.8,5.5,0,30
1034,-24.0,5.5,0,30
1035,-24.0,5.5,0,30
1036,-25.03,5.499071465454606,0,30
1037,-24.0,5.5,0,30
1038,-24.0,5.5,0,30
1039,-24.02,5.499071465454606,0,30
1040,-24.0,5.5,0,30
1041,-23.8,5.5,0,30
1042,-24.0,5.5,0,30
1043,-24.0,5.5,0,30
1044,-24.0,5.5,0,30
1045,-24.0,5.5,0,30
1046,-24.0,5.5,0,30
1047,-24.0,5.5,0,30
1048,-23.8,5.5,0,30
1049,-24.0,5.5,0,30
1050,-24.0,5.5,0,30
1051,-23.8,5.5,0,30
1052,-24.0,5.5,0,30
1053,-24.0,5.499767866363652,0,30
1054,-24.0,5.5,0,30
1055,-24.0,5.5,0,30
1056,-24.0,5.5,0,30
1057,-24.0,5.5,0,30
1058,-24.0,5.5,0,30
1059,-24.0,5.5,0,30
1060,-24.0,5.5,0,30
1061,-25.150000000000002,5.496053728182077,0,30
1062,-24.0,5.499535732727304,0,30
1063,-24.0,5.5,0,30
1064,-24.0,5.5,0,30
1065,-24.0,5.5,0,30
1066,-24.0,5.5,0,30
1067,-24.0,5.5,0,30
1068,-24.0,5.499767866363652,0,30
1069,-24.0,5.5,0,30
1070,-24.0,5.499767866363652,0,30
1071,-24.0,5.5,0,30
1072,-24.0,5.5,0,30
1073,-24.0,5.5,0,30
1074,-24.0,5.5,0,30
1075,-24.0,5.5,0,30
1076,-24.0,5.5,0,30
1077,-24.0,5.5,0,30
1078,-24.0,5.5,0,30
1079,-24.0,5.499767866363652,0,30
1080,-24.0,5.5,0,30
1081,-24.0,5.5,0,30
1082,-24.0,5.5,0,30
1083,-24.0,5.5,0,30
1084,-26.5,5.460436790015851,0,30
1085,-24.0,5.5,0,30
1086,-24.0,5.5,0,30
1087,-24.0,5.5,0,30
1088,-24.01,5.499303599090954,0,30
1089,-24.01,5.499071465454606,0,30
1090,-24.0,5.499767866363652,0,30
1091,-24.0,5.499767866363652,0,30
1092,-24.0,5.5,0,30
1093,-24.0,5.5,0,30
1094,-24.0,5.5,0,30
1095,-24.0,5.5,0,30
1096,-24.0,5.5,0,30
1097,-24.0,5.5,0,30
1098,-24.0,5.5,0,30
1099,-24.0,5.499767866363652,0,30
1100,-24.0,5.5,0,30
1101,-23.8,5.5,0,30
1102,-23.8,5.5,0,30
1103,-24.0,5.5,0,30
1104,-24.0,5.5,0,30
1105,-24.0,5.5,0,30
1106,-24.0,5.5,0,30
1107,-24.0,5.5,0,30
1108,-24.0,5.5,0,30
1109,-24.0,5.5,0,30
1110,-24.0,5.5,0,30
1111,-24.01,5.499535732727304,0,30
1112,-24.0,5.5,0,30
1113,-24.0,5.5,0,30
1114,-24.0,5.5,0,30
1115,-24.0,5.5,0,30
1116,-24.0,5.5,0,30
1117,-24.0,5.5,0,30
1118,-23.8,5.499767866363652,0,30
1119,-24.0,5.5,0,30
1120,-24.0,5.5,0,30
1121,-24.0,5.5,0,30
1122,-23.8,5.5,0,30
1123,-24.0,5.5,0,30
1124,-24.0,5.5,0,30
1125,-24.0,5.5,0,30
1126,-24.0,5.5,0,30
1127,-24.0,5.5,0,30
1128,-24.0,5.5,0,30
1129,-24.0,5.5,0,30
1130,-24.0,5.499767866363652,0,30
1131,-24.0,5.5,0,30
1132,-24.0,5.5,0,30
1133,-24.0,5.5,0,30
1134,-24.0,5.5,0,30
1135,-23.8,5.499767866363652,0,30
1136,-24.0,5.5,0,30
1137,-24.0,5.5,0,30
1138,-24.0,5.5,0,30
1139,-25.8,5.447249053354468,0,30
1140,-24.0,5.5,0,30
1141,-24.0,5.5,0,30
1142,-24.0,5.5,0,30
1143,-24.0,5.5,0,30
1144,-24.0,5.5,0,30
1145,-24.0,5.5,0,30
1146,-23.8,5.499767866363652,0,30
1147,-24.0,5.499767866363652,0,30
1148,-24.0,5.499767866363652,0,30
1149,-24.0,5.5,0,30
1150,-24.0,5.5,0,30
1151,-26.3,5.460204656379503,0,30
1152,-24.0,5.499767866363652,0,30
1153,-24.0,5.5,0,30
1154,-24.0,5.5,0,30
1155,-24.0,5.5,0,30
1156,-24.0,5.5,0,30
1157,-23.8,5.5,0,30
1158,-24.0,5.5,0,30
1159,-24.0,5.5,0,30
1160,-24.0,5.5,0,30
1161,-24.0,5.5,0,30
1162,-24.0,5.5,0,30
1163,-24.0,5.5,0,30
1164,-24.0,5.5,0,30
1165,-24.0,5.5,0,30
1166,-24.0,5.499767866363652,0,30
1167,-24.0,5.5,0,30
1168,-24.0,5.5,0,30
1169,-24.0,5.5,0,30
1170,-24.0,5.499767866363652,0,30
1171,-24.0,5.499767866363652,0,30
1172,-24.0,5.5,0,30
1173,-24.0,5.5,0,30
1174,-24.0,5.5,0,30
1175,-24.0,5.5,0,30
1176,-24.0,5.499767866363652,0,30
1177,-25.32,5.48634799606592,0,30
1178,-24.0,5.5,0,30
1179,-24.0,5.5,0,30
1180,-24.0,5.5,0,30
1181,-23.8,5.5,0,30
1182,-24.0,5.5,0,30
1183,-24.0,5.5,0,30
1184,-24.0,5.5,0,30
1185,-24.0,5.5,0,30
1186,-24.0,5.5,0,30
1187,-24.0,5.5,0,30
1188,-24.0,5.5,0,30
1189,-24.0,5.5,0,30
1190,-24.0,5.5,0,30
1191,-24.0,5.5,0,30
1192,-24.0,5.5,0,30
1193,-24.0,5.5,0,30
1194,-24.0,5.5,0,30
1195,-24.0,5.5,0,30
1196,-24.0,5.5,0,30
1197,-24.0,5.5,0,30
1198,-24.0,5.5,0,30
1199,-24.0,5.5,0,30
1200,-24.0,5.5,0,30
1201,-24.0,5.5,0,30
1202,-24.0,5.5,0,30
1203,-24.0,5.499767866363652,0,30
1204,-24.0,5.5,0,30
1205,-24.0,5.5,0,30
1206,-24.0,5.5,0,30
1207,-24.0,5.499767866363652,0,30
1208,-24.0,5.5,0,30
1209,-24.0,5.5,0,30
1210,-24.0,5.5,0,30
1211,-24.0,5.5,0,30
1212,-24.0,5.499767866363652,0,30
1213,-24.0,5.5,0,30
1214,-24.0,5.499767866363652,0,30
1215,-24.01,5.499535732727304,0,30
1216,-24.0,5.499767866363652,0,30
1217,-24.81,5.472928125768188,0,30
1218,-24.0,5.5,0,30
1219,-24.93,5.496750129091125,0,30
1220,-24.0,5.5,0,30
1221,-24.0,5.5,0,30
1222,-24.0,5.5,0,30
1223,-24.0,5.5,0,30
1224,-24.0,5.5,0,30
1225,-24.81,5.4995357327273044,0,30
1226,-24.0,5.5,0,30
1227,-24.0,5.5,0,30
1228,-24.0,5.5,0,30
1229,-24.3,5.486812263338617,0,30
1230,-24.0,5.5,0,30
1231,-24.0,5.5,0,30
1232,-24.0,5.5,0,30
1233,-24.0,5.5,0,30
1234,-25.080000000000002,5.497910797272865,0,30
1235,-24.0,5.5,0,30
1236,-24.0,5.5,0,30
1237,-24.0,5.5,0,30
1238,-24.0,5.5,0,30
1239,-24.0,5.5,0,30
1240,-24.0,5.5,0,30
1241,-24.0,5.5,0,30
1242,-24.02,5.499071465454606,0,30
1243,-24.0,5.5,0,30
1244,-24.0,5.5,0,30
1245,-24.0,5.5,0,30
1246,-35.599999999999994,5.049490318117406,0,24
1247,-24.0,5.499767866363652,0,30
1248,-24.0,5.5,0,30
1249,-24.0,5.499767866363652,0,30
1250,-24.0,5.5,0,30
1251,-24.0,5.5,0,30
1252,-24.0,5.5,0,30
1253,-24.0,5.5,0,30
1254,-24.0,5.5,0,30
1255,-23.8,5.499535732727304,0,30
1256,-24.0,5.5,0,30
1257,-23.8,5.5,0,30
1258,-24.0,5.5,0,30
1259,-24.0,5.5,0,30
1260,-24.0,5.5,0,30
1261,-24.0,5.5,0,30
1262,-24.0,5.5,0,30
1263,-24.0,5.5,0,30
1264,-24.0,5.5,0,30
1265,-23.8,5.5,0,30
1266,-35.3,5.068058322277468,0,24
1267,-24.0,5.499767866363651,0,30
1268,-24.0,5.5,0,30
1269,-24.0,5.499535732727302,0,30
1270,-24.0,5.5,0,30
1271,-24.0,5.5,0,30
1272,-24.0,5.5,0,30
1273,-24.0,5.499767866363651,0,30
1274,-24.0,5.5,0,30
1275,-24.0,5.5,0,30
1276,-24.0,5.499767866363651,0,30
1277,-23.8,5.5,0,30
1278,-24.0,5.5,0,30
1279,-24.0,5.5,0,30
1280,-24.0,5.5,0,30
1281,-24.0,5.5,0,30
1282,-24.0,5.5,0,30
1283,-24.0,5.5,0,30
1284,-24.0,5.5,0,30
1285,-24.0,5.5,0,30
1286,-24.0,5.5,0,30
1287,-24.0,5.5,0,30
1288,-23.8,5.5,0,30
1289,-24.0,5.5,0,30
1290,-25.020000000000003,5.499535732727302,0,30
1291,-24.0,5.5,0,30
1292,-24.13,5.496750129091121,0,30
1293,-24.0,5.5,0,30
1294,-24.0,5.5,0,30
1295,-24.0,5.5,0,30
1296,-24.0,5.5,0,30
1297,-24.0,5.5,0,30
1298,-24.0,5.5,0,30
1299,-24.0,5.5,0,30
1300,-24.0,5.5,0,30
1301,-24.0,5.5,0,30
1302,-24.0,5.5,0,30
1303,-24.0,5.499767866363651,0,30
1304,-24.0,5.499767866363652,0,30
1305,-24.0,5.5,0,30
1306,-24.0,5.5,0,30
1307,-24.01,5.499535732727304,0,30
1308,-24.0,5.5,0,30
1309,-23.8,5.499767866363652,0,30
1310,-24.0,5.5,0,30
1311,-24.0,5.5,0,30
1312,-24.0,5.5,0,30
1313,-24.0,5.5,0,30
1314,-24.0,5.5,0,30
1315,-24.0,5.5,0,30
1316,-24.0,5.5,0,30
1317,-24.0,5.5,0,30
1318,-24.0,5.5,0,30
1319,-24.0,5.5,0,30
1320,-24.0,5.5,0,30
1321,-24.0,5.5,0,30
1322,-24.0,5.5,0,30
1323,-24.01,5.499535732727302,0,30
1324,-24.0,5.5,0,30
1325,-24.0,5.5,0,30
1326,-24.0,5.5,0,30
1327,-24.09,5.497678663636514,0,30
1328,-24.0,5.499767866363651,0,30
1329,-24.82,5.499303599090954,0,30
1330,-24.0,5.5,0,30
1331,-24.0,5.5,0,30
1332,-24.0,5.5,0,30
1333,-24.0,5.5,0,30
1334,-24.0,5.5,0,30
1335,-24.0,5.5,0,30
1336,-24.0,5.5,0,30
1337,-23.8,5.5,0,30
1338,-24.0,5.5,0,30
1339,-24.0,5.5,0,30
1340,-24.0,5.5,0,30
1341,-24.0,5.5,0,30
1342,-24.0,5.5,0,30
1343,-24.0,5.5,0,30
1344,-24.0,5.5,0,30
1345,-24.0,5.5,0,30
1346,-24.0,5.5,0,30
1347,-24.0,5.5,0,30
1348,-24.82,5.499303599090953,0,30
1349,-24.0,5.5,0,30
1350,-24.0,5.5,0,30
1351,-24.0,5.5,0,30
1352,-24.0,5.5,0,30
1353,-24.0,5.5,0,30
1354,-24.0,5.5,0,30
1355,-24.0,5.5,0,30
1356,-24.0,5.5,0,30
1357,-24.0,5.5,0,30
1358,-24.01,5.499535732727304,0,30
1359,-24.0,5.5,0,30
1360,-24.0,5.5,0,30
1361,-24.0,5.5,0,30
1362,-24.81,5.499767866363651,0,30
1363,-24.0,5.5,0,30
1364,-24.0,5.5,0,30
1365,-23.8,5.5,0,30
1366,-23.8,5.499535732727304,0,30
1367,-24.0,5.499767866363652,0,30
1368,-24.0,5.5,0,30
1369,-24.0,5.5,0,30
1370,-24.0,5.5,0,30
1371,-24.0,5.5,0,30
1372,-24.0,5.499767866363651,0,30
1373,-24.0,5.5,0,30
1374,-24.0,5.5,0,30
1375,-23.8,5.5,0,30
1376,-24.0,5.5,0,30
1377,-24.0,5.5,0,30
1378,-24.0,5.5,0,30
1379,-24.0,5.5,0,30
1380,-24.0,5.5,0,30
1381,-24.0,5.5,0,30
1382,-24.0,5.5,0,30
1383,-24.0,5.499535732727304,0,30
1384,-24.0,5.5,0,30
1385,-24.0,5.5,0,30
1386,-24.0,5.5,0,30
1387,-24.06,5.49837506454556,0,30
1388,-24.0,5.499767866363651,0,30
1389,-24.11,5.497214396363818,0,30
1390,-24.0,5.5,0,30
1391,-24.0,5.5,0,30
1392,-23.8,5.5,0,30
1393,-24.03,5.4990714654546045,0,30
1394,-24.0,5.5,0,30
1395,-24.0,5.5,0,30
1396,-24.0,5.5,0,30
1397,-24.0,5.499767866363651,0,30
1398,-24.0,5.5,0,30
1399,-23.830000000000002,5.4990714654546045,0,30
1400,-24.0,5.5,0,30
1401,-24.0,5.5,0,30
1402,-23.8,5.5,0,30
1403,-24.0,5.5,0,30
1404,-24.0,5.5,0,30
1405,-24.0,5.5,0,30
1406,-24.0,5.5,0,30
1407,-24.0,5.499767866363651,0,30
1408,-24.0,5.5,0,30
1409,-24.0,5.5,0,30
1410,-24.0,5.5,0,30
1411,-24.3,5.486812263338617,0,30
1412,-24.0,5.5,0,30
1413,-24.0,5.5,0,30
1414,-24.0,5.5,0,30
1415,-25.05,5.498607198181906,0,30
1416,-24.0,5.5,0,30
1417,-24.0,5.499767866363652,0,30
1418,-24.0,5.5,0,30
1419,-24.0,5.5,0,30
1420,-24.0,5.5,0,30
1421,-24.0,5.5,0,30
1422,-24.0,5.5,0,30
1423,-24.0,5.5,0,30
1424,-24.0,5.5,0,30
1425,-24.0,5.5,0,30
1426,-24.0,5.499767866363652,0,30
1427,-24.0,5.5,0,30
1428,-24.0,5.5,0,30
1429,-24.0,5.5,0,30
1430,-24.0,5.5,0,30
1431,-24.0,5.5,0,30
1432,-24.0,5.499767866363651,0,30
1433,-24.0,5.5,0,30
1434,-24.0,5.499767866363652,0,30
1435,-24.0,5.5,0,30
1436,-24.0,5.5,0,30
1437,-24.0,5.5,0,30
1438,-24.0,5.5,0,30
1439,-24.0,5.5,0,30
1440,-24.0,5.499767866363651,0,30
1441,-24.0,5.5,0,30
1442,-24.0,5.5,0,30
1443,-24.0,5.5,0,30
1444,-24.0,5.499767866363652,0,30
1445,-24.0,5.5,0,30
1446,-24.0,5.5,0,30
1447,-24.0,5.5,0,30
1448,-24.0,5.5,0,30
1449,-24.0,5.5,0,30
1450,-24.0,5.5,0,30
1451,-24.0,5.5,0,30
1452,-24.0,5.5,0,30
1453,-24.0,5.5,0,30
1454,-24.0,5.5,0,30
1455,-24.0,5.5,0,30
1456,-24.0,5.5,0,30
1457,-23.8,5.499767866363651,0,30
1458,-24.0,5.499767866363651,0,30
1459,-24.0,5.5,0,30
1460,-24.0,5.5,0,30
1461,-24.0,5.5,0,30
1462,-24.0,5.5,0,30
1463,-24.0,5.5,0,30
1464,-24.01,5.499535732727302,0,30
1465,-24.0,5.5,0,30
1466,-24.0,5.5,0,30
1467,-24.0,5.5,0,30
1468,-24.0,5.5,0,30
1469,-24.0,5.5,0,30
1470,-24.0,5.5,0,30
1471,-24.0,5.5,0,30
1472,-24.0,5.5,0,30
1473,-24.0,5.5,0,30
1474,-24.0,5.5,0,30
1475,-24.0,5.5,0,30
1476,-24.02,5.499303599090954,0,30
1477,-24.0,5.5,0,30
1478,-24.0,5.5,0,30
1479,-24.0,5.5,0,30
1480,-24.0,5.5,0,30
1481,-24.0,5.5,0,30
1482,-24.0,5.5,0,30
1483,-24.0,5.499767866363652,0,30
1484,-24.0,5.5,0,30
1485,-24.0,5.5,0,30
1486,-24.0,5.5,0,30
1487,-24.0,5.5,0,30
1488,-24.0,5.499767866363651,0,30
1489,-24.0,5.499767866363652,0,30
1490,-24.0,5.5,0,30
1491,-24.0,5.5,0,30
1492,-24.0,5.5,0,30
1493,-24.0,5.5,0,30
1494,-24.0,5.5,0,30
1495,-24.0,5.5,0,30
1496,-24.0,5.5,0,30
1497,-24.0,5.5,0,30
1498,-24.0,5.499767866363651,0,30
1499,-24.0,5.5,0,30
1500,-24.3,5.486580129702268,0,30
1501,-24.0,5.5,0,30
1502,-24.0,5.5,0,30
1503,-24.0,5.5,0,30
1504,-24.0,5.5,0,30
1505,-24.0,5.5,0,30
1506,-24.0,5.5,0,30
1507,-24.0,5.499767866363651,0,30
1508,-24.0,5.5,0,30
1509,-24.0,5.5,0,30
1510,-24.0,5.5,0,30
1511,-24.0,5.5,0,30
1512,-24.0,5.5,0,30
1513,-24.0,5.5,0,30
1514,-24.0,5.5,0,30
1515,-24.0,5.5,0,30
1516,-24.0,5.5,0,30
1517,-24.0,5.5,0,30
1518,-23.8,5.5,0,30
1519,-24.0,5.5,0,30
1520,-24.0,5.5,0,30
1521,-24.0,5.5,0,30
1522,-24.0,5.5,0,30
1523,-24.0,5.5,0,30
1524,-24.0,5.499767866363651,0,30
1525,-24.0,5.5,0,30
1526,-24.0,5.5,0,30
1527,-24.0,5.5,0,30
1528,-24.0,5.499767866363652,0,30
1529,-24.0,5.5,0,30
1530,-24.0,5.5,0,30
1531,-23.8,5.5,0,30
1532,-23.8,5.5,0,30
1533,-24.0,5.5,0,30
1534,-24.0,5.5,0,30
1535,-24.0,5.499767866363651,0,30
1536,-24.0,5.5,0,30
1537,-24.0,5.5,0,30
1538,-23.8,5.499767866363652,0,30
1539,-24.0,5.5,0,30
1540,-24.0,5.5,0,30
1541,-24.0,5.5,0,30
1542,-24.0,5.5,0,30
1543,-24.0,5.5,0,30
1544,-24.0,5.5,0,30
1545,-24.0,5.499767866363652,0,30
1546,-24.0,5.5,0,30
1547,-24.0,5.5,0,30
1548,-24.0,5.5,0,30
1549,-24.0,5.499767866363652,0,30
1550,-24.0,5.5,0,30
1551,-24.0,5.5,0,30
1552,-24.0,5.5,0,30
1553,-24.0,5.5,0,30
1554,-24.0,5.5,0,30
1555,-23.8,5.5,0,30
1556,-24.0,5.499767866363651,0,30
1557,-24.0,5.5,0,30
1558,-23.8,5.5,0,30
1559,-24.0,5.5,0,30
1560,-24.0,5.5,0,30
1561,-24.0,5.5,0,30
1562,-24.0,5.499767866363651,0,30
1563,-24.0,5.5,0,30
1564,-23.810000000000002,5.499535732727302,0,30
1565,-24.0,5.5,0,30
1566,-23.810000000000002,5.499535732727304,0,30
1567,-24.0,5.5,0,30
1568,-24.0,5.5,0,30
1569,-24.0,5.5,0,30
1570,-24.0,5.5,0,30
1571,-24.0,5.5,0,30
1572,-24.0,5.5,0,30
1573,-24.81,5.499767866363651,0,30
1574,-24.0,5.5,0,30
1575,-24.1,5.497678663636516,0,30
1576,-24.0,5.5,0,30
1577,-24.81,5.499767866363651,0,30
1578,-24.0,5.5,0,30
1579,-23.8,5.5,0,30
1580,-24.0,5.5,0,30
1581,-24.0,5.5,0,30
1582,-24.0,5.5,0,30
1583,-24.0,5.5,0,30
1584,-24.0,5.5,0,30
1585,-24.0,5.5,0,30
1586,-24.0,5.499767866363651,0,30
1587,-24.0,5.5,0,30
1588,-24.0,5.5,0,30
1589,-24.01,5.499535732727302,0,30
1590,-24.0,5.5,0,30
1591,-24.0,5.5,0,30
1592,-24.0,5.5,0,30
1593,-24.0,5.5,0,30
1594,-24.0,5.5,0,30
1595,-24.0,5.5,0,30
1596,-23.91,5.497214396363816,0,30
1597,-24.0,5.5,0,30
1598,-24.0,5.5,0,30
1599,-24.0,5.5,0,30
1600,-24.0,5.5,0,30
1601,-24.0,5.5,0,30
1602,-24.0,5.5,0,30
1603,-23.8,5.5,0,30
1604,-24.0,5.5,0,30
1605,-24.0,5.5,0,30
1606,-24.01,5.499303599090954,0,30
1607,-24.0,5.5,0,30
1608,-24.01,5.499535732727302,0,30
1609,-24.0,5.5,0,30
1610,-24.0,5.5,0,30
1611,-24.0,5.499767866363651,0,30
1612,-23.8,5.5,0,30
1613,-24.0,5.5,0,30
1614,-24.0,5.5,0,30
1615,-24.0,5.5,0,30
1616,-24.02,5.499303599090954,0,30
1617,-24.0,5.499767866363652,0,30
1618,-24.0,5.5,0,30
1619,-24.0,5.5,0,30
1620,-24.0,5.499767866363652,0,30
1621,-24.0,5.5,0,30
1622,-24.0,5.5,0,30
1623,-24.0,5.5,0,30
1624,-23.8,5.5,0,30
1625,-24.0,5.5,0,30
1626,-24.0,5.5,0,30
1627,-24.0,5.5,0,30
1628,-24.0,5.5,0,30
1629,-23.8,5.499767866363651,0,30
1630,-24.0,5.5,0,30
1631,-24.02,5.499303599090954,0,30
1632,-24.15,5.496285861818423,0,30
1633,-23.8,5.5,0,30
1634,-24.0,5.5,0,30
1635,-24.0,5.499767866363651,0,30
1636,-24.0,5.5,0,30
1637,-24.0,5.499767866363651,0,30
1638,-24.0,5.5,0,30
1639,-24.0,5.5,0,30
1640,-24.0,5.5,0,30
1641,-24.0,5.5,0,30
1642,-24.0,5.5,0,30
1643,-24.0,5.5,0,30
1644,-24.0,5.5,0,30
1645,-24.0,5.5,0,30
1646,-24.0,5.5,0,30
1647,-24.0,5.5,0,30
1648,-24.0,5.499767866363652,0,30
1649,-24.0,5.5,0,30
1650,-24.0,5.5,0,30
1651,-24.0,5.5,0,30
1652,-24.0,5.5,0,30
1653,-24.0,5.5,0,30
1654,-24.0,5.5,0,30
1655,-24.0,5.5,0,30
1656,-24.0,5.5,0,30
1657,-24.0,5.5,0,30
1658,-24.0,5.5,0,30
1659,-24.0,5.499535732727302,0,30
1660,-24.0,5.5,0,30
1661,-24.0,5.5,0,30
1662,-24.0,5.5,0,30
1663,-24.0,5.5,0,30
1664,-24.0,5.5,0,30
1665,-24.0,5.5,0,30
1666,-24.0,5.5,0,30
1667,-24.0,5.5,0,30
1668,-24.0,5.5,0,30
1669,-24.0,5.499767866363651,0,30
1670,-24.0,5.5,0,30
1671,-24.0,5.5,0,30
1672,-24.0,5.5,0,30
1673,-24.0,5.5,0,30
1674,-24.0,5.5,0,30
1675,-24.0,5.5,0,30
1676,-24.0,5.5,0,30
1677,-24.0,5.5,0,30
1678,-24.0,5.5,0,30
1679,-24.0,5.5,0,30
1680,-24.0,5.499767866363651,0,30
1681,-24.0,5.5,0,30
1682,-24.0,5.5,0,30
1683,-24.0,5.5,0,30
1684,-24.0,5.5,0,30
1685,-24.0,5.5,0,30
1686,-24.0,5.5,0,30
1687,-24.0,5.5,0,30
1688,-24.0,5.5,0,30
1689,-26.8,5.447249053354468,0,30
1690,-24.3,5.486812263338617,0,30
1691,-24.0,5.5,0,30
1692,-24.0,5.5,0,30
1693,-24.8,5.473624526677233,0,30
1694,-24.0,5.5,0,30
1695,-24.1,5.497446530000165,0,30
1696,-23.8,5.5,0,30
1697,-25.14,5.49651799545477,0,30
1698,-24.0,5.499767866363652,0,30
1699,-24.0,5.5,0,30
1700,-24.0,5.5,0,30
1701,-24.0,5.5,0,30
1702,-24.0,5.5,0,30
1703,-24.0,5.5,0,30
1704,-24.0,5.5,0,30
1705,-24.0,5.5,0,30
1706,-24.0,5.499767866363652,0,30
1707,-24.0,5.5,0,30
1708,-24.0,5.5,0,30
1709,-24.0,5.5,0,30
1710,-24.0,5.499767866363651,0,30
1711,-24.0,5.5,0,30
1712,-24.0,5.5,0,30
1713,-24.0,5.5,0,30
1714,-24.0,5.5,0,30
1715,-24.0,5.499767866363651,0,30
1716,-24.0,5.5,0,30
1717,-24.0,5.5,0,30
1718,-24.0,5.5,0,30
1719,-24.86,5.471999591222795,0,30
