total_reward_env,total_reward_shaped,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,resources_collected,tripwires_triggered,episode,shaping_scale,stage,episodes_in_stage,success_rate_last_25,epsilon,seed,transition_triggered
23.87,23.87,30,0,0,0,2,0,0,0.0,0,0,,0.8603841919146962,123,0
22.47,22.47,30,0,0,0,0,0,1,0.0,0,1,,0.7402609576967045,123,0
13.660000000000002,13.660000000000002,30,0,0,0,0,0,2,0.0,0,2,,0.6369088258938781,123,0
24.15,24.15,30,0,0,0,1,0,3,0.0,0,3,,0.547986285490042,123,0
13.5,13.5,30,0,0,0,0,0,4,0.0,0,4,,0.47147873742168567,123,0
114.73,114.73,23,1,0,0,0,0,5,0.0,0,5,,0.42013897252428334,123,0
23.94,23.94,30,0,0,0,1,0,6,0.0,0,6,,0.3614809303671764,123,0
123.42,123.42,30,1,0,0,0,0,7,0.0,0,7,,0.31101247816653554,123,0
23.970000000000002,23.970000000000002,30,0,0,0,1,0,8,0.0,0,8,,0.26759021970270175,123,0
124.34,124.34,23,1,0,0,0,0,9,0.0,0,9,,0.2384520680152932,123,0
25.37,25.37,30,0,0,0,2,0,10,0.0,0,10,,0.20516038984972615,123,0
126.13,126.13,20,1,0,0,1,0,11,0.0,0,11,,0.18559023879528855,123,0
125.11,125.11,20,1,0,0,0,0,12,0.0,0,12,,0.1678868750508869,123,0
23.9,23.9,30,0,0,0,2,0,13,0.0,0,13,,0.14444721332374086,123,0
24.75,24.75,30,0,0,0,2,0,14,0.0,0,14,,0.1242800989098765,123,0
124.35,124.35,24,1,0,0,0,0,15,0.0,0,15,,0.11019338598389174,123,0
125.3,125.3,18,1,0,0,0,0,16,0.0,0,16,,0.10068643904747315,123,0
124.54,124.54,26,1,0,0,1,0,17,0.0,0,17,,0.08838347664452084,123,0
125.94,125.94,14,1,0,0,0,0,18,0.0,0,18,,0.08239373898667031,123,0
21.38,21.38,30,0,0,0,0,0,19,0.0,0,19,,0.0708902705368767,123,0
125.95,125.95,14,1,0,0,0,0,20,0.0,0,20,,0.0660860453679829,123,0
122.59,122.59,30,1,0,0,0,0,21,0.0,0,21,,0.05685938874076987,123,0
124.68,124.68,20,1,0,0,0,0,22,0.0,0,22,,0.05143559895690903,123,0
125.94,125.94,14,1,0,0,0,0,23,0.0,0,23,,0.04794981455780219,123,0
125.27,125.27,23,1,0,0,1,0,24,0.0,0,24,,0.04272851397543923,123,0
125.26,125.26,22,1,0,0,1,0,25,0.0,0,25,0.56,0.03826710124979409,123,0
127.96,127.96,14,1,0,0,2,0,26,0.0,0,26,0.6,0.035673744367776934,123,1
125.96,128.46,20,1,0,0,1,0,27,0.25,1,0,0.64,0.03227084302572862,123,1
125.94,125.94,14,1,0,0,0,0,28,0.5,2,0,0.68,0.030083851847510768,123,1
125.93,125.93,14,1,0,0,0,0,29,0.75,3,0,0.72,0.0280450728002803,123,1
125.54,125.54,16,1,0,0,0,0,30,1.0,4,0,0.76,0.025883670561501974,123,0
