total_reward_env,total_reward_shaped,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,resources_collected,tripwires_triggered,episode,shaping_scale,stage,episodes_in_stage,success_rate_last_25,transition_triggered,epsilon,seed
24.009999999999998,24.009999999999998,30,0,0,0,2,0,0,0.0,0,1,,0,0.8603841919146962,123
23.66,23.66,30,0,0,0,1,0,1,0.0,0,2,,0,0.7402609576967045,123
22.279999999999998,22.279999999999998,30,0,0,0,0,0,2,0.0,0,3,,0,0.6369088258938781,123
23.97,23.97,30,0,0,0,1,0,3,0.0,0,4,,0,0.547986285490042,123
22.57,22.57,30,0,0,0,0,0,4,0.0,0,5,,0,0.47147873742168567,123
125.11,125.11,26,1,0,0,1,0,5,0.0,0,6,,0,0.41386834584198684,123
24.3,24.3,30,0,0,0,1,0,6,0.0,0,7,,0,0.35608578229633,123
21.0,21.0,30,0,0,0,0,0,7,0.0,0,8,,0,0.3063705780533402,123
22.96,22.96,30,0,0,0,0,0,8,0.0,0,9,,0,0.26359640222486147,123
23.169999999999998,23.169999999999998,30,0,0,0,0,0,9,0.0,0,10,,0,0.22679417751985861,123
115.12,115.12,18,1,0,0,0,0,10,0.0,0,11,,0,0.20722748400265262,123
12.970000000000011,12.970000000000011,30,0,0,0,0,0,11,0.0,0,12,,0,0.17829525136613786,123
125.58,125.58,16,1,0,0,0,0,12,0.0,0,13,,0,0.16455423674261854,123
125.57,125.57,16,1,0,0,0,0,13,0.0,0,14,,0,0.1518722266715875,123
125.75,125.75,15,1,0,0,0,0,14,0.0,0,15,,0,0.14087196468590776,123
125.55,125.55,18,1,0,0,0,0,15,0.0,0,16,,0,0.12871821987500112,123
104.05999999999999,104.05999999999999,25,1,0,0,0,0,16,0.0,0,17,,0,0.1135578192100607,123
127.98,127.98,14,1,0,0,2,0,17,0.0,0,18,,0,0.10586201936274783,123
124.15,124.15,24,1,0,0,0,0,18,0.0,0,19,,0,0.09386293109673778,123
124.37,124.37,25,1,0,0,0,0,19,0.0,0,20,,0,0.08280777787605056,123
125.78,125.78,16,1,0,0,0,0,20,0.0,0,21,,0,0.07642587550895225,123
124.87,124.87,29,1,0,0,2,0,21,0.0,0,22,,0,0.0660860453679829,123
115.97,115.97,14,1,0,0,0,0,22,0.0,0,23,,0,0.061607401965086545,123
127.36,127.36,20,1,0,0,2,0,23,0.0,0,24,,0,0.05573070148010834,123
125.77,125.77,16,1,0,0,0,0,24,0.0,0,25,,0,0.05143559895690903,123
126.76,126.76,16,1,0,0,1,0,25,0.0,0,26,,0,0.047471515157588115,123
125.56,125.56,16,1,0,0,0,0,26,0.0,0,27,,0,0.043812938841152796,123
125.75,125.75,15,1,0,0,0,0,27,0.0,0,28,,0,0.04063952250178857,123
113.85999999999999,113.85999999999999,25,1,0,0,0,0,28,0.0,0,29,,0,0.03585300941485119,123
115.74000000000001,115.74000000000001,16,1,0,0,0,0,29,0.0,0,30,,0,0.03308985827710748,123
125.97,125.97,14,1,0,0,0,0,30,0.0,0,31,,0,0.030847362533106718,123
125.96,125.96,14,1,0,0,0,0,31,0.0,0,32,,0,0.028756840457888354,123
126.96,126.96,14,1,0,0,1,0,32,0.0,0,33,,0,0.026807992814067,123
125.96,125.96,14,1,0,0,0,0,33,0.0,0,34,,0,0.024991218342344988,123
127.36,127.36,17,1,0,0,2,0,34,0.0,0,35,,0,0.022949847368015076,123
126.96,126.96,14,1,0,0,1,0,35,0.0,0,36,,0,0.021394538952450012,123
126.96,126.96,14,1,0,0,1,0,36,0.0,0,37,,0,0.019944633602480003,123
125.96,125.96,14,1,0,0,0,0,37,0.0,0,38,,0,0.018592988164936427,123
126.96,126.96,14,1,0,0,1,0,38,0.0,0,39,,0,0.017332943577287888,123
127.96,127.96,14,1,0,0,2,0,39,0.0,0,40,,0,0.01615829206087557,123
125.97,125.97,14,1,0,0,0,0,40,0.0,0,41,,0,0.01506324653745902,123
115.95,115.95,14,1,0,0,0,0,41,0.0,0,42,,0,0.014042412118399107,123
128.97,128.97,14,1,0,0,3,0,42,0.0,0,43,,0,0.013090759526015528,123
114.91,114.91,19,1,0,0,0,0,43,0.0,0,44,,0,0.01190154599194817,123
115.97,115.97,14,1,0,0,0,0,44,0.0,0,45,,0,0.011094979641301777,123
127.75,127.75,15,1,0,0,2,0,45,0.0,0,46,,0,0.01029135882494263,123
126.96,126.96,14,1,0,0,1,0,46,0.0,0,47,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,47,0.0,0,48,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,48,0.0,0,49,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,49,0.0,0,50,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,50,0.0,0,51,,0,0.01,123
125.95,125.95,14,1,0,0,0,0,51,0.0,0,52,,0,0.01,123
125.97,125.97,14,1,0,0,0,0,52,0.0,0,53,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,53,0.0,0,54,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,54,0.0,0,55,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,55,0.0,0,56,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,56,0.0,0,57,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,57,0.0,0,58,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,58,0.0,0,59,,0,0.01,123
126.96,126.96,14,1,0,0,1,0,59,0.0,0,60,,0,0.01,123
126.96,126.96,14,1,0,0,1,0,60,0.0,0,61,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,61,0.0,0,62,,0,0.01,123
126.12,126.12,18,1,0,0,1,0,62,0.0,0,63,,0,0.01,123
124.76,124.76,21,1,0,0,0,0,63,0.0,0,64,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,64,0.0,0,65,,0,0.01,123
124.76,124.76,20,1,0,0,0,0,65,0.0,0,66,,0,0.01,123
125.97,125.97,14,1,0,0,0,0,66,0.0,0,67,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,67,0.0,0,68,,0,0.01,123
125.14,125.14,18,1,0,0,0,0,68,0.0,0,69,,0,0.01,123
116.95,116.95,14,1,0,0,1,0,69,0.0,0,70,,0,0.01,123
125.97,125.97,14,1,0,0,0,0,70,0.0,0,71,,0,0.01,123
126.96,126.96,14,1,0,0,1,0,71,0.0,0,72,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,72,0.0,0,73,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,73,0.0,0,74,,0,0.01,123
126.96,126.96,14,1,0,0,1,0,74,0.0,0,75,,0,0.01,123
125.97,125.97,14,1,0,0,0,0,75,0.0,0,76,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,76,0.0,0,77,,0,0.01,123
126.96,126.96,14,1,0,0,1,0,77,0.0,0,78,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,78,0.0,0,79,,0,0.01,123
126.96,126.96,14,1,0,0,1,0,79,0.0,0,80,,0,0.01,123
125.49,125.49,21,1,0,0,1,0,80,0.0,0,81,,0,0.01,123
125.37,125.37,17,1,0,0,0,0,81,0.0,0,82,,0,0.01,123
126.57,126.57,16,1,0,0,1,0,82,0.0,0,83,,0,0.01,123
126.96,126.96,14,1,0,0,1,0,83,0.0,0,84,,0,0.01,123
125.97,125.97,14,1,0,0,0,0,84,0.0,0,85,,0,0.01,123
126.96,126.96,14,1,0,0,1,0,85,0.0,0,86,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,86,0.0,0,87,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,87,0.0,0,88,,0,0.01,123
127.77,127.77,16,1,0,0,2,0,88,0.0,0,89,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,89,0.0,0,90,,0,0.01,123
126.96,126.96,14,1,0,0,1,0,90,0.0,0,91,,0,0.01,123
125.97,125.97,14,1,0,0,0,0,91,0.0,0,92,,0,0.01,123
126.96,126.96,14,1,0,0,1,0,92,0.0,0,93,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,93,0.0,0,94,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,94,0.0,0,95,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,95,0.0,0,96,,0,0.01,123
126.96,126.96,14,1,0,0,1,0,96,0.0,0,97,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,97,0.0,0,98,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,98,0.0,0,99,,0,0.01,123
126.96,126.96,14,1,0,0,1,0,99,0.0,0,100,,1,0.01,123
127.97,132.97,14,1,0,0,2,0,100,0.25,1,1,,0,0.01,123
127.96,132.96,14,1,0,0,2,0,101,0.25,1,2,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,102,0.25,1,3,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,103,0.25,1,4,,0,0.01,123
126.76,129.26,15,1,0,0,1,0,104,0.25,1,5,,0,0.01,123
125.96,125.96,14,1,0,0,0,0,105,0.25,1,6,,0,0.01,123
