total_reward_env,total_reward_shaped,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,resources_collected,tripwires_triggered,episode,shaping_scale,stage,episodes_in_stage,success_rate_last_25,epsilon,seed,transition_triggered
24.04,24.04,30,0,0,0,2,0,0,0.0,0,0,,0.8603841919146962,789,0
20.5,20.5,30,0,0,0,0,0,1,0.0,0,1,,0.7402609576967045,789,0
23.029999999999998,23.029999999999998,30,0,0,0,1,0,2,0.0,0,2,,0.6369088258938781,789,0
23.7,23.7,30,0,0,0,0,0,3,0.0,0,3,,0.547986285490042,789,0
23.470000000000002,23.470000000000002,30,0,0,0,1,0,4,0.0,0,4,,0.47147873742168567,789,0
21.65,21.65,30,0,0,0,0,0,5,0.0,0,5,,0.40565285250151817,789,0
124.95,124.95,25,1,0,0,1,0,6,0.0,0,6,,0.3578751580867638,789,0
25.93,25.93,30,0,0,0,2,0,7,0.0,0,7,,0.3079101286968243,789,0
124.74,124.74,29,1,0,0,1,0,8,0.0,0,8,,0.2662522686041882,789,0
123.53,123.53,28,1,0,0,0,0,9,0.0,0,9,,0.231387331601191,789,0
127.33,127.33,20,1,0,0,2,0,10,0.0,0,10,,0.20931540516921554,789,0
24.94,24.94,30,0,0,0,2,0,11,0.0,0,11,,0.1800916657318127,789,0
23.36,23.36,30,0,0,0,1,0,12,0.0,0,12,,0.1549480222912372,789,0
115.37,115.37,28,1,0,0,2,0,13,0.0,0,13,,0.1346580429260134,789,0
125.33,125.33,19,1,0,0,0,0,14,0.0,0,14,,0.12242520289863423,789,0
22.74,22.74,30,0,0,0,0,0,15,0.0,0,15,,0.10533270926593409,789,0
126.35,126.35,17,1,0,0,1,0,16,0.0,0,16,,0.09672876157528969,789,0
125.71,125.71,25,1,0,0,1,0,17,0.0,0,17,,0.08533607153708872,789,0
124.54,124.54,23,1,0,0,0,0,18,0.0,0,18,,0.07604374613140748,789,0
116.77,116.77,15,1,0,0,1,0,19,0.0,0,19,,0.07053581918419231,789,0
125.75,125.75,20,1,0,0,1,0,20,0.0,0,20,,0.06380744126877576,789,0
124.71,124.71,21,1,0,0,0,0,21,0.0,0,21,,0.05743227569078546,789,0
118.76,118.76,16,1,0,0,3,0,22,0.0,0,22,,0.053006034755694834,789,0
