total_reward_env,total_reward_shaped,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,resources_collected,tripwires_triggered,episode,shaping_scale,stage,episodes_in_stage,success_rate_last_25,epsilon,seed,transition_triggered
24.92,24.92,30,0,0,0,2,0,0,0.0,0,0,,0.8603841919146962,101112,0
23.57,23.57,30,0,0,0,1,0,1,0.0,0,1,,0.7402609576967045,101112,0
3.1300000000000026,3.1300000000000026,30,0,0,0,0,0,2,0.0,0,2,,0.6369088258938781,101112,0
21.979999999999997,21.979999999999997,30,0,0,0,0,0,3,0.0,0,3,,0.547986285490042,101112,0
21.75,21.75,30,0,0,0,0,0,4,0.0,0,4,,0.47147873742168567,101112,0
25.31,25.31,30,0,0,0,4,0,5,0.0,0,5,,0.40565285250151817,101112,0
22.369999999999997,22.369999999999997,30,0,0,0,0,0,6,0.0,0,6,,0.34901730169741024,101112,0
23.19,23.19,30,0,0,0,1,0,7,0.0,0,7,,0.30028896908517405,101112,0
124.33,124.33,27,1,0,0,0,0,8,0.0,0,8,,0.26227842021373715,101112,0
24.72,24.72,30,0,0,0,2,0,9,0.0,0,9,,0.22566020663225933,101112,0
22.619999999999997,22.619999999999997,30,0,0,0,1,0,10,0.0,0,10,,0.19415447453059972,101112,0
21.78,21.78,30,0,0,0,0,0,11,0.0,0,11,,0.16704744067563246,101112,0
3.5600000000000094,3.5600000000000094,30,0,0,0,1,0,12,0.0,0,12,,0.14372497725712216,101112,0
21.59,21.59,30,0,0,0,0,0,13,0.0,0,13,,0.12365869841532712,101112,0
126.52,126.52,16,1,0,0,1,0,14,0.0,0,14,,0.11412846151764894,101112,0
22.79,22.79,30,0,0,0,1,0,15,0.0,0,15,,0.09819432413732986,101112,0
125.96,125.96,19,1,0,0,1,0,16,0.0,0,16,,0.089273984641318,101112,0
125.95,125.95,19,1,0,0,1,0,17,0.0,0,17,,0.0811640021330769,101112,0
125.12,125.12,18,1,0,0,0,0,18,0.0,0,18,,0.07416156859737154,101112,0
123.96,123.96,30,1,0,0,1,0,19,0.0,0,19,,0.06380744126877576,101112,0
12.77000000000001,12.77000000000001,30,0,0,0,0,0,20,0.0,0,20,,0.05489891379418004,101112,0
113.88,113.88,25,1,0,0,0,0,21,0.0,0,21,,0.048432933065126825,101112,0
113.99000000000001,113.99000000000001,25,1,0,0,0,0,22,0.0,0,22,,0.04272851397543923,101112,0
126.95,126.95,14,1,0,0,1,0,23,0.0,0,23,,0.03983280768576652,101112,0
115.08,115.08,23,1,0,0,1,0,24,0.0,0,24,,0.03549537564593805,101112,0
115.97,115.97,14,1,0,0,0,0,25,0.0,0,25,0.4,0.03308985827710748,101112,0
115.92999999999999,115.92999999999999,19,1,0,0,1,0,26,0.0,0,26,0.44,0.030083851847510768,101112,0
126.95,126.95,14,1,0,0,1,0,27,0.0,0,27,0.48,0.0280450728002803,101112,0
114.78,114.78,20,1,0,0,0,0,28,0.0,0,28,0.52,0.02536986677519817,101112,0
123.87,123.87,24,1,0,0,0,0,29,0.0,0,29,0.56,0.022494281437179946,101112,0
115.98,115.98,14,1,0,0,0,0,30,0.0,0,30,0.6,0.020969846670345987,101112,1
124.56,124.56,21,1,0,0,0,0,31,0.25,1,0,0.64,0.018874695352408037,101112,1
116.98,121.98,14,1,0,0,1,0,32,0.5,2,0,0.68,0.017595559502304726,101112,1
125.97,125.97,14,1,0,0,0,0,33,0.75,3,0,0.72,0.0164031105360144,101112,1
115.33,115.33,17,1,0,0,0,0,34,1.0,4,0,0.72,0.01506324653745902,101112,0
115.77,115.77,15,1,0,0,0,0,35,1.0,4,1,0.76,0.013972200057807112,101112,0
115.91,125.91,20,1,0,0,1,0,36,1.0,4,2,0.8,0.012639398604785928,101112,0
116.38,126.38,17,1,0,0,1,0,37,1.0,4,3,0.84,0.011606967888870102,101112,0
126.74,136.74,15,1,0,0,1,0,38,1.0,4,4,0.88,0.010766263235786683,101112,0
126.96,136.96,14,1,0,0,1,0,39,1.0,4,5,0.92,0.010036634861955105,101112,0
126.76,136.76,16,1,0,0,1,0,40,1.0,4,6,0.92,0.01,101112,0
126.97,136.97,14,1,0,0,1,0,41,1.0,4,7,0.96,0.01,101112,0
126.53,136.53,16,1,0,0,1,0,42,1.0,4,8,0.96,0.01,101112,0
116.99,126.99,14,1,0,0,1,0,43,1.0,4,9,0.96,0.01,101112,0
115.96000000000001,115.96000000000001,14,1,0,0,0,0,44,1.0,4,10,0.96,0.01,101112,0
116.98,126.98,14,1,0,0,1,0,45,1.0,4,11,0.96,0.01,101112,0
125.96,125.96,14,1,0,0,0,0,46,1.0,4,12,1.0,0.01,101112,0
126.96,136.96,14,1,0,0,1,0,47,1.0,4,13,1.0,0.01,101112,0
125.96,125.96,14,1,0,0,0,0,48,1.0,4,14,1.0,0.01,101112,0
116.99,126.99,14,1,0,0,1,0,49,1.0,4,15,1.0,0.01,101112,0
125.95,125.95,14,1,0,0,0,0,50,1.0,4,16,1.0,0.01,101112,0
115.98,115.98,14,1,0,0,0,0,51,1.0,4,17,1.0,0.01,101112,0
115.96000000000001,115.96000000000001,14,1,0,0,0,0,52,1.0,4,18,1.0,0.01,101112,0
115.98,115.98,14,1,0,0,0,0,53,1.0,4,19,1.0,0.01,101112,0
126.75,136.75,16,1,0,0,1,0,54,1.0,4,20,1.0,0.01,101112,0
126.96,136.96,14,1,0,0,1,0,55,1.0,4,21,1.0,0.01,101112,0
116.97,126.97,14,1,0,0,1,0,56,1.0,4,22,1.0,0.01,101112,0
126.96,136.96,14,1,0,0,1,0,57,1.0,4,23,1.0,0.01,101112,0
125.97,125.97,14,1,0,0,0,0,58,1.0,4,24,1.0,0.01,101112,0
118.97,148.97,14,1,0,0,3,0,59,1.0,4,25,1.0,0.01,101112,0
125.38,125.38,17,1,0,0,0,0,60,1.0,4,26,1.0,0.01,101112,0
125.95,125.95,14,1,0,0,0,0,61,1.0,4,27,1.0,0.01,101112,0
116.18,126.18,18,1,0,0,1,0,62,1.0,4,28,1.0,0.01,101112,0
125.97,125.97,14,1,0,0,0,0,63,1.0,4,29,1.0,0.01,101112,0
116.98,126.98,14,1,0,0,1,0,64,1.0,4,30,1.0,0.01,101112,0
125.98,125.98,14,1,0,0,0,0,65,1.0,4,31,1.0,0.01,101112,0
126.97,136.97,14,1,0,0,1,0,66,1.0,4,32,1.0,0.01,101112,0
126.78,136.78,15,1,0,0,1,0,67,1.0,4,33,1.0,0.01,101112,0
115.96000000000001,115.96000000000001,14,1,0,0,0,0,68,1.0,4,34,1.0,0.01,101112,0
125.96,125.96,14,1,0,0,0,0,69,1.0,4,35,1.0,0.01,101112,0
126.95,136.95,14,1,0,0,1,0,70,1.0,4,36,1.0,0.01,101112,0
125.97,125.97,14,1,0,0,0,0,71,1.0,4,37,1.0,0.01,101112,0
126.95,136.95,14,1,0,0,1,0,72,1.0,4,38,1.0,0.01,101112,0
125.96,125.96,14,1,0,0,0,0,73,1.0,4,39,1.0,0.01,101112,0
125.95,125.95,14,1,0,0,0,0,74,1.0,4,40,1.0,0.01,101112,0
116.98,126.98,14,1,0,0,1,0,75,1.0,4,41,1.0,0.01,101112,0
126.96,136.96,14,1,0,0,1,0,76,1.0,4,42,1.0,0.01,101112,0
126.95,136.95,14,1,0,0,1,0,77,1.0,4,43,1.0,0.01,101112,0
127.97,147.97,14,1,0,0,2,0,78,1.0,4,44,1.0,0.01,101112,0
125.97,125.97,14,1,0,0,0,0,79,1.0,4,45,1.0,0.01,101112,0
125.96,125.96,14,1,0,0,0,0,80,1.0,4,46,1.0,0.01,101112,0
125.75,125.75,16,1,0,0,0,0,81,1.0,4,47,1.0,0.01,101112,0
127.96,147.96,14,1,0,0,2,0,82,1.0,4,48,1.0,0.01,101112,0
125.76,125.76,16,1,0,0,0,0,83,1.0,4,49,1.0,0.01,101112,0
