episode,agent_type,total_reward_env,total_reward_shaped,tripwires_triggered,resources_collected,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,epsilon,shaping_scale,spawn_rate,seed,grid_size
1,PGF,21.72,-203.27999999999992,5,1,30,False,0,0,0.1720768383829392,0.5,0.4,123,4
2,PGF,22.39,22.39,1,2,30,False,0,0,0.14805219153934096,0.5,0.4,123,4
3,PGF,21.729999999999997,-303.2699999999998,7,1,30,False,0,0,0.12738176517877567,0.5,0.4,123,4
4,PGF,21.97,-103.02999999999996,3,1,30,False,0,0,0.10959725709800847,0.5,0.4,123,4
5,PGF,21.99,-3.0099999999999802,1,1,30,False,0,0,0.09429574748433718,0.5,0.4,123,4
6,PGF,20.189999999999998,-29.81000000000004,1,0,30,False,0,0,0.08113057050030371,0.5,0.4,123,4
7,PGF,20.0,20.0,0,0,30,False,0,0,0.06980346033948207,0.5,0.4,123,4
8,PGF,20.0,20.0,0,0,30,False,0,0,0.06005779381703479,0.5,0.4,123,4
9,PGF,20.189999999999998,-29.810000000000013,1,0,30,False,0,0,0.05167277640144891,0.5,0.4,123,4
10,PGF,20.58,-79.42000000000006,2,0,30,False,0,0,0.04445843996814939,0.5,0.4,123,4
11,PGF,20.0,20.0,0,0,30,False,0,0,0.03825133894578426,0.5,0.4,123,4
12,PGF,20.0,20.0,0,0,30,False,0,0,0.032910847348523745,0.5,0.4,123,4
13,PGF,20.0,20.0,0,0,30,False,0,0,0.028315972801187538,0.5,0.4,123,4
14,PGF,20.189999999999998,-29.81000000000007,1,0,30,False,0,0,0.02436261537682825,0.5,0.4,123,4
15,PGF,20.0,20.0,0,0,30,False,0,0,0.020961209143920925,0.5,0.4,123,4
16,PGF,20.0,20.0,0,0,30,False,0,0,0.018034692990847347,0.5,0.4,123,4
17,PGF,20.189999999999998,-29.810000000000013,1,0,30,False,0,0,0.015516764755359819,0.5,0.4,123,4
18,PGF,20.0,20.0,0,0,30,False,0,0,0.01335037910517069,0.5,0.4,123,4
19,PGF,20.38,-79.62000000000006,2,0,30,False,0,0,0.011486455138157128,0.5,0.4,123,4
