episode,agent_type,total_reward_env,total_reward_shaped,tripwires_triggered,resources_collected,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,epsilon,shaping_scale,spawn_rate,seed,grid_size
1,PGF,21.72,21.72,5,1,30,False,0,0,0.1720768383829392,0.0,0.25,123,4
2,PGF,20.389999999999997,20.389999999999997,1,0,30,False,0,0,0.14805219153934096,0.0,0.25,123,4
3,PGF,114.52,114.52,7,1,13,True,0,0,0.13871227356626356,0.0,0.25,123,4
4,PGF,20.79,20.79,1,0,30,False,0,0,0.11934584740095991,0.0,0.25,123,4
5,PGF,23.16,23.16,3,2,30,False,0,0,0.10268328047444951,0.0,0.25,123,4
6,PGF,20.97,20.97,2,0,30,False,0,0,0.08834707129415934,0.0,0.25,123,4
7,PGF,20.97,20.97,2,0,30,False,0,0,0.07601242354345533,0.0,0.25,123,4
8,PGF,20.0,20.0,0,0,30,False,0,0,0.06539988760591339,0.0,0.25,123,4
9,PGF,20.0,20.0,0,0,30,False,0,0,0.05626902944912573,0.0,0.25,123,4
10,PGF,114.78,114.78,2,1,12,True,0,0,0.05298420145223345,0.0,0.25,123,4
11,PGF,116.99,116.99,1,3,11,True,0,0,0.05014184170207921,0.0,0.25,123,4
12,PGF,115.98,115.98,2,1,6,True,0,0,0.04865626475619124,0.0,0.25,123,4
13,PGF,21.98,21.98,1,1,30,False,0,0,0.041863081033843105,0.0,0.25,123,4
14,PGF,23.990000000000002,23.990000000000002,1,3,30,False,0,0,0.03601833314636256,0.0,0.25,123,4
15,PGF,113.19,113.19,1,0,16,True,0,0,0.03324244069445089,0.0,0.25,123,4
16,PGF,115.98,115.98,2,1,6,True,0,0,0.032257550593801164,0.0,0.25,123,4
17,PGF,115.98,115.98,2,1,6,True,0,0,0.031301840315393535,0.0,0.25,123,4
18,PGF,115.98,115.98,2,1,6,True,0,0,0.030374445334317546,0.0,0.25,123,4
19,PGF,116.98,116.98,2,2,6,True,0,0,0.029474526739366434,0.0,0.25,123,4
20,PGF,116.98,116.98,2,2,6,True,0,0,0.02860127047416736,0.0,0.25,123,4
21,PGF,116.57,116.57,3,2,9,True,0,0,0.027339656374042353,0.0,0.25,123,4
22,PGF,114.98,114.98,2,0,6,True,0,0,0.0265296509606175,0.0,0.25,123,4
23,PGF,114.98,114.98,2,0,6,True,0,0,0.025743643975000268,0.0,0.25,123,4
24,PGF,115.98,115.98,2,1,6,True,0,0,0.024980924403995318,0.0,0.25,123,4
25,PGF,114.98,114.98,2,0,6,True,0,0,0.02424080229994411,0.0,0.25,123,4
26,PGF,115.98,115.98,2,1,6,True,0,0,0.0235226081566059,0.0,0.25,123,4
27,PGF,115.78,115.78,2,1,7,True,0,0,0.022711563842012183,0.0,0.25,123,4
28,PGF,115.78,115.78,2,1,8,True,0,0,0.021818841391740524,0.0,0.25,123,4
29,PGF,116.19,116.19,1,2,10,True,0,0,0.020752121082710316,0.0,0.25,123,4
30,PGF,115.98,115.98,2,1,6,True,0,0,0.020137287809494673,0.0,0.25,123,4
31,PGF,112.18,112.18,2,0,20,True,0,0,0.01821640159677518,0.0,0.25,123,4
32,PGF,115.98,115.98,2,1,6,True,0,0,0.017676695328904212,0.0,0.25,123,4
33,PGF,115.98,115.98,2,1,6,True,0,0,0.01715297920343496,0.0,0.25,123,4
34,PGF,115.98,115.98,2,1,6,True,0,0,0.016644779472573017,0.0,0.25,123,4
35,PGF,115.98,115.98,2,1,6,True,0,0,0.016151636424482335,0.0,0.25,123,4
36,PGF,115.98,115.98,2,1,6,True,0,0,0.015673103967434984,0.0,0.25,123,4
37,PGF,114.98,114.98,2,0,6,True,0,0,0.015208749226281525,0.0,0.25,123,4
38,PGF,115.98,115.98,2,1,6,True,0,0,0.014758152150876966,0.0,0.25,123,4
39,PGF,114.98,114.98,2,0,6,True,0,0,0.014320905136108049,0.0,0.25,123,4
40,PGF,114.98,114.98,2,0,6,True,0,0,0.0138966126531782,0.0,0.25,123,4
41,PGF,114.98,114.98,2,0,6,True,0,0,0.013484890891816561,0.0,0.25,123,4
42,PGF,115.79,115.79,1,1,8,True,0,0,0.012954840873141938,0.0,0.25,123,4
43,PGF,115.99,115.99,1,1,6,True,0,0,0.012571021446381858,0.0,0.25,123,4
44,PGF,114.98,114.98,2,0,6,True,0,0,0.012198573626096994,0.0,0.25,123,4
45,PGF,117.98,117.98,2,3,6,True,0,0,0.011837160500122899,0.0,0.25,123,4
46,PGF,115.98,115.98,2,1,6,True,0,0,0.011486455138157128,0.0,0.25,123,4
47,PGF,114.98,114.98,2,0,6,True,0,0,0.011146140296021703,0.0,0.25,123,4
48,PGF,114.98,114.98,2,0,6,True,0,0,0.010815908128687568,0.0,0.25,123,4
49,PGF,114.98,114.98,2,0,6,True,0,0,0.010495459911801388,0.0,0.25,123,4
50,PGF,117.98,117.98,2,3,6,True,0,0,0.010184505771462805,0.0,0.25,123,4
51,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
52,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
53,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
54,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
55,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
56,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
57,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
58,PGF,114.99,114.99,1,0,6,True,0,0,0.01,0.0,0.25,123,4
59,PGF,115.99,115.99,1,1,6,True,0,0,0.01,0.0,0.25,123,4
60,PGF,115.99,115.99,1,1,6,True,0,0,0.01,0.0,0.25,123,4
61,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
62,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
63,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
64,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
65,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
66,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
67,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
68,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
69,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
70,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
71,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
72,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
73,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
74,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
75,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
76,PGF,111.36,111.36,24,1,28,True,0,0,0.01,0.0,0.25,123,4
77,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
78,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
79,PGF,111.41,111.41,19,0,23,True,0,0,0.01,0.0,0.25,123,4
80,PGF,114.35,114.35,5,0,9,True,0,0,0.01,0.0,0.25,123,4
81,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
82,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
83,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
84,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
85,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
86,PGF,112.88,112.88,12,0,17,True,0,0,0.01,0.0,0.25,123,4
87,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
88,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
89,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
90,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
91,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
92,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
93,PGF,116.77,116.77,3,2,8,True,0,0,0.01,0.0,0.25,123,4
94,PGF,115.77,115.77,3,1,8,True,0,0,0.01,0.0,0.25,123,4
95,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
96,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
97,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
98,PGF,112.58,112.58,2,1,23,True,0,0,0.01,0.0,0.25,123,4
99,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
100,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
101,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
102,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
103,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
104,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
105,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
106,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
107,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
108,PGF,117.98,117.98,2,3,6,True,0,0,0.01,0.0,0.25,123,4
109,PGF,112.58,112.58,2,0,18,True,0,0,0.01,0.0,0.25,123,4
110,PGF,111.98,111.98,2,1,26,True,0,0,0.01,0.0,0.25,123,4
111,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
112,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
113,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
114,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
115,PGF,112.18,112.18,2,1,25,True,0,0,0.01,0.0,0.25,123,4
116,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
117,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
118,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
119,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
120,PGF,114.38,114.38,2,3,25,True,0,0,0.01,0.0,0.25,123,4
121,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
122,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
123,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
124,PGF,114.58,114.58,2,0,8,True,0,0,0.01,0.0,0.25,123,4
125,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
126,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
127,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
128,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
129,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
130,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
131,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
132,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
133,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
134,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
135,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
136,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
137,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
138,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
139,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
140,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
141,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
142,PGF,117.98,117.98,2,3,6,True,0,0,0.01,0.0,0.25,123,4
143,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
144,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
145,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
146,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
147,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
148,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
149,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
150,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
151,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
152,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
153,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
154,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
155,PGF,114.78,114.78,2,0,8,True,0,0,0.01,0.0,0.25,123,4
156,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
157,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
158,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
159,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
160,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
161,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
162,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
163,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
164,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
165,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
166,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
167,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
168,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
169,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
170,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
171,PGF,115.78,115.78,2,1,7,True,0,0,0.01,0.0,0.25,123,4
172,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
173,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
174,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
175,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
176,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
177,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
178,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
179,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
180,PGF,117.98,117.98,2,3,6,True,0,0,0.01,0.0,0.25,123,4
181,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
182,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
183,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
184,PGF,116.98,116.98,2,2,6,True,0,0,0.01,0.0,0.25,123,4
185,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,123,4
186,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
187,PGF,115.98,115.98,2,1,6,True,0,0,0.01,0.0,0.25,123,4
