episode,agent_type,total_reward_env,total_reward_shaped,tripwires_triggered,resources_collected,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,epsilon,shaping_scale,spawn_rate,seed,grid_size
1,PGF,21.72,-90.78000000000003,5,1,30,False,0,0,0.1720768383829392,0.25,0.4,123,4
2,PGF,22.39,22.39,1,2,30,False,0,0,0.14805219153934096,0.25,0.4,123,4
3,PGF,21.729999999999997,-140.76999999999987,7,1,30,False,0,0,0.12738176517877567,0.25,0.4,123,4
4,PGF,20.38,-29.62000000000003,2,0,30,False,0,0,0.10959725709800847,0.25,0.4,123,4
5,PGF,20.38,-29.620000000000015,2,0,30,False,0,0,0.09429574748433718,0.25,0.4,123,4
6,PGF,20.189999999999998,-4.809999999999992,1,0,30,False,0,0,0.08113057050030371,0.25,0.4,123,4
7,PGF,20.0,20.0,0,0,30,False,0,0,0.06980346033948207,0.25,0.4,123,4
8,PGF,20.0,20.0,0,0,30,False,0,0,0.06005779381703479,0.25,0.4,123,4
9,PGF,20.189999999999998,-4.809999999999999,1,0,30,False,0,0,0.05167277640144891,0.25,0.4,123,4
10,PGF,20.58,-29.420000000000055,2,0,30,False,0,0,0.04445843996814939,0.25,0.4,123,4
11,PGF,20.0,20.0,0,0,30,False,0,0,0.03825133894578426,0.25,0.4,123,4
12,PGF,20.0,20.0,0,0,30,False,0,0,0.032910847348523745,0.25,0.4,123,4
13,PGF,20.0,20.0,0,0,30,False,0,0,0.028315972801187538,0.25,0.4,123,4
14,PGF,20.189999999999998,-4.8099999999999845,1,0,30,False,0,0,0.02436261537682825,0.25,0.4,123,4
15,PGF,20.0,20.0,0,0,30,False,0,0,0.020961209143920925,0.25,0.4,123,4
16,PGF,20.0,20.0,0,0,30,False,0,0,0.018034692990847347,0.25,0.4,123,4
17,PGF,20.189999999999998,-4.809999999999999,1,0,30,False,0,0,0.015516764755359819,0.25,0.4,123,4
18,PGF,20.0,20.0,0,0,30,False,0,0,0.01335037910517069,0.25,0.4,123,4
19,PGF,21.38,-16.12,2,1,30,False,0,0,0.011486455138157128,0.25,0.4,123,4
20,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.25,0.4,123,4
21,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.25,0.4,123,4
22,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.25,0.4,123,4
23,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.25,0.4,123,4
24,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.25,0.4,123,4
25,PGF,20.38,-29.620000000000058,2,0,30,False,0,0,0.01,0.25,0.4,123,4
26,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.25,0.4,123,4
27,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.25,0.4,123,4
28,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.25,0.4,123,4
29,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.25,0.4,123,4
30,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.25,0.4,123,4
31,PGF,20.2,20.2,0,0,30,False,0,0,0.01,0.25,0.4,123,4
32,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.25,0.4,123,4
33,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.25,0.4,123,4
34,PGF,20.199999999999996,20.199999999999996,0,0,30,False,0,0,0.01,0.25,0.4,123,4
35,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.25,0.4,123,4
36,PGF,21.59,9.09000000000001,1,1,30,False,0,0,0.01,0.25,0.4,123,4
37,PGF,20.39,7.890000000000012,1,1,30,False,0,0,0.01,0.25,0.4,123,4
38,PGF,22.59,22.590000000000003,1,2,30,False,0,0,0.01,0.25,0.4,123,4
39,PGF,20.2,20.2,0,0,30,False,0,0,0.01,0.25,0.4,123,4
40,PGF,20.2,20.2,0,0,30,False,0,0,0.01,0.25,0.4,123,4
41,PGF,21.2,33.70000000000002,0,1,30,False,0,0,0.01,0.25,0.4,123,4
42,PGF,21.2,33.70000000000002,0,1,30,False,0,0,0.01,0.25,0.4,123,4
43,PGF,21.2,33.70000000000002,0,1,30,False,0,0,0.01,0.25,0.4,123,4
44,PGF,20.2,20.2,0,0,30,False,0,0,0.01,0.25,0.4,123,4
45,PGF,21.2,33.70000000000002,0,1,30,False,0,0,0.01,0.25,0.4,123,4
46,PGF,21.4,33.90000000000002,0,1,30,False,0,0,0.01,0.25,0.4,123,4
47,PGF,22.2,47.20000000000001,0,2,30,False,0,0,0.01,0.25,0.4,123,4
48,PGF,21.4,33.900000000000006,0,1,30,False,0,0,0.01,0.25,0.4,123,4
49,PGF,24.580000000000002,49.580000000000005,1,4,30,False,0,0,0.01,0.25,0.4,123,4
50,PGF,23.4,60.900000000000006,0,3,30,False,0,0,0.01,0.25,0.4,123,4
51,PGF,24.6,74.6,0,4,30,False,0,0,0.01,0.25,0.4,123,4
52,PGF,24.400000000000002,74.39999999999993,0,4,30,False,0,0,0.01,0.25,0.4,123,4
53,PGF,21.2,33.70000000000002,0,1,30,False,0,0,0.01,0.25,0.4,123,4
54,PGF,25.6,75.6,0,4,30,False,0,0,0.01,0.25,0.4,123,4
55,PGF,24.6,62.09999999999995,0,3,30,False,0,0,0.01,0.25,0.4,123,4
56,PGF,23.4,60.89999999999999,0,3,30,False,0,0,0.01,0.25,0.4,123,4
57,PGF,22.0,22.0,0,0,30,False,0,0,0.01,0.25,0.4,123,4
58,PGF,22.4,47.40000000000001,0,2,30,False,0,0,0.01,0.25,0.4,123,4
59,PGF,23.0,35.5,0,1,30,False,0,0,0.01,0.25,0.4,123,4
60,PGF,23.2,35.7,0,1,30,False,0,0,0.01,0.25,0.4,123,4
61,PGF,22.8,35.3,0,1,30,False,0,0,0.01,0.25,0.4,123,4
62,PGF,22.6,47.600000000000016,0,2,30,False,0,0,0.01,0.25,0.4,123,4
63,PGF,23.6,61.09999999999998,0,3,30,False,0,0,0.01,0.25,0.4,123,4
64,PGF,26.0,88.49999999999997,0,5,30,False,0,0,0.01,0.25,0.4,123,4
65,PGF,21.4,33.90000000000001,0,1,30,False,0,0,0.01,0.25,0.4,123,4
66,PGF,21.2,33.7,0,1,30,False,0,0,0.01,0.25,0.4,123,4
67,PGF,25.2,75.19999999999999,0,4,30,False,0,0,0.01,0.25,0.4,123,4
68,PGF,23.400000000000002,60.89999999999998,0,3,30,False,0,0,0.01,0.25,0.4,123,4
69,PGF,22.599999999999998,47.60000000000001,0,2,30,False,0,0,0.01,0.25,0.4,123,4
70,PGF,23.8,61.29999999999998,0,3,30,False,0,0,0.01,0.25,0.4,123,4
71,PGF,25.580000000000002,50.57999999999997,1,4,30,False,0,0,0.01,0.25,0.4,123,4
72,PGF,22.799999999999997,47.80000000000002,0,2,30,False,0,0,0.01,0.25,0.4,123,4
73,PGF,22.8,35.30000000000001,0,1,30,False,0,0,0.01,0.25,0.4,123,4
74,PGF,27.6,102.6,0,6,30,False,0,0,0.01,0.25,0.4,123,4
75,PGF,27.6,102.59999999999997,0,6,30,False,0,0,0.01,0.25,0.4,123,4
76,PGF,25.0,75.00000000000001,0,4,30,False,0,0,0.01,0.25,0.4,123,4
77,PGF,25.8,63.3,0,3,30,False,0,0,0.01,0.25,0.4,123,4
78,PGF,24.400000000000002,61.9,0,3,30,False,0,0,0.01,0.25,0.4,123,4
79,PGF,25.6,75.59999999999994,0,4,30,False,0,0,0.01,0.25,0.4,123,4
80,PGF,23.400000000000002,60.89999999999999,0,3,30,False,0,0,0.01,0.25,0.4,123,4
81,PGF,24.8,62.30000000000001,0,3,30,False,0,0,0.01,0.25,0.4,123,4
82,PGF,23.6,61.10000000000002,0,3,30,False,0,0,0.01,0.25,0.4,123,4
83,PGF,24.0,61.5,0,3,30,False,0,0,0.01,0.25,0.4,123,4
84,PGF,21.4,33.900000000000006,0,1,30,False,0,0,0.01,0.25,0.4,123,4
85,PGF,23.6,36.10000000000001,0,1,30,False,0,0,0.01,0.25,0.4,123,4
86,PGF,25.8,75.8,0,4,30,False,0,0,0.01,0.25,0.4,123,4
87,PGF,25.0,74.99999999999999,0,4,30,False,0,0,0.01,0.25,0.4,123,4
88,PGF,22.0,22.0,0,0,30,False,0,0,0.01,0.25,0.4,123,4
89,PGF,24.19,24.190000000000005,1,2,30,False,0,0,0.01,0.25,0.4,123,4
90,PGF,27.8,102.79999999999997,0,6,30,False,0,0,0.01,0.25,0.4,123,4
91,PGF,28.58,53.57999999999998,2,6,30,False,0,0,0.01,0.25,0.4,123,4
92,PGF,24.400000000000002,61.900000000000006,0,3,30,False,0,0,0.01,0.25,0.4,123,4
93,PGF,25.8,88.29999999999998,0,5,30,False,0,0,0.01,0.25,0.4,123,4
94,PGF,23.6,61.099999999999994,0,3,30,False,0,0,0.01,0.25,0.4,123,4
95,PGF,23.4,60.89999999999999,0,3,30,False,0,0,0.01,0.25,0.4,123,4
96,PGF,25.8,75.79999999999998,0,4,30,False,0,0,0.01,0.25,0.4,123,4
97,PGF,23.6,61.10000000000002,0,3,30,False,0,0,0.01,0.25,0.4,123,4
98,PGF,24.59,37.09000000000002,1,3,30,False,0,0,0.01,0.25,0.4,123,4
99,PGF,23.4,60.89999999999999,0,3,30,False,0,0,0.01,0.25,0.4,123,4
100,PGF,21.38,8.88000000000002,1,1,30,False,0,0,0.01,0.25,0.4,123,4
101,PGF,24.0,49.0,0,2,30,False,0,0,0.01,0.25,0.4,123,4
102,PGF,24.400000000000002,61.89999999999999,0,3,30,False,0,0,0.01,0.25,0.4,123,4
103,PGF,23.400000000000002,60.89999999999996,0,3,30,False,0,0,0.01,0.25,0.4,123,4
104,PGF,25.8,88.29999999999998,0,5,30,False,0,0,0.01,0.25,0.4,123,4
105,PGF,25.8,75.8,0,4,30,False,0,0,0.01,0.25,0.4,123,4
106,PGF,25.2,75.19999999999997,0,4,30,False,0,0,0.01,0.25,0.4,123,4
107,PGF,29.2,116.69999999999997,0,7,30,False,0,0,0.01,0.25,0.4,123,4
108,PGF,23.2,48.20000000000002,0,2,30,False,0,0,0.01,0.25,0.4,123,4
109,PGF,21.4,33.9,0,1,30,False,0,0,0.01,0.25,0.4,123,4
110,PGF,26.2,88.69999999999999,0,5,30,False,0,0,0.01,0.25,0.4,123,4
111,PGF,28.2,115.69999999999996,0,7,30,False,0,0,0.01,0.25,0.4,123,4
112,PGF,23.6,61.09999999999998,0,3,30,False,0,0,0.01,0.25,0.4,123,4
113,PGF,27.6,102.59999999999998,0,6,30,False,0,0,0.01,0.25,0.4,123,4
114,PGF,22.599999999999998,47.600000000000016,0,2,30,False,0,0,0.01,0.25,0.4,123,4
115,PGF,25.8,63.29999999999998,0,3,30,False,0,0,0.01,0.25,0.4,123,4
116,PGF,24.400000000000002,74.39999999999999,0,4,30,False,0,0,0.01,0.25,0.4,123,4
117,PGF,27.2,89.69999999999999,0,5,30,False,0,0,0.01,0.25,0.4,123,4
118,PGF,22.4,47.40000000000001,0,2,30,False,0,0,0.01,0.25,0.4,123,4
119,PGF,23.4,60.90000000000001,0,3,30,False,0,0,0.01,0.25,0.4,123,4
120,PGF,22.0,34.500000000000014,0,1,30,False,0,0,0.01,0.25,0.4,123,4
121,PGF,21.979999999999997,9.480000000000018,1,1,30,False,0,0,0.01,0.25,0.4,123,4
122,PGF,24.400000000000002,61.90000000000002,0,3,30,False,0,0,0.01,0.25,0.4,123,4
123,PGF,24.400000000000002,61.89999999999998,0,3,30,False,0,0,0.01,0.25,0.4,123,4
124,PGF,24.560000000000002,12.06000000000001,2,3,30,False,0,0,0.01,0.25,0.4,123,4
125,PGF,25.8,75.8,0,4,30,False,0,0,0.01,0.25,0.4,123,4
126,PGF,22.799999999999997,47.800000000000004,0,2,30,False,0,0,0.01,0.25,0.4,123,4
127,PGF,23.400000000000002,60.89999999999998,0,3,30,False,0,0,0.01,0.25,0.4,123,4
128,PGF,28.999999999999996,128.99999999999994,0,8,30,False,0,0,0.01,0.25,0.4,123,4
129,PGF,23.0,35.5,0,1,30,False,0,0,0.01,0.25,0.4,123,4
130,PGF,26.200000000000003,88.69999999999997,0,5,30,False,0,0,0.01,0.25,0.4,123,4
131,PGF,22.59,22.59,1,2,30,False,0,0,0.01,0.25,0.4,123,4
132,PGF,24.0,61.49999999999997,0,3,30,False,0,0,0.01,0.25,0.4,123,4
133,PGF,22.8,47.80000000000001,0,2,30,False,0,0,0.01,0.25,0.4,123,4
134,PGF,23.6,61.10000000000001,0,3,30,False,0,0,0.01,0.25,0.4,123,4
135,PGF,27.2,102.2,0,6,30,False,0,0,0.01,0.25,0.4,123,4
136,PGF,27.0,89.49999999999997,0,5,30,False,0,0,0.01,0.25,0.4,123,4
137,PGF,25.19,37.69000000000001,1,3,30,False,0,0,0.01,0.25,0.4,123,4
138,PGF,26.400000000000002,76.39999999999998,0,4,30,False,0,0,0.01,0.25,0.4,123,4
139,PGF,26.6,76.59999999999998,0,4,30,False,0,0,0.01,0.25,0.4,123,4
140,PGF,24.6,49.60000000000001,0,2,30,False,0,0,0.01,0.25,0.4,123,4
141,PGF,23.6,61.099999999999994,0,3,30,False,0,0,0.01,0.25,0.4,123,4
142,PGF,27.0,101.99999999999996,0,6,30,False,0,0,0.01,0.25,0.4,123,4
143,PGF,29.4,116.89999999999998,0,7,30,False,0,0,0.01,0.25,0.4,123,4
144,PGF,23.94,-101.05999999999999,6,2,30,False,0,0,0.01,0.25,0.4,123,4
145,PGF,27.8,90.29999999999997,0,5,30,False,0,0,0.01,0.25,0.4,123,4
146,PGF,27.0,89.49999999999997,0,5,30,False,0,0,0.01,0.25,0.4,123,4
147,PGF,26.400000000000002,76.39999999999999,0,4,30,False,0,0,0.01,0.25,0.4,123,4
148,PGF,30.0,117.49999999999999,0,7,30,False,0,0,0.01,0.25,0.4,123,4
149,PGF,22.6,35.1,0,1,30,False,0,0,0.01,0.25,0.4,123,4
150,PGF,25.98,50.98,1,4,30,False,0,0,0.01,0.25,0.4,123,4
151,PGF,26.19,76.18999999999994,1,6,30,False,0,0,0.01,0.25,0.4,123,4
152,PGF,28.8,103.79999999999998,0,6,30,False,0,0,0.01,0.25,0.4,123,4
153,PGF,21.6,21.6,0,0,30,False,0,0,0.01,0.25,0.4,123,4
154,PGF,22.4,47.40000000000001,0,2,30,False,0,0,0.01,0.25,0.4,123,4
155,PGF,23.400000000000002,35.90000000000001,0,1,30,False,0,0,0.01,0.25,0.4,123,4
156,PGF,24.0,61.5,0,3,30,False,0,0,0.01,0.25,0.4,123,4
157,PGF,22.8,47.80000000000001,0,2,30,False,0,0,0.01,0.25,0.4,123,4
158,PGF,25.2,62.69999999999997,0,3,30,False,0,0,0.01,0.25,0.4,123,4
159,PGF,23.36,-64.14,4,1,30,False,0,0,0.01,0.25,0.4,123,4
160,PGF,23.6,61.09999999999995,0,3,30,False,0,0,0.01,0.25,0.4,123,4
161,PGF,24.0,61.5,0,3,30,False,0,0,0.01,0.25,0.4,123,4
162,PGF,24.8,62.29999999999998,0,3,30,False,0,0,0.01,0.25,0.4,123,4
163,PGF,24.0,49.00000000000001,0,2,30,False,0,0,0.01,0.25,0.4,123,4
164,PGF,25.400000000000002,75.4,0,4,30,False,0,0,0.01,0.25,0.4,123,4
165,PGF,26.400000000000002,88.89999999999998,0,5,30,False,0,0,0.01,0.25,0.4,123,4
166,PGF,27.0,76.99999999999999,0,4,30,False,0,0,0.01,0.25,0.4,123,4
167,PGF,25.0,62.5,0,3,30,False,0,0,0.01,0.25,0.4,123,4
168,PGF,24.0,49.000000000000014,0,2,30,False,0,0,0.01,0.25,0.4,123,4
169,PGF,21.6,34.10000000000002,0,1,30,False,0,0,0.01,0.25,0.4,123,4
170,PGF,24.19,36.69,1,3,30,False,0,0,0.01,0.25,0.4,123,4
171,PGF,27.6,90.1,0,5,30,False,0,0,0.01,0.25,0.4,123,4
172,PGF,25.8,75.8,0,4,30,False,0,0,0.01,0.25,0.4,123,4
173,PGF,22.599999999999998,47.60000000000002,0,2,30,False,0,0,0.01,0.25,0.4,123,4
174,PGF,26.2,88.69999999999999,0,5,30,False,0,0,0.01,0.25,0.4,123,4
175,PGF,26.6,89.09999999999995,0,5,30,False,0,0,0.01,0.25,0.4,123,4
176,PGF,25.0,62.500000000000014,0,3,30,False,0,0,0.01,0.25,0.4,123,4
177,PGF,23.6,36.10000000000001,0,1,30,False,0,0,0.01,0.25,0.4,123,4
178,PGF,24.98,24.980000000000004,1,2,30,False,0,0,0.01,0.25,0.4,123,4
179,PGF,23.400000000000002,35.900000000000006,0,1,30,False,0,0,0.01,0.25,0.4,123,4
180,PGF,24.0,49.000000000000014,0,2,30,False,0,0,0.01,0.25,0.4,123,4
181,PGF,23.6,48.60000000000001,0,2,30,False,0,0,0.01,0.25,0.4,123,4
182,PGF,26.400000000000002,88.89999999999995,0,5,30,False,0,0,0.01,0.25,0.4,123,4
183,PGF,24.8,62.3,0,3,30,False,0,0,0.01,0.25,0.4,123,4
184,PGF,25.400000000000002,62.89999999999999,0,3,30,False,0,0,0.01,0.25,0.4,123,4
185,PGF,25.0,62.499999999999986,0,3,30,False,0,0,0.01,0.25,0.4,123,4
186,PGF,21.2,33.70000000000001,0,1,30,False,0,0,0.01,0.25,0.4,123,4
187,PGF,27.8,115.29999999999994,0,7,30,False,0,0,0.01,0.25,0.4,123,4
188,PGF,23.6,61.099999999999994,0,3,30,False,0,0,0.01,0.25,0.4,123,4
189,PGF,27.0,77.00000000000001,0,4,30,False,0,0,0.01,0.25,0.4,123,4
190,PGF,24.6,62.099999999999994,0,3,30,False,0,0,0.01,0.25,0.4,123,4
191,PGF,26.0,63.499999999999986,0,3,30,False,0,0,0.01,0.25,0.4,123,4
192,PGF,28.0,90.5,0,5,30,False,0,0,0.01,0.25,0.4,123,4
193,PGF,24.200000000000003,61.70000000000002,0,3,30,False,0,0,0.01,0.25,0.4,123,4
194,PGF,24.0,61.49999999999997,0,3,30,False,0,0,0.01,0.25,0.4,123,4
195,PGF,22.6,47.600000000000016,0,2,30,False,0,0,0.01,0.25,0.4,123,4
196,PGF,28.2,103.19999999999997,0,6,30,False,0,0,0.01,0.25,0.4,123,4
197,PGF,27.200000000000003,89.69999999999997,0,5,30,False,0,0,0.01,0.25,0.4,123,4
198,PGF,21.799999999999997,34.300000000000004,0,1,30,False,0,0,0.01,0.25,0.4,123,4
199,PGF,26.400000000000002,76.39999999999998,0,4,30,False,0,0,0.01,0.25,0.4,123,4
200,PGF,26.0,75.99999999999999,0,4,30,False,0,0,0.01,0.25,0.4,123,4
201,PGF,27.400000000000002,89.89999999999998,0,5,30,False,0,0,0.01,0.25,0.4,123,4
202,PGF,24.0,49.00000000000001,0,2,30,False,0,0,0.01,0.25,0.4,123,4
203,PGF,24.400000000000002,61.900000000000006,0,3,30,False,0,0,0.01,0.25,0.4,123,4
204,PGF,23.0,48.0,0,2,30,False,0,0,0.01,0.25,0.4,123,4
205,PGF,26.6,89.1,0,5,30,False,0,0,0.01,0.25,0.4,123,4
206,PGF,24.990000000000002,49.99000000000001,1,4,30,False,0,0,0.01,0.25,0.4,123,4
207,PGF,25.6,88.09999999999997,0,5,30,False,0,0,0.01,0.25,0.4,123,4
208,PGF,23.8,61.300000000000004,0,3,30,False,0,0,0.01,0.25,0.4,123,4
209,PGF,24.0,61.499999999999986,0,3,30,False,0,0,0.01,0.25,0.4,123,4
210,PGF,25.8,88.29999999999997,0,5,30,False,0,0,0.01,0.25,0.4,123,4
211,PGF,24.6,74.59999999999995,0,4,30,False,0,0,0.01,0.25,0.4,123,4
212,PGF,25.400000000000002,75.39999999999998,0,4,30,False,0,0,0.01,0.25,0.4,123,4
213,PGF,23.799999999999997,61.30000000000001,0,3,30,False,0,0,0.01,0.25,0.4,123,4
214,PGF,24.8,74.79999999999998,0,4,30,False,0,0,0.01,0.25,0.4,123,4
215,PGF,23.599999999999998,61.10000000000001,0,3,30,False,0,0,0.01,0.25,0.4,123,4
216,PGF,20.4,20.4,0,0,30,False,0,0,0.01,0.25,0.4,123,4
217,PGF,22.599999999999998,47.60000000000001,0,2,30,False,0,0,0.01,0.25,0.4,123,4
218,PGF,27.6,90.10000000000001,0,5,30,False,0,0,0.01,0.25,0.4,123,4
219,PGF,24.8,74.79999999999997,0,4,30,False,0,0,0.01,0.25,0.4,123,4
220,PGF,21.2,33.70000000000001,0,1,30,False,0,0,0.01,0.25,0.4,123,4
221,PGF,24.200000000000003,61.69999999999999,0,3,30,False,0,0,0.01,0.25,0.4,123,4
222,PGF,22.0,34.500000000000014,0,1,30,False,0,0,0.01,0.25,0.4,123,4
223,PGF,26.8,76.8,0,4,30,False,0,0,0.01,0.25,0.4,123,4
224,PGF,25.6,63.10000000000001,0,3,30,False,0,0,0.01,0.25,0.4,123,4
225,PGF,26.400000000000002,76.39999999999996,0,4,30,False,0,0,0.01,0.25,0.4,123,4
226,PGF,24.99,24.990000000000002,1,2,30,False,0,0,0.01,0.25,0.4,123,4
227,PGF,22.799999999999997,35.300000000000004,0,1,30,False,0,0,0.01,0.25,0.4,123,4
228,PGF,20.799999999999997,20.799999999999997,0,0,30,False,0,0,0.01,0.25,0.4,123,4
229,PGF,23.6,48.600000000000016,0,2,30,False,0,0,0.01,0.25,0.4,123,4
230,PGF,22.0,34.5,0,1,30,False,0,0,0.01,0.25,0.4,123,4
231,PGF,24.19,24.190000000000012,1,2,30,False,0,0,0.01,0.25,0.4,123,4
232,PGF,24.2,49.20000000000001,0,2,30,False,0,0,0.01,0.25,0.4,123,4
233,PGF,25.6,75.59999999999998,0,4,30,False,0,0,0.01,0.25,0.4,123,4
234,PGF,24.0,49.000000000000014,0,2,30,False,0,0,0.01,0.25,0.4,123,4
235,PGF,24.2,49.20000000000001,0,2,30,False,0,0,0.01,0.25,0.4,123,4
236,PGF,24.400000000000002,61.89999999999996,0,3,30,False,0,0,0.01,0.25,0.4,123,4
237,PGF,22.8,35.300000000000004,0,1,30,False,0,0,0.01,0.25,0.4,123,4
238,PGF,24.4,61.90000000000001,0,3,30,False,0,0,0.01,0.25,0.4,123,4
239,PGF,25.39,25.39,1,2,30,False,0,0,0.01,0.25,0.4,123,4
240,PGF,27.4,89.9,0,5,30,False,0,0,0.01,0.25,0.4,123,4
241,PGF,24.8,62.30000000000001,0,3,30,False,0,0,0.01,0.25,0.4,123,4
242,PGF,24.0,49.000000000000014,0,2,30,False,0,0,0.01,0.25,0.4,123,4
243,PGF,26.79,51.790000000000006,1,4,30,False,0,0,0.01,0.25,0.4,123,4
244,PGF,26.6,89.1,0,5,30,False,0,0,0.01,0.25,0.4,123,4
245,PGF,26.6,89.09999999999998,0,5,30,False,0,0,0.01,0.25,0.4,123,4
246,PGF,25.8,75.79999999999998,0,4,30,False,0,0,0.01,0.25,0.4,123,4
247,PGF,23.0,48.0,0,2,30,False,0,0,0.01,0.25,0.4,123,4
248,PGF,25.400000000000002,62.900000000000006,0,3,30,False,0,0,0.01,0.25,0.4,123,4
249,PGF,23.6,61.09999999999998,0,3,30,False,0,0,0.01,0.25,0.4,123,4
250,PGF,23.2,48.2,0,2,30,False,0,0,0.01,0.25,0.4,123,4
251,PGF,24.39,24.390000000000004,1,2,30,False,0,0,0.01,0.25,0.4,123,4
252,PGF,22.2,22.2,0,0,30,False,0,0,0.01,0.25,0.4,123,4
253,PGF,24.8,62.29999999999998,0,3,30,False,0,0,0.01,0.25,0.4,123,4
254,PGF,22.8,35.30000000000001,0,1,30,False,0,0,0.01,0.25,0.4,123,4
255,PGF,25.6,63.099999999999994,0,3,30,False,0,0,0.01,0.25,0.4,123,4
256,PGF,22.6,47.60000000000002,0,2,30,False,0,0,0.01,0.25,0.4,123,4
