episode,agent_type,total_reward_env,total_reward_shaped,tripwires_triggered,resources_collected,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,epsilon,shaping_scale,spawn_rate,seed,grid_size
1,PGF,21.450000000000003,-1228.5500000000004,13,1,30,False,0,0,0.1720768383829392,1.0,0.4,456,4
2,PGF,23.47,-976.5300000000007,11,2,30,False,0,0,0.14805219153934096,1.0,0.4,456,4
3,PGF,20.77,-279.22999999999973,3,0,30,False,0,0,0.12738176517877567,1.0,0.4,456,4
4,PGF,21.77,-228.22999999999973,3,1,30,False,0,0,0.10959725709800847,1.0,0.4,456,4
5,PGF,20.779999999999998,-179.21999999999971,2,0,30,False,0,0,0.09429574748433718,1.0,0.4,456,4
6,PGF,20.58,-179.4199999999997,2,0,30,False,0,0,0.08113057050030371,1.0,0.4,456,4
7,PGF,23.15,-376.84999999999974,5,2,30,False,0,0,0.06980346033948207,1.0,0.4,456,4
8,PGF,20.97,-279.02999999999986,3,0,30,False,0,0,0.06005779381703479,1.0,0.4,456,4
9,PGF,20.189999999999998,-79.81000000000006,1,0,30,False,0,0,0.05167277640144891,1.0,0.4,456,4
10,PGF,20.0,20.0,0,0,30,False,0,0,0.04445843996814939,1.0,0.4,456,4
11,PGF,20.0,20.0,0,0,30,False,0,0,0.03825133894578426,1.0,0.4,456,4
12,PGF,20.38,-179.61999999999998,2,0,30,False,0,0,0.032910847348523745,1.0,0.4,456,4
13,PGF,20.0,20.0,0,0,30,False,0,0,0.028315972801187538,1.0,0.4,456,4
14,PGF,20.189999999999998,-79.81000000000006,1,0,30,False,0,0,0.02436261537682825,1.0,0.4,456,4
15,PGF,20.0,20.0,0,0,30,False,0,0,0.020961209143920925,1.0,0.4,456,4
16,PGF,20.0,20.0,0,0,30,False,0,0,0.018034692990847347,1.0,0.4,456,4
17,PGF,20.0,20.0,0,0,30,False,0,0,0.015516764755359819,1.0,0.4,456,4
18,PGF,20.0,20.0,0,0,30,False,0,0,0.01335037910517069,1.0,0.4,456,4
19,PGF,20.0,20.0,0,0,30,False,0,0,0.011486455138157128,1.0,0.4,456,4
20,PGF,20.0,20.0,0,0,30,False,0,0,0.01,1.0,0.4,456,4
21,PGF,20.0,20.0,0,0,30,False,0,0,0.01,1.0,0.4,456,4
22,PGF,20.0,20.0,0,0,30,False,0,0,0.01,1.0,0.4,456,4
23,PGF,20.0,20.0,0,0,30,False,0,0,0.01,1.0,0.4,456,4
24,PGF,20.189999999999998,-79.81000000000002,1,0,30,False,0,0,0.01,1.0,0.4,456,4
25,PGF,20.0,20.0,0,0,30,False,0,0,0.01,1.0,0.4,456,4
26,PGF,20.0,20.0,0,0,30,False,0,0,0.01,1.0,0.4,456,4
27,PGF,20.0,20.0,0,0,30,False,0,0,0.01,1.0,0.4,456,4
28,PGF,20.189999999999998,-79.81000000000009,1,0,30,False,0,0,0.01,1.0,0.4,456,4
29,PGF,20.0,20.0,0,0,30,False,0,0,0.01,1.0,0.4,456,4
30,PGF,20.0,20.0,0,0,30,False,0,0,0.01,1.0,0.4,456,4
31,PGF,20.0,20.0,0,0,30,False,0,0,0.01,1.0,0.4,456,4
32,PGF,20.0,20.0,0,0,30,False,0,0,0.01,1.0,0.4,456,4
33,PGF,20.189999999999998,-79.81000000000003,1,0,30,False,0,0,0.01,1.0,0.4,456,4
34,PGF,20.0,20.0,0,0,30,False,0,0,0.01,1.0,0.4,456,4
