episode,agent_type,total_reward_env,total_reward_shaped,tripwires_triggered,resources_collected,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,epsilon,shaping_scale,spawn_rate,seed,grid_size
1,PGF,22.349999999999998,-90.15000000000006,5,1,30,False,0,0,0.1720768383829392,0.25,0.4,42,4
2,PGF,22.59,22.59,1,2,30,False,0,0,0.14805219153934096,0.25,0.4,42,4
3,PGF,22.349999999999998,-65.15000000000008,4,1,30,False,0,0,0.12738176517877567,0.25,0.4,42,4
4,PGF,113.77,76.26999999999997,2,1,17,True,0,0,0.1169767727317183,0.25,0.4,42,4
5,PGF,21.97,-15.530000000000012,2,1,30,False,0,0,0.10064496607956849,0.25,0.4,42,4
6,PGF,114.38,139.38,1,4,30,True,0,0,0.08659333781065155,0.25,0.4,42,4
7,PGF,20.32,-667.1800000000001,28,1,30,False,0,0,0.07450353897741373,0.25,0.4,42,4
8,PGF,25.4,-412.09999999999985,19,3,30,False,0,0,0.06410166717786715,0.25,0.4,42,4
9,PGF,22.59,22.59,1,2,30,False,0,0,0.055152061115214,0.25,0.4,42,4
10,PGF,112.39,87.39,1,0,19,True,0,0,0.05014184170207921,0.25,0.4,42,4
11,PGF,20.39,32.89,0,1,30,False,0,0,0.04314124795395802,0.25,0.4,42,4
12,PGF,22.580000000000002,-489.91999999999996,21,1,30,False,0,0,0.03711804775905773,0.25,0.4,42,4
13,PGF,115.37,77.86999999999999,2,1,9,True,0,0,0.03548075502186146,0.25,0.4,42,4
14,PGF,114.98,102.47999999999999,1,1,11,True,0,0,0.03357737501017741,0.25,0.4,42,4
15,PGF,113.58,63.58,2,0,13,True,0,0,0.03145913599537039,0.25,0.4,42,4
16,PGF,114.98,64.97999999999999,2,0,6,True,0,0,0.030527080738007584,0.25,0.4,42,4
17,PGF,20.0,20.0,0,0,30,False,0,0,0.026265017692285342,0.25,0.4,42,4
18,PGF,20.0,20.0,0,0,30,False,0,0,0.02259800602280212,0.25,0.4,42,4
19,PGF,117.38,129.88,1,3,9,True,0,0,0.02160119844885791,0.25,0.4,42,4
20,PGF,113.78,101.28,1,1,17,True,0,0,0.019836736271776987,0.25,0.4,42,4
21,PGF,114.98,89.97999999999999,1,0,6,True,0,0,0.019249023553482687,0.25,0.4,42,4
22,PGF,114.77,89.77,2,2,17,True,0,0,0.017676695328904212,0.25,0.4,42,4
23,PGF,115.77,90.77,2,2,12,True,0,0,0.016644779472573017,0.25,0.4,42,4
24,PGF,21.97,-15.53000000000004,2,1,30,False,0,0,0.014320905136108049,0.25,0.4,42,4
25,PGF,113.37,75.86999999999998,2,1,19,True,0,0,0.013019940576022048,0.25,0.4,42,4
26,PGF,113.78,113.78,1,2,22,True,0,0,0.011660489400013503,0.25,0.4,42,4
27,PGF,117.98,130.48,1,3,6,True,0,0,0.01131501835941324,0.25,0.4,42,4
28,PGF,22.779999999999998,22.779999999999998,1,2,30,False,0,0,0.01,0.25,0.4,42,4
29,PGF,116.78,129.28,1,3,12,True,0,0,0.01,0.25,0.4,42,4
30,PGF,116.58,116.58,1,2,8,True,0,0,0.01,0.25,0.4,42,4
31,PGF,115.58,128.07999999999998,1,3,18,True,0,0,0.01,0.25,0.4,42,4
32,PGF,115.98,103.48,1,1,6,True,0,0,0.01,0.25,0.4,42,4
33,PGF,116.98,116.98,1,2,6,True,0,0,0.01,0.25,0.4,42,4
34,PGF,116.98,116.98,1,2,6,True,0,0,0.01,0.25,0.4,42,4
35,PGF,114.78,102.28,1,1,12,True,0,0,0.01,0.25,0.4,42,4
36,PGF,116.58,116.58,1,2,8,True,0,0,0.01,0.25,0.4,42,4
37,PGF,116.78,116.78,1,2,7,True,0,0,0.01,0.25,0.4,42,4
38,PGF,114.98,89.97999999999999,1,0,6,True,0,0,0.01,0.25,0.4,42,4
39,PGF,116.98,116.97999999999999,1,2,6,True,0,0,0.01,0.25,0.4,42,4
40,PGF,116.98,116.98,1,2,6,True,0,0,0.01,0.25,0.4,42,4
41,PGF,116.98,116.98,1,2,6,True,0,0,0.01,0.25,0.4,42,4
42,PGF,115.98,103.48,1,1,6,True,0,0,0.01,0.25,0.4,42,4
43,PGF,115.98,103.48,1,1,6,True,0,0,0.01,0.25,0.4,42,4
