success_rate_total,success_last_100,gate,gate_passed,first_success_episode,convergence_episode,variant,seed,episodes,learning_rate,gamma,batch_size,shaping,transfer,curriculum,reward_extra,regularization,shaping_scale,shaping_tripwire_penalty,shaping_resource_bonus,weight_decay,dropout,transfer_checkpoint
0.0,0.0,0.1,False,,-1,with_shaping,13,1500,0.001,0.99,32,True,False,False,False,False,1.0,-100.0,10.0,0.0,0.0,
