episode,stage,shaping_scale_current,agent_type,total_reward_env,total_reward_shaped,tripwires_triggered,resources_collected,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,epsilon,spawn_rate,seed,grid_size
1,,0.0,ControlS0,20.38,20.38,2,0,30,False,0,0,0.1720768383829392,0.25,161718,4
2,,0.0,ControlS0,20.0,20.0,0,0,30,False,0,0,0.14805219153934096,0.25,161718,4
3,,0.0,ControlS0,20.189999999999998,20.189999999999998,1,0,30,False,0,0,0.12738176517877567,0.25,161718,4
4,,0.0,ControlS0,20.55,20.55,5,0,30,False,0,0,0.10959725709800847,0.25,161718,4
5,,0.0,ControlS0,20.0,20.0,0,0,30,False,0,0,0.09429574748433718,0.25,161718,4
6,,0.0,ControlS0,21.39,21.39,1,1,30,False,0,0,0.08113057050030371,0.25,161718,4
7,,0.0,ControlS0,20.759999999999998,20.759999999999998,3,0,30,False,0,0,0.06980346033948207,0.25,161718,4
8,,0.0,ControlS0,20.0,20.0,0,0,30,False,0,0,0.06005779381703479,0.25,161718,4
9,,0.0,ControlS0,20.0,20.0,0,0,30,False,0,0,0.05167277640144891,0.25,161718,4
10,,0.0,ControlS0,20.0,20.0,0,0,30,False,0,0,0.04445843996814939,0.25,161718,4
11,,0.0,ControlS0,20.0,20.0,0,0,30,False,0,0,0.03825133894578426,0.25,161718,4
12,,0.0,ControlS0,21.59,21.59,1,1,30,False,0,0,0.032910847348523745,0.25,161718,4
13,,0.0,ControlS0,19.68,19.68,12,0,30,False,0,0,0.028315972801187538,0.25,161718,4
14,,0.0,ControlS0,21.78,21.78,2,1,30,False,0,0,0.02436261537682825,0.25,161718,4
15,,0.0,ControlS0,20.589999999999996,20.589999999999996,1,0,30,False,0,0,0.020961209143920925,0.25,161718,4
16,,0.0,ControlS0,21.54,21.54,6,1,30,False,0,0,0.018034692990847347,0.25,161718,4
17,,0.0,ControlS0,20.589999999999996,20.589999999999996,1,0,30,False,0,0,0.015516764755359819,0.25,161718,4
18,,0.0,ControlS0,20.589999999999996,20.589999999999996,1,0,30,False,0,0,0.01335037910517069,0.25,161718,4
19,,0.0,ControlS0,20.589999999999996,20.589999999999996,1,0,30,False,0,0,0.011486455138157128,0.25,161718,4
20,,0.0,ControlS0,20.589999999999996,20.589999999999996,1,0,30,False,0,0,0.01,0.25,161718,4
21,,0.0,ControlS0,20.589999999999996,20.589999999999996,1,0,30,False,0,0,0.01,0.25,161718,4
22,,0.0,ControlS0,21.59,21.59,1,1,30,False,0,0,0.01,0.25,161718,4
23,,0.0,ControlS0,20.97,20.97,3,0,30,False,0,0,0.01,0.25,161718,4
24,,0.0,ControlS0,21.55,21.55,25,2,30,False,0,0,0.01,0.25,161718,4
25,,0.0,ControlS0,21.59,21.59,1,1,30,False,0,0,0.01,0.25,161718,4
26,,0.0,ControlS0,112.58,112.58,2,0,18,True,0,0,0.01,0.25,161718,4
27,,0.0,ControlS0,113.58,113.58,2,1,18,True,0,0,0.01,0.25,161718,4
28,,0.0,ControlS0,114.99,114.99,1,0,6,True,0,0,0.01,0.25,161718,4
29,,0.0,ControlS0,21.159999999999997,21.159999999999997,2,0,30,False,0,0,0.01,0.25,161718,4
30,,0.0,ControlS0,20.99,20.99,1,0,30,False,0,0,0.01,0.25,161718,4
31,,0.0,ControlS0,21.169999999999998,21.169999999999998,2,0,30,False,0,0,0.01,0.25,161718,4
32,,0.0,ControlS0,111.39,111.39,1,1,30,True,0,0,0.01,0.25,161718,4
33,,0.0,ControlS0,114.37,114.37,2,1,14,True,0,0,0.01,0.25,161718,4
34,,0.0,ControlS0,114.97,114.97,2,0,6,True,0,0,0.01,0.25,161718,4
35,,0.0,ControlS0,114.97,114.97,2,0,6,True,0,0,0.01,0.25,161718,4
36,,0.0,ControlS0,114.97,114.97,2,0,6,True,0,0,0.01,0.25,161718,4
