episode,stage,shaping_scale_current,agent_type,total_reward_env,total_reward_shaped,tripwires_triggered,resources_collected,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,epsilon,spawn_rate,seed,grid_size
1,1,0.0,Curriculum,114.37,114.37,2,0,9,True,0,0,0.19117791567151193,0.25,192021,4
2,1,0.0,Curriculum,22.990000000000002,22.990000000000002,1,2,30,False,0,0,0.16448645648696972,0.25,192021,4
3,1,0.0,Curriculum,115.6,115.6,0,1,8,True,0,0,0.15802099450940563,0.25,192021,4
4,1,0.0,Curriculum,115.0,115.0,0,0,6,True,0,0,0.15333922897306462,0.25,192021,4
5,1,0.0,Curriculum,114.78,114.78,2,1,12,True,0,0,0.1443877151957033,0.25,192021,4
6,1,0.0,Curriculum,21.830000000000002,21.830000000000002,16,1,30,False,0,0,0.12422890766106445,0.25,192021,4
7,1,0.0,Curriculum,25.03,25.03,17,4,30,False,0,0,0.10688458833041031,0.25,192021,4
8,1,0.0,Curriculum,22.35,22.35,4,1,30,False,0,0,0.09196181015879502,0.25,192021,4
9,1,0.0,Curriculum,114.58,114.58,1,2,20,True,0,0,0.0831896172546708,0.25,192021,4
10,1,0.0,Curriculum,115.96,115.96,3,1,6,True,0,0,0.0807249176478022,0.25,192021,4
11,1,0.0,Curriculum,114.76,114.76,3,0,7,True,0,0,0.07794157470094833,0.25,192021,4
12,1,0.0,Curriculum,114.97,114.97,2,0,6,True,0,0,0.07563236142573805,0.25,192021,4
13,1,0.0,Curriculum,114.97,114.97,2,0,6,True,0,0,0.07339156434523345,0.25,192021,4
14,1,0.0,Curriculum,114.76,114.76,3,0,7,True,0,0,0.07086107067696967,0.25,192021,4
15,1,0.0,Curriculum,114.97,114.97,2,0,6,True,0,0,0.06876163496848275,0.25,192021,4
16,1,0.0,Curriculum,114.97,114.97,2,0,6,True,0,0,0.06672440027180614,0.25,192021,4
17,1,0.0,Curriculum,115.56,115.56,3,1,9,True,0,0,0.06378115884197781,0.25,192021,4
18,1,0.0,Curriculum,115.78,115.78,2,1,7,True,0,0,0.061582025739364867,0.25,192021,4
19,1,0.0,Curriculum,115.18,115.18,2,2,15,True,0,0,0.057121576112806376,0.25,192021,4
20,1,0.0,Curriculum,114.97,114.97,2,0,6,True,0,0,0.05542920715096884,0.25,192021,4
21,1,0.0,Curriculum,115.98,115.98,2,1,6,True,0,0,0.0537869788347139,0.25,192021,4
22,1,0.0,Curriculum,117.79,117.79,1,3,8,True,0,0,0.05167277640144891,0.25,192021,4
23,1,0.0,Curriculum,115.99,115.99,1,1,6,True,0,0,0.05014184170207921,0.25,192021,4
24,1,0.0,Curriculum,115.99,115.99,1,1,6,True,0,0,0.04865626475619124,0.25,192021,4
25,1,0.0,Curriculum,114.98,114.98,2,0,6,True,0,0,0.047214701727368115,0.25,192021,4
26,1,0.0,Curriculum,115.96,115.96,3,1,6,True,0,0,0.0458158485936938,0.25,192021,4
27,1,0.0,Curriculum,114.96,114.96,3,0,6,True,0,0,0.04445843996814939,0.25,192021,4
28,1,0.0,Curriculum,114.96,114.96,3,0,6,True,0,0,0.04314124795395802,0.25,192021,4
29,1,0.0,Curriculum,115.96,115.96,3,1,6,True,0,0,0.041863081033843105,0.25,192021,4
30,1,0.0,Curriculum,115.96,115.96,3,1,6,True,0,0,0.040622782992195024,0.25,192021,4
31,1,0.0,Curriculum,115.96,115.96,3,1,6,True,0,0,0.039419231869171324,0.25,192021,4
32,1,0.0,Curriculum,116.96,116.96,3,2,6,True,0,0,0.03825133894578426,0.25,192021,4
33,1,0.0,Curriculum,115.96,115.96,3,1,6,True,0,0,0.03711804775905773,0.25,192021,4
34,1,0.0,Curriculum,114.97,114.97,2,0,6,True,0,0,0.03601833314636256,0.25,192021,4
35,1,0.0,Curriculum,115.97,115.97,2,1,6,True,0,0,0.0349512003180658,0.25,192021,4
36,1,0.0,Curriculum,114.96,114.96,3,0,6,True,0,0,0.03391568395765502,0.25,192021,4
37,1,0.0,Curriculum,115.96,115.96,3,1,6,True,0,0,0.032910847348523745,0.25,192021,4
38,1,0.0,Curriculum,115.99,115.99,1,1,6,True,0,0,0.031935781526628,0.25,192021,4
39,1,0.0,Curriculum,114.98,114.98,2,0,6,True,0,0,0.030989604458247482,0.25,192021,4
40,1,0.0,Curriculum,114.74,114.74,5,0,8,True,0,0,0.029771497426192704,0.25,192021,4
41,1,0.0,Curriculum,114.96,114.96,3,0,6,True,0,0,0.028889442664748223,0.25,192021,4
42,1,0.0,Curriculum,114.96,114.96,3,0,6,True,0,0,0.02803352097249569,0.25,192021,4
43,1,0.0,Curriculum,115.96,115.96,3,1,6,True,0,0,0.02720295809217214,0.25,192021,4
44,1,0.0,Curriculum,114.96,114.96,3,0,6,True,0,0,0.026397002705814413,0.25,192021,4
45,1,0.0,Curriculum,114.96,114.96,3,0,6,True,0,0,0.025614925755125268,0.25,192021,4
46,1,0.0,Curriculum,115.96,115.96,3,1,6,True,0,0,0.024856019781975342,0.25,192021,4
47,1,0.0,Curriculum,114.96,114.96,3,0,6,True,0,0,0.02411959828844439,0.25,192021,4
48,1,0.0,Curriculum,114.76,114.76,3,0,7,True,0,0,0.023287970140243756,0.25,192021,4
49,1,0.0,Curriculum,114.96,114.96,3,0,6,True,0,0,0.02259800602280212,0.25,192021,4
50,1,0.0,Curriculum,114.96,114.96,3,0,6,True,0,0,0.021928483810794496,0.25,192021,4
51,1,0.0,Curriculum,115.97,115.97,2,1,6,True,0,0,0.021278797861858902,0.25,192021,4
52,1,0.0,Curriculum,115.97,115.97,2,1,6,True,0,0,0.020648360477296766,0.25,192021,4
53,1,0.0,Curriculum,114.96,114.96,3,0,6,True,0,0,0.0200366013704472,0.25,192021,4
54,1,0.0,Curriculum,114.76,114.76,3,0,7,True,0,0,0.019345752315057977,0.25,192021,4
55,1,0.0,Curriculum,114.96,114.96,3,0,6,True,0,0,0.018772586219347596,0.25,192021,4
56,1,0.0,Curriculum,114.96,114.96,3,0,6,True,0,0,0.01821640159677518,0.25,192021,4
57,1,0.0,Curriculum,114.96,114.96,3,0,6,True,0,0,0.017676695328904212,0.25,192021,4
58,1,0.0,Curriculum,114.96,114.96,3,0,6,True,0,0,0.01715297920343496,0.25,192021,4
59,1,0.0,Curriculum,114.96,114.96,3,0,6,True,0,0,0.016644779472573017,0.25,192021,4
60,1,0.0,Curriculum,114.96,114.96,3,0,6,True,0,0,0.016151636424482335,0.25,192021,4
61,1,0.0,Curriculum,114.96,114.96,3,0,6,True,0,0,0.015673103967434984,0.25,192021,4
62,1,0.0,Curriculum,114.96,114.96,3,0,6,True,0,0,0.015208749226281525,0.25,192021,4
