episode,stage,shaping_scale_current,agent_type,total_reward_env,total_reward_shaped,tripwires_triggered,resources_collected,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,epsilon,spawn_rate,seed,grid_size
1,,1.0,DirectoS1,114.37,-85.63,2,0,9,True,0,0,0.19117791567151193,0.25,192021,4
2,,1.0,DirectoS1,22.990000000000002,22.989999999999963,1,2,30,False,0,0,0.16448645648696972,0.25,192021,4
3,,1.0,DirectoS1,115.4,165.39999999999998,0,1,9,True,0,0,0.1572308895368586,0.25,192021,4
4,,1.0,DirectoS1,20.979999999999997,-79.02000000000005,1,0,30,False,0,0,0.13527897183819892,0.25,192021,4
5,,1.0,DirectoS1,21.85,-1428.1500000000008,15,1,30,False,0,0,0.1163918888680597,0.25,192021,4
6,,1.0,DirectoS1,22.08,-677.9200000000006,7,0,30,False,0,0,0.10014174124917065,0.25,192021,4
7,,1.0,DirectoS1,21.0,21.0,0,0,30,False,0,0,0.0861603711215983,0.25,192021,4
8,,1.0,DirectoS1,20.799999999999997,20.799999999999997,0,0,30,False,0,0,0.07413102128252666,0.25,192021,4
9,,1.0,DirectoS1,21.99,-28.01000000000006,1,1,30,False,0,0,0.06378115884197781,0.25,192021,4
10,,1.0,DirectoS1,21.6,71.59999999999992,0,1,30,False,0,0,0.05487630080963793,0.25,192021,4
11,,1.0,DirectoS1,20.599999999999998,20.599999999999998,0,0,30,False,0,0,0.047214701727368115,0.25,192021,4
12,,1.0,DirectoS1,20.599999999999998,20.599999999999998,0,0,30,False,0,0,0.040622782992195024,0.25,192021,4
13,,1.0,DirectoS1,21.6,71.59999999999992,0,1,30,False,0,0,0.0349512003180658,0.25,192021,4
14,,1.0,DirectoS1,22.8,122.79999999999993,0,2,30,False,0,0,0.030071460242107727,0.25,192021,4
15,,1.0,DirectoS1,115.2,165.2,0,1,10,True,0,0,0.02860127047416736,0.25,192021,4
16,,1.0,DirectoS1,113.6,263.5999999999999,0,3,28,True,0,0,0.024856019781975342,0.25,192021,4
17,,1.0,DirectoS1,116.2,216.2,0,2,10,True,0,0,0.02364081221769437,0.25,192021,4
18,,1.0,DirectoS1,111.8,161.79999999999995,0,1,27,True,0,0,0.020648360477296766,0.25,192021,4
19,,1.0,DirectoS1,117.0,217.0,0,2,6,True,0,0,0.0200366013704472,0.25,192021,4
20,,1.0,DirectoS1,115.8,165.8,0,1,7,True,0,0,0.019345752315057977,0.25,192021,4
21,,1.0,DirectoS1,115.0,115.0,0,0,6,True,0,0,0.018772586219347596,0.25,192021,4
22,,1.0,DirectoS1,116.0,166.0,0,1,6,True,0,0,0.01821640159677518,0.25,192021,4
23,,1.0,DirectoS1,116.0,166.0,0,1,6,True,0,0,0.017676695328904212,0.25,192021,4
24,,1.0,DirectoS1,116.0,166.0,0,1,6,True,0,0,0.01715297920343496,0.25,192021,4
25,,1.0,DirectoS1,115.99,65.99,1,1,6,True,0,0,0.016644779472573017,0.25,192021,4
26,,1.0,DirectoS1,115.0,115.0,0,0,6,True,0,0,0.016151636424482335,0.25,192021,4
27,,1.0,DirectoS1,115.0,115.0,0,0,6,True,0,0,0.015673103967434984,0.25,192021,4
28,,1.0,DirectoS1,116.0,166.0,0,1,6,True,0,0,0.015208749226281525,0.25,192021,4
29,,1.0,DirectoS1,116.0,166.0,0,1,6,True,0,0,0.014758152150876966,0.25,192021,4
30,,1.0,DirectoS1,115.0,115.0,0,0,6,True,0,0,0.014320905136108049,0.25,192021,4
