risk_scale,agent,avg_pgf_neto,avg_pgf_bruto,avg_pgf_costo,avg_tripwire,avg_reward
0.5,control,-0.28538880407840217,-0.07128880407840217,0.2141,0.03,-4.3
0.5,simbiosis,-0.4446495417026928,-0.09194954170269284,0.35269999999999996,0.09,-22.232477085134644
0.5,dqn_control,-0.43635344894451406,-0.0774534489445141,0.3589,0.07,6.1
1.0,control,-0.2947888040784022,-0.07128880407840217,0.2235,0.03,-4.6
1.0,simbiosis,-0.48599906915671204,-0.09124906915671203,0.39475,0.09,-24.2999534578356
1.0,dqn_control,-0.47190344894451414,-0.0774534489445141,0.39445,0.07,4.775
1.5,control,-0.3041888040784022,-0.07128880407840217,0.2329,0.03,-4.9
1.5,simbiosis,-0.5886213609453201,-0.10308386094532017,0.4855375,0.13,-28.923444330273625
1.5,dqn_control,-0.6061353537169335,-0.08314785371693352,0.5229875,0.1,5.825
2.0,control,-0.3135888040784022,-0.07128880407840217,0.24230000000000002,0.03,-5.2
2.0,simbiosis,-0.5714300914700349,-0.11464259147003482,0.4567875,0.085,-26.149320221495188
2.0,dqn_control,-0.5745031271475233,-0.10331562714752333,0.4711875,0.075,3.225
3.0,control,-0.3323888040784022,-0.07128880407840217,0.2611,0.03,-5.8
3.0,simbiosis,-0.6847143581263049,-0.09970496108929025,0.5850093970370146,0.09,-33.250881018002445
3.0,dqn_control,-0.6817912709745371,-0.09365401355110935,0.5881372574234276,0.09,-7.175
