risk_scale,agent,avg_pgf_neto,avg_pgf_bruto,avg_pgf_costo,avg_tripwire,avg_reward
0.5,control,-0.24962760815680438,-0.14257760815680434,0.10705,0.03,-4.3
0.5,simbiosis,-0.3581174553014126,-0.1705424553014126,0.187575,0.085,-12.9196982120565
0.5,dqn_control,-0.3343568978890282,-0.1549068978890282,0.17945,0.07,6.1
1.0,control,-0.2543276081568044,-0.14257760815680434,0.11175,0.03,-4.6
1.0,simbiosis,-0.3819926944985035,-0.17319269449850347,0.2088,0.09,-14.299707779940134
1.0,dqn_control,-0.35213189788902816,-0.1549068978890282,0.197225,0.07,4.775
1.5,control,-0.25902760815680437,-0.14257760815680434,0.11645,0.03,-4.9
1.5,simbiosis,-0.4505805048849693,-0.17838675488496933,0.27219375,0.105,-16.477272248210955
1.5,dqn_control,-0.427789457433867,-0.16629570743386704,0.26149375,0.1,5.825
2.0,control,-0.26372760815680435,-0.14257760815680434,0.12115000000000001,0.03,-5.2
2.0,simbiosis,-0.4570548332354625,-0.2175110832354625,0.23954375,0.085,-15.260948366208012
2.0,dqn_control,-0.44222500429504663,-0.20663125429504667,0.23559375,0.075,3.225
3.0,control,-0.27312760815680437,-0.14257760815680434,0.13055,0.03,-5.8
3.0,simbiosis,-0.43733006866575574,-0.2141986584093455,0.22313141025641023,0.07,-14.999122882448994
3.0,dqn_control,-0.4813766558139326,-0.1873080271022187,0.2940686287117138,0.09,-7.175
