Episodio,Recompensa_control,Tripwires_control,PGF_Bruto_Avg,PGF_Costo_Avg
1,-15.0,0,-0.45681049150071834,0.455
2,0.0,0,0.0,0.0
3,0.0,0,0.0,0.0
4,-5.0,0,-0.15227016383357278,0.165
5,0.0,0,0.0,0.0
6,-20.0,0,-0.6090806553342911,0.56
7,0.0,0,0.0,0.0
8,0.0,0,0.0,0.0
9,-10.0,0,-0.30454032766714556,0.16
10,-5.0,0,-0.15227016383357278,0.055
11,0.0,0,0.0,0.0
12,0.0,0,0.0,0.0
13,-10.0,0,-0.30454032766714556,0.205
14,-5.0,0,-0.15227016383357278,0.155
15,-10.0,0,-0.30454032766714556,0.15
16,0.0,0,0.0,0.0
17,-5.0,0,-0.15227016383357278,0.19
18,-5.0,0,-0.15227016383357278,0.025
19,0.0,0,0.0,0.0
20,-15.0,0,-0.45681049150071834,0.55
21,0.0,0,0.0,0.0
22,-5.0,0,-0.15227016383357278,0.105
23,-10.0,0,-0.30454032766714556,0.34
24,-15.0,0,-0.45681049150071834,0.445
25,-10.0,0,-0.30454032766714556,0.31
26,0.0,0,0.0,0.0
27,0.0,0,0.0,0.0
28,-5.0,0,-0.15227016383357278,0.125
29,0.0,0,0.0,0.0
30,0.0,0,0.0,0.0
31,-5.0,0,-0.15227016383357278,0.05
32,-5.0,0,-0.15227016383357278,0.235
33,-5.0,0,-0.15227016383357278,0.06
34,-5.0,0,-0.15227016383357278,0.15
35,0.0,0,0.0,0.0
36,0.0,0,0.0,0.0
37,0.0,0,0.0,0.0
38,-10.0,0,-0.30454032766714556,0.175
39,-10.0,0,-0.30454032766714556,0.215
40,-5.0,0,-0.15227016383357278,0.16
41,-5.0,0,-0.15227016383357278,0.205
42,-40.0,1,-0.6920492363315377,0.08
43,0.0,0,0.0,0.0
44,0.0,0,0.0,0.0
45,0.0,0,0.0,0.0
46,0.0,0,0.0,0.0
47,0.0,0,0.0,0.0
48,0.0,0,0.0,0.0
49,-5.0,0,-0.15227016383357278,0.19
50,0.0,0,0.0,0.0
