Agente,Episodio,Recompensa,Tripwires,Flexibilidad,Robustez,Q-optimal,PGF_Bruto_Avg,PGF_Costo_Avg,RiskEffective_Avg,Surprise_Avg
simbiosis,1,16.840000000000018,0.0,0.5,1.0,0.8,5.5,0.0,0.23756572131572132,0.0
simbiosis,2,14.27060719818192,0.0,0.5,0.9866666666666667,0.8666666666666667,5.499767866363652,0.0,0.2830243055555555,0.0
simbiosis,3,13.244857585455286,0.0,0.5,0.8933333333333336,0.9,5.49814293090921,0.0,0.29183194444444444,0.0
simbiosis,4,14.120000000000012,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.27583333333333326,0.0
simbiosis,5,14.261214396363833,0.0,0.5,0.9733333333333333,0.8666666666666667,5.499535732727304,0.0,0.29937256944444446,0.0
simbiosis,6,14.280000000000015,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.2808333333333333,0.0
simbiosis,7,13.960000000000015,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.2725,0.0
simbiosis,8,13.960000000000015,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.29,0.0
simbiosis,9,14.120000000000012,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.27749999999999997,0.0
simbiosis,10,14.280000000000015,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.285,0.0
simbiosis,11,16.680000000000014,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.2356830900580901,0.0
simbiosis,12,14.280000000000015,0.0,0.5,1.0,0.9,5.5,0.0,0.2802777777777778,0.0
simbiosis,13,13.960000000000015,0.0,0.5,1.0,0.9333333333333333,5.5,0.0,0.2808333333333333,0.0
simbiosis,14,16.520000000000017,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.22439111814111815,0.0
simbiosis,15,14.120000000000012,0.0,0.5,1.0,0.9333333333333333,5.5,0.0,0.27555555555555566,0.0
simbiosis,16,16.520000000000017,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.2276847689347689,0.0
simbiosis,17,13.800000000000015,0.0,0.5,1.0,0.9333333333333333,5.5,0.0,0.27166666666666667,0.0
simbiosis,18,16.68000000000002,0.0,0.5,1.0,0.9,5.5,0.0,0.22917286417286417,0.0
simbiosis,19,14.120000000000012,0.0,0.5,1.0,0.9333333333333333,5.5,0.0,0.27416666666666667,0.0
simbiosis,20,16.52000000000002,0.0,0.5,1.0,0.8,5.5,0.0,0.23349826099826101,0.0
simbiosis,21,16.350607198181926,0.0,0.5,0.9866666666666667,0.9666666666666667,5.499767866363652,0.0,0.23549096933159433,0.0
simbiosis,22,14.280000000000015,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.30694444444444446,0.0
simbiosis,23,14.110607198181924,0.0,0.5,0.9866666666666667,0.8333333333333334,5.499767866363651,0.0,0.27721597222222216,0.0
simbiosis,24,13.800000000000015,0.0,0.5,1.0,1.0,5.5,0.0,0.27166666666666667,0.0
simbiosis,25,16.520000000000017,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.22426672864172864,0.0
simbiosis,26,14.402428792727648,0.0,0.5,0.9466666666666668,0.7666666666666667,5.499071465454605,0.0,0.3087951388888889,0.0
simbiosis,27,16.36000000000002,0.0,0.5,1.0,0.9,5.5,0.0,0.22765230140230142,0.0
simbiosis,28,16.680000000000014,0.0,0.5,1.0,0.9,5.5,0.0,0.22918007918007915,0.0
simbiosis,29,14.120000000000015,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.2816666666666666,0.0
simbiosis,30,14.091821594545742,0.0,0.5,0.9600000000000002,0.8666666666666667,5.499303599090953,0.0,0.2816197916666667,0.0
simbiosis,31,13.960000000000015,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.2725,0.0
simbiosis,32,14.280000000000015,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.2816666666666666,0.0
simbiosis,33,13.960000000000015,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.2725,0.0
simbiosis,34,13.960000000000015,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.2725,0.0
simbiosis,35,14.600000000000016,0.0,0.5,1.0,0.7333333333333333,5.5,0.0,0.31444444444444447,0.0
simbiosis,36,16.520000000000017,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.23356499981499984,0.0
simbiosis,37,16.68000000000002,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.22484644984644986,0.0
simbiosis,38,14.110607198181924,0.0,0.5,0.9866666666666667,0.8666666666666667,5.499767866363652,0.0,0.28131388888888886,0.0
simbiosis,39,16.840000000000018,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.22456205831205833,0.0
simbiosis,40,14.120000000000012,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.2766666666666666,0.0
