total_reward_env,total_reward_shaped,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,resources_collected,tripwires_triggered,episode,shaping_scale,stage,episodes_in_stage,success_rate_last_25,transition_triggered,epsilon,seed
17.970000000000002,17.970000000000002,30,0,0,0,2,12,0,0.0,0,1,,0,0.8603841919146962,123
14.959999999999997,14.959999999999997,30,0,0,0,0,11,1,0.0,0,2,,0,0.7402609576967045,123
16.79,16.79,30,0,0,0,0,10,2,0.0,0,3,,0,0.6369088258938781,123
15.93,15.93,30,0,0,0,1,7,3,0.0,0,4,,0,0.547986285490042,123
16.409999999999997,16.409999999999997,30,0,0,0,0,8,4,0.0,0,5,,0,0.47147873742168567,123
16.409999999999997,16.409999999999997,30,0,0,0,0,9,5,0.0,0,6,,0,0.40565285250151817,123
15.330000000000002,15.330000000000002,30,0,0,0,0,17,6,0.0,0,7,,0,0.34901730169741024,123
16.549999999999997,16.549999999999997,30,0,0,0,1,4,7,0.0,0,8,,0,0.30028896908517405,123
15.599999999999998,15.599999999999998,30,0,0,0,0,10,8,0.0,0,9,,0,0.2583638820072446,123
15.659999999999998,15.659999999999998,30,0,0,0,0,4,9,0.0,0,10,,0,0.22229219984074702,123
16.569999999999997,16.569999999999997,30,0,0,0,3,3,10,0.0,0,11,,0,0.1912566947289212,123
15.259999999999998,15.259999999999998,30,0,0,0,0,3,11,0.0,0,12,,0,0.16455423674261854,123
15.979999999999997,15.979999999999997,30,0,0,0,1,2,12,0.0,0,13,,0,0.14157986400593744,123
14.540000000000001,14.540000000000001,30,0,0,0,0,16,13,0.0,0,14,,0,0.12181307688414106,123
15.469999999999999,15.469999999999999,30,0,0,0,0,3,14,0.0,0,15,,0,0.10480604571960442,123
15.279999999999996,15.279999999999996,30,0,0,0,0,2,15,0.0,0,16,,0,0.09017346495423652,123
13.7,13.7,6,0,0,0,0,4,16,0.0,0,17,,0,0.08750185146499175,123
13.7,13.7,6,0,0,0,0,4,17,0.0,0,18,,0,0.08490939117940327,123
15.659999999999998,15.659999999999998,30,0,0,0,0,4,18,0.0,0,19,,0,0.07305469791585968,123
12.25,12.25,10,0,0,0,0,5,19,0.0,0,20,,0,0.06948306326589085,123
15.190000000000001,15.190000000000001,30,0,0,0,0,11,20,0.0,0,21,,0,0.05978212923978115,123
13.1,13.1,8,0,0,0,0,2,21,0.0,0,22,,0,0.05743227569078546,123
10.549999999999999,10.549999999999999,16,0,0,0,0,4,22,0.0,0,23,,0,0.053006034755694834,123
13.7,13.7,6,0,0,0,0,4,23,0.0,0,24,,0,0.05143559895690903,123
12.82,12.82,12,0,0,0,2,6,24,0.0,0,25,,0,0.048432933065126825,123
13.7,13.7,6,0,0,0,0,4,25,0.0,0,26,,0,0.046997986793891174,123
13.7,13.7,6,0,0,0,0,4,26,0.0,0,27,,0,0.045605554379880814,123
13.7,13.7,6,0,0,0,0,4,27,0.0,0,28,,0,0.04425437624418858,123
13.7,13.7,6,0,0,0,0,4,28,0.0,0,29,,0,0.04294323012606958,123
13.7,13.7,6,0,0,0,0,4,29,0.0,0,30,,0,0.041670929977297724,123
13.7,13.7,6,0,0,0,0,4,30,0.0,0,31,,0,0.04043632488927963,123
13.7,13.7,6,0,0,0,0,4,31,0.0,0,32,,0,0.03923829805195549,123
