total_reward_env,total_reward_shaped,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,resources_collected,tripwires_triggered,episode,shaping_scale,stage,episodes_in_stage,success_rate_last_25,transition_triggered,epsilon,seed
11.239999999999998,11.239999999999998,13,0,0,0,0,3,0,0.0,0,1,,0,0.9369146928798039,42
16.58,16.58,30,0,0,0,0,11,1,0.0,0,2,,0,0.8061065909263957,42
17.75,17.75,30,0,0,0,3,3,2,0.0,0,3,,0,0.6935613678313175,42
14.34,14.34,30,0,0,0,1,4,3,0.0,0,4,,0,0.5967292370047992,42
16.29,16.29,30,0,0,0,1,10,4,0.0,0,5,,0,0.5134164023722473,42
16.03,16.03,30,0,0,0,1,16,5,0.0,0,6,,0,0.4417353564707963,42
16.83,16.83,30,0,0,0,2,7,6,0.0,0,7,,0,0.3800621177172763,42
15.09,15.09,30,0,0,0,1,10,7,0.0,0,8,,0,0.326999438029567,42
17.14,17.14,30,0,0,0,1,6,8,0.0,0,9,,0,0.28134514724562876,42
17.53,17.53,30,0,0,0,1,7,9,0.0,0,10,,0,0.24206491716205145,42
16.849999999999998,16.849999999999998,30,0,0,0,0,4,10,0.0,0,11,,0,0.20826882814336947,42
12.06,12.06,11,0,0,0,0,3,11,0.0,0,12,,0,0.19709615934585656,42
15.599999999999998,15.599999999999998,30,0,0,0,0,8,12,0.0,0,13,,0,0.16957841978827493,42
15.059999999999997,15.059999999999997,30,0,0,0,0,4,13,0.0,0,14,,0,0.14590259167570602,42
15.269999999999996,15.269999999999996,30,0,0,0,0,3,14,0.0,0,15,,0,0.1255322834371622,42
13.059999999999999,13.059999999999999,30,0,0,0,0,4,15,0.0,0,16,,0,0.10800599224428936,42
15.369999999999996,15.369999999999996,30,0,0,0,1,23,16,0.0,0,17,,0,0.09292664835904782,42
15.17,15.17,30,0,0,0,0,13,17,0.0,0,18,,0,0.07995261925574046,42
15.239999999999997,15.239999999999997,30,0,0,0,0,6,18,0.0,0,19,,0,0.06878996970981359,42
15.51,15.51,30,0,0,0,0,19,19,0.0,0,20,,0,0.05918580250061433,42
15.269999999999998,15.269999999999998,30,0,0,0,0,3,20,0.0,0,21,,0,0.05092252885731386,42
15.769999999999998,15.769999999999998,30,0,0,0,1,3,21,0.0,0,22,,0,0.043812938841152796,42
17.45,17.45,30,0,0,0,2,5,22,0.0,0,23,,0,0.03769595998025326,42
16.39,16.39,30,0,0,0,1,20,23,0.0,0,24,,0,0.032433008066058915,42
16.439999999999998,16.439999999999998,30,0,0,0,0,6,24,0.0,0,25,,0,0.0279048474362789,42
16.47,16.47,30,0,0,0,0,3,25,0.0,0,26,,0,0.024008889611965685,42
15.969999999999997,15.969999999999997,30,0,0,0,1,3,26,0.0,0,27,,0,0.020656869087560238,42
14.55,14.55,30,0,0,0,0,15,27,0.0,0,28,,0,0.017772843617388175,42
14.58,14.58,30,0,0,0,0,12,28,0.0,0,29,,0,0.01529147369377279,42
17.86,17.86,30,0,0,0,3,14,29,0.0,0,30,,0,0.013156542237201536,42
15.459999999999997,15.459999999999997,30,0,0,0,0,4,30,0.0,0,31,,0,0.011319680961146208,42
14.649999999999999,14.649999999999999,30,0,0,0,0,5,31,0.0,0,32,,0,0.01,42
14.480000000000002,14.480000000000002,30,0,0,0,0,22,32,0.0,0,33,,0,0.01,42
16.45,16.45,30,0,0,0,0,5,33,0.0,0,34,,0,0.01,42
14.62,14.62,30,0,0,0,0,8,34,0.0,0,35,,0,0.01,42
14.460000000000003,14.460000000000003,30,0,0,0,0,24,35,0.0,0,36,,0,0.01,42
15.880000000000003,15.880000000000003,30,0,0,0,2,22,36,0.0,0,37,,0,0.01,42
14.460000000000003,14.460000000000003,30,0,0,0,0,24,37,0.0,0,38,,0,0.01,42
16.909999999999997,16.909999999999997,30,0,0,0,1,9,38,0.0,0,39,,0,0.01,42
15.959999999999999,15.959999999999999,30,0,0,0,0,14,39,0.0,0,40,,0,0.01,42
16.45,16.45,30,0,0,0,0,5,40,0.0,0,41,,0,0.01,42
16.439999999999998,16.439999999999998,30,0,0,0,0,6,41,0.0,0,42,,0,0.01,42
17.89,17.89,30,0,0,0,3,11,42,0.0,0,43,,0,0.01,42
16.89,16.89,30,0,0,0,1,11,43,0.0,0,44,,0,0.01,42
15.16,15.16,30,0,0,0,0,13,44,0.0,0,45,,0,0.01,42
16.380000000000003,16.380000000000003,30,0,0,0,0,12,45,0.0,0,46,,0,0.01,42
16.07,16.07,30,0,0,0,0,3,46,0.0,0,47,,0,0.01,42
15.190000000000001,15.190000000000001,30,0,0,0,0,11,47,0.0,0,48,,0,0.01,42
16.07,16.07,30,0,0,0,0,3,48,0.0,0,49,,0,0.01,42
15.150000000000002,15.150000000000002,30,0,0,0,0,15,49,0.0,0,50,,0,0.01,42
13.729999999999999,13.729999999999999,6,0,0,0,0,1,50,0.0,0,51,,0,0.01,42
14.960000000000003,14.960000000000003,30,0,0,0,1,24,51,0.0,0,52,,0,0.01,42
15.590000000000002,15.590000000000002,30,0,0,0,1,21,52,0.0,0,53,,0,0.01,42
16.42,16.42,30,0,0,0,0,8,53,0.0,0,54,,0,0.01,42
15.100000000000001,15.100000000000001,30,0,0,0,0,20,54,0.0,0,55,,0,0.01,42
16.9,16.9,30,0,0,0,1,10,55,0.0,0,56,,0,0.01,42
16.46,16.46,30,0,0,0,0,4,56,0.0,0,57,,0,0.01,42
15.130000000000003,15.130000000000003,30,0,0,0,0,17,57,0.0,0,58,,0,0.01,42
15.22,15.22,30,0,0,0,0,8,58,0.0,0,59,,0,0.01,42
15.099999999999996,15.099999999999996,30,0,0,0,0,20,59,0.0,0,60,,0,0.01,42
16.479999999999997,16.479999999999997,30,0,0,0,0,2,60,0.0,0,61,,0,0.01,42
15.580000000000002,15.580000000000002,30,0,0,0,1,22,61,0.0,0,62,,0,0.01,42
17.47,17.47,30,0,0,0,2,3,62,0.0,0,63,,0,0.01,42
16.45,16.45,30,0,0,0,0,5,63,0.0,0,64,,0,0.01,42
16.939999999999998,16.939999999999998,30,0,0,0,1,6,64,0.0,0,65,,0,0.01,42
16.32,16.32,30,0,0,0,0,18,65,0.0,0,66,,0,0.01,42
15.580000000000002,15.580000000000002,30,0,0,0,1,22,66,0.0,0,67,,0,0.01,42
16.979999999999997,16.979999999999997,30,0,0,0,1,2,67,0.0,0,68,,0,0.01,42
16.46,16.46,30,0,0,0,0,4,68,0.0,0,69,,0,0.01,42
16.949999999999996,16.949999999999996,30,0,0,0,1,5,69,0.0,0,70,,0,0.01,42
16.86,16.86,30,0,0,0,1,14,70,0.0,0,71,,0,0.01,42
16.9,16.9,30,0,0,0,0,0,71,0.0,0,72,,0,0.01,42
17.86,17.86,30,0,0,0,2,4,72,0.0,0,73,,0,0.01,42
17.089999999999996,17.089999999999996,30,0,0,0,2,1,73,0.0,0,74,,0,0.01,42
16.95,16.95,30,0,0,0,1,5,74,0.0,0,75,,0,0.01,42
14.609999999999998,14.609999999999998,30,0,0,0,0,9,75,0.0,0,76,,0,0.01,42
16.46,16.46,30,0,0,0,0,4,76,0.0,0,77,,0,0.01,42
16.43,16.43,30,0,0,0,0,7,77,0.0,0,78,,0,0.01,42
16.949999999999996,16.949999999999996,30,0,0,0,1,5,78,0.0,0,79,,0,0.01,42
16.38,16.38,30,0,0,0,0,12,79,0.0,0,80,,0,0.01,42
10.79,10.79,13,0,0,0,0,8,80,0.0,0,81,,0,0.01,42
16.36,16.36,30,0,0,0,0,14,81,0.0,0,82,,0,0.01,42
13.729999999999999,13.729999999999999,6,0,0,0,0,1,82,0.0,0,83,,0,0.01,42
13.729999999999999,13.729999999999999,6,0,0,0,0,1,83,0.0,0,84,,0,0.01,42
16.46,16.46,30,0,0,0,0,4,84,0.0,0,85,,0,0.01,42
16.279999999999998,16.279999999999998,30,0,0,0,0,2,85,0.0,0,86,,0,0.01,42
16.95,16.95,30,0,0,0,1,5,86,0.0,0,87,,0,0.01,42
16.93,16.93,30,0,0,0,1,6,87,0.0,0,88,,0,0.01,42
13.729999999999999,13.729999999999999,6,0,0,0,0,1,88,0.0,0,89,,0,0.01,42
13.729999999999999,13.729999999999999,6,0,0,0,0,1,89,0.0,0,90,,0,0.01,42
16.45,16.45,30,0,0,0,0,5,90,0.0,0,91,,0,0.01,42
16.45,16.45,30,0,0,0,0,5,91,0.0,0,92,,0,0.01,42
13.729999999999999,13.729999999999999,6,0,0,0,0,1,92,0.0,0,93,,0,0.01,42
14.229999999999999,14.229999999999999,6,0,0,0,1,1,93,0.0,0,94,,0,0.01,42
16.97,16.97,30,0,0,0,1,3,94,0.0,0,95,,0,0.01,42
16.939999999999998,16.939999999999998,30,0,0,0,1,6,95,0.0,0,96,,0,0.01,42
9.379999999999999,9.379999999999999,20,0,0,0,0,2,96,0.0,0,97,,0,0.01,42
16.96,16.96,30,0,0,0,1,4,97,0.0,0,98,,0,0.01,42
16.449999999999996,16.449999999999996,30,0,0,0,0,5,98,0.0,0,99,,0,0.01,42
13.719999999999999,13.719999999999999,6,0,0,0,0,2,99,0.0,0,100,,1,0.01,42
16.959999999999997,-80.53999999999994,30,0,0,0,1,4,100,0.25,1,1,,0,0.01,42
17.1,17.1,30,0,0,0,0,0,101,0.25,1,2,,0,0.01,42
17.6,20.1,30,0,0,0,1,0,102,0.25,1,3,,0,0.01,42
15.089999999999998,-9.909999999999972,30,0,0,0,0,1,103,0.25,1,4,,0,0.01,42
16.669999999999998,-58.329999999999956,30,0,0,0,0,3,104,0.25,1,5,,0,0.01,42
16.979999999999997,-30.519999999999957,30,0,0,0,1,2,105,0.25,1,6,,0,0.01,42
17.65,-102.3499999999999,30,0,0,0,2,5,106,0.25,1,7,,0,0.01,42
17.15,-105.34999999999991,30,0,0,0,1,5,107,0.25,1,8,,0,0.01,42
16.479999999999997,-33.51999999999995,30,0,0,0,0,2,108,0.25,1,9,,0,0.01,42
9.719999999999999,-12.780000000000005,17,0,0,0,1,1,109,0.25,1,10,,0,0.01,42
14.219999999999999,-33.28,6,0,0,0,1,2,110,0.25,1,11,,0,0.01,42
16.95,-105.5499999999999,30,0,0,0,1,5,111,0.25,1,12,,0,0.01,42
16.959999999999997,-80.53999999999994,30,0,0,0,1,4,112,0.25,1,13,,0,0.01,42
16.080000000000002,-281.42000000000013,30,0,0,0,1,12,113,0.25,1,14,,0,0.01,42
