total_reward_env,total_reward_shaped,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,resources_collected,tripwires_triggered,episode,shaping_scale,stage,episodes_in_stage,success_rate_last_25,transition_triggered,epsilon,seed
16.03,16.03,30,0,0,0,0,5,0,0.0,0,1,,0,0.8603841919146962,131415
16.35,16.35,30,0,0,0,1,5,1,0.0,0,2,,0,0.7402609576967045,131415
16.57,16.57,30,0,0,0,1,2,2,0.0,0,3,,0,0.6369088258938781,131415
16.55,16.55,30,0,0,0,1,5,3,0.0,0,4,,0,0.547986285490042,131415
16.8,16.8,30,0,0,0,0,9,4,0.0,0,5,,0,0.47147873742168567,131415
16.660000000000004,16.660000000000004,30,0,0,0,0,4,5,0.0,0,6,,0,0.40565285250151817,131415
16.48,16.48,30,0,0,0,0,2,6,0.0,0,7,,0,0.34901730169741024,131415
16.43,16.43,30,0,0,0,0,7,7,0.0,0,8,,0,0.30028896908517405,131415
16.869999999999997,16.869999999999997,30,0,0,0,0,3,8,0.0,0,9,,0,0.2583638820072446,131415
12.709999999999999,12.709999999999999,9,0,0,0,0,0,9,0.0,0,10,,0,0.24696734223472733,131415
16.86,16.86,30,0,0,0,0,4,10,0.0,0,11,,0,0.21248679717794605,131415
16.509999999999998,16.509999999999998,30,0,0,0,1,9,11,0.0,0,12,,0,0.182820281282489,131415
17.57,17.57,30,0,0,0,3,3,12,0.0,0,13,,0,0.1572956799768517,131415
16.25,16.25,30,0,0,0,0,5,13,0.0,0,14,,0,0.1353347165085562,131415
16.61,16.61,30,0,0,0,0,9,14,0.0,0,15,,0,0.11643985070121858,131415
16.97,16.97,30,0,0,0,0,13,15,0.0,0,16,,0,0.10018300685223579,131415
17.07,17.07,30,0,0,0,1,13,16,0.0,0,17,,0,0.08619587539414532,131415
17.47,17.47,30,0,0,0,2,3,17,0.0,0,18,,0,0.07416156859737154,131415
13.729999999999999,13.729999999999999,6,0,0,0,0,1,18,0.0,0,19,,0,0.07196434741762824,131415
17.15,17.15,30,0,0,0,1,4,19,0.0,0,20,,0,0.06191698689958447,131415
16.979999999999997,16.979999999999997,30,0,0,0,1,2,20,0.0,0,21,,0,0.05327239673939179,131415
15.91,15.91,30,0,0,0,1,9,21,0.0,0,22,,0,0.04583472801998072,131415
16.669999999999998,16.669999999999998,30,0,0,0,0,3,22,0.0,0,23,,0,0.039435475429100995,131415
16.919999999999998,16.919999999999998,30,0,0,0,1,8,23,0.0,0,24,,0,0.03392965965983891,131415
16.979999999999997,16.979999999999997,30,0,0,0,1,1,24,0.0,0,25,,0,0.029192542808371146,131415
15.44,15.44,30,0,0,0,0,6,25,0.0,0,26,,0,0.025116802354115567,131415
15.100000000000001,15.100000000000001,30,0,0,0,0,20,26,0.0,0,27,,0,0.021610099696926857,131415
13.729999999999999,13.729999999999999,6,0,0,0,0,1,27,0.0,0,28,,0,0.020969846670345987,131415
16.57,16.57,30,0,0,0,0,13,28,0.0,0,29,,0,0.018042124582040707,131415
16.4,16.4,30,0,0,0,0,10,29,0.0,0,30,,0,0.015523158778943369,131415
16.369999999999997,16.369999999999997,30,0,0,0,0,13,30,0.0,0,31,,0,0.01335588042198471,131415
16.86,16.86,30,0,0,0,1,14,31,0.0,0,32,,0,0.011491188384178622,131415
17.22,17.22,30,0,0,0,1,18,32,0.0,0,33,,0,0.01,131415
13.729999999999999,13.729999999999999,6,0,0,0,0,1,33,0.0,0,34,,0,0.01,131415
16.669999999999998,16.669999999999998,30,0,0,0,0,3,34,0.0,0,35,,0,0.01,131415
16.93,16.93,30,0,0,0,1,7,35,0.0,0,36,,0,0.01,131415
16.449999999999996,16.449999999999996,30,0,0,0,0,5,36,0.0,0,37,,0,0.01,131415
16.32,16.32,30,0,0,0,0,18,37,0.0,0,38,,0,0.01,131415
13.739999999999998,13.739999999999998,6,0,0,0,0,0,38,0.0,0,39,,0,0.01,131415
16.97,16.97,30,0,0,0,1,3,39,0.0,0,40,,0,0.01,131415
16.96,16.96,30,0,0,0,1,4,40,0.0,0,41,,0,0.01,131415
15.260000000000002,15.260000000000002,30,0,0,0,0,24,41,0.0,0,42,,0,0.01,131415
17.479999999999997,17.479999999999997,30,0,0,0,2,2,42,0.0,0,43,,0,0.01,131415
16.979999999999997,16.979999999999997,30,0,0,0,1,2,43,0.0,0,44,,0,0.01,131415
16.86,16.86,30,0,0,0,1,14,44,0.0,0,45,,0,0.01,131415
15.1,15.1,30,0,0,0,0,20,45,0.0,0,46,,0,0.01,131415
16.79,16.79,30,0,0,0,1,21,46,0.0,0,47,,0,0.01,131415
13.729999999999999,13.729999999999999,6,0,0,0,0,1,47,0.0,0,48,,0,0.01,131415
16.84,16.84,30,0,0,0,1,16,48,0.0,0,49,,0,0.01,131415
16.479999999999997,16.479999999999997,30,0,0,0,0,2,49,0.0,0,50,,0,0.01,131415
16.45,16.45,30,0,0,0,0,5,50,0.0,0,51,,0,0.01,131415
17.439999999999998,17.439999999999998,30,0,0,0,2,6,51,0.0,0,52,,0,0.01,131415
16.439999999999998,16.439999999999998,30,0,0,0,0,6,52,0.0,0,53,,0,0.01,131415
16.9,16.9,30,0,0,0,1,10,53,0.0,0,54,,0,0.01,131415
16.419999999999998,16.419999999999998,30,0,0,0,0,8,54,0.0,0,55,,0,0.01,131415
16.449999999999996,16.449999999999996,30,0,0,0,0,5,55,0.0,0,56,,0,0.01,131415
16.939999999999998,16.939999999999998,30,0,0,0,1,6,56,0.0,0,57,,0,0.01,131415
