episode,agent,total_reward,steps,resources_collected,final_resources,D_effective,rho,p_acceso,tau_consumo,cells_visited
1,PGF,19.990000000000002,30,2,101.99,0.08333333333333333,0.05,0.3125,3.0,5
2,PGF,18.6,30,1,101.0,0.1,0.05,0.125,1.0,2
3,PGF,17.790000000000003,30,0,99.99,0.30000000000000004,0.05,0.375,1.0,6
4,PGF,21.0,30,3,103.0,0.10714285714285714,0.05,0.3125,2.3333333333333335,5
5,PGF,20.000000000000004,30,1,101.0,0.30000000000000004,0.05,0.375,1.0,6
6,PGF,24.06,30,4,103.85999999999993,0.125,0.05,0.3125,2.0,5
7,PGF,21.0,30,1,101.0,0.15000000000000002,0.05,0.1875,1.0,3
8,PGF,20.39,30,2,101.99,0.2,0.05,0.5,2.0,8
9,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
10,PGF,19.400000000000002,30,1,101.0,0.1,0.05,0.25,2.0,4
11,PGF,20.200000000000003,30,0,100.0,0.15000000000000002,0.05,0.1875,1.0,3
12,PGF,18.985000000000003,30,1,100.985,0.11666666666666668,0.05,0.4375,3.0,7
13,PGF,21.590000000000003,30,3,102.99,0.12,0.05,0.5,3.3333333333333335,8
14,PGF,18.800000000000004,30,1,101.0,0.08333333333333333,0.05,0.3125,3.0,5
15,PGF,21.19,30,3,102.99,0.24,0.05,0.5,1.6666666666666667,8
16,PGF,18.000000000000004,30,0,100.0,0.2,0.05,0.25,1.0,4
17,PGF,19.790000000000003,30,1,100.99,0.17500000000000002,0.05,0.4375,2.0,7
18,PGF,19.790000000000003,30,1,100.99,0.4,0.05,0.5,1.0,8
19,PGF,18.985,30,1,100.985,0.30000000000000004,0.05,0.375,1.0,6
20,PGF,17.990000000000002,30,0,99.99,0.35000000000000003,0.05,0.4375,1.0,7
21,PGF,18.985000000000003,30,1,100.985,0.2,0.05,0.5,2.0,8
22,PGF,18.185000000000002,30,0,99.985,0.5,0.05,0.625,1.0,10
23,PGF,17.790000000000003,30,0,99.99,0.30000000000000004,0.05,0.375,1.0,6
24,PGF,18.185000000000002,30,0,99.985,0.5,0.05,0.625,1.0,10
25,PGF,17.985000000000003,30,0,99.985,0.30000000000000004,0.05,0.375,1.0,6
26,PGF,18.790000000000003,30,1,100.99,0.07500000000000001,0.05,0.375,4.0,6
27,PGF,18.790000000000003,30,1,100.99,0.25,0.05,0.3125,1.0,5
28,PGF,19.590000000000003,30,1,100.99,0.13333333333333333,0.05,0.5,3.0,8
29,PGF,19.185000000000002,30,1,100.985,0.16666666666666666,0.05,0.625,3.0,10
30,PGF,18.985000000000003,30,1,100.985,0.4,0.05,0.5,1.0,8
31,PGF,17.790000000000003,30,0,99.99,0.30000000000000004,0.05,0.375,1.0,6
32,PGF,18.790000000000003,30,1,100.99,0.10000000000000002,0.05,0.375,3.0,6
33,PGF,17.790000000000003,30,0,99.99,0.30000000000000004,0.05,0.375,1.0,6
34,PGF,106.20000000000007,30,3,188.0,0.19285714285714284,0.05,0.5625,2.3333333333333335,9
35,PGF,17.985000000000003,30,0,99.985,0.4,0.05,0.5,1.0,8
36,PGF,17.790000000000003,30,0,99.99,0.30000000000000004,0.05,0.375,1.0,6
37,PGF,17.790000000000003,30,0,99.99,0.30000000000000004,0.05,0.375,1.0,6
38,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
39,PGF,17.790000000000003,30,0,99.99,0.30000000000000004,0.05,0.375,1.0,6
40,PGF,17.985000000000003,30,0,99.985,0.4,0.05,0.5,1.0,8
41,PGF,17.985000000000003,30,0,99.985,0.4,0.05,0.5,1.0,8
42,PGF,2143.2000000000007,30,1,2226.0,0.17500000000000002,0.05,0.4375,2.0,7
43,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
44,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
45,PGF,18.800000000000004,30,1,101.0,0.125,0.05,0.3125,2.0,5
46,PGF,2143.1750000000006,30,1,2225.975,0.35000000000000003,0.05,0.4375,1.0,7
47,PGF,17.790000000000003,30,0,99.99,0.25,0.05,0.3125,1.0,5
48,PGF,442.175,30,0,524.975,0.35000000000000003,0.05,0.4375,1.0,7
49,PGF,1887.1850000000006,30,0,1969.9850000000001,0.35000000000000003,0.05,0.4375,1.0,7
50,PGF,2142.185000000001,30,0,2224.985,0.35000000000000003,0.05,0.4375,1.0,7
51,PGF,2142.185000000001,30,0,2224.985,0.35000000000000003,0.05,0.4375,1.0,7
52,PGF,1972.4000000000005,30,0,2055.0,0.35000000000000003,0.05,0.4375,1.0,7
53,PGF,2142.2000000000007,30,0,2225.0,0.35000000000000003,0.05,0.4375,1.0,7
54,PGF,2142.2000000000007,30,0,2225.0,0.35000000000000003,0.05,0.4375,1.0,7
55,PGF,2142.2000000000007,30,0,2225.0,0.35000000000000003,0.05,0.4375,1.0,7
56,PGF,2142.2000000000007,30,0,2225.0,0.35000000000000003,0.05,0.4375,1.0,7
57,PGF,2143.2000000000007,30,1,2226.0,0.11666666666666668,0.05,0.4375,3.0,7
58,PGF,2142.2000000000007,30,0,2225.0,0.35000000000000003,0.05,0.4375,1.0,7
59,PGF,2143.185000000001,30,1,2225.985,0.35000000000000003,0.05,0.4375,1.0,7
60,PGF,2143.2000000000007,30,1,2226.0,0.35000000000000003,0.05,0.4375,1.0,7
