episode,agent,total_reward,steps,resources_collected,final_resources,D_effective,rho,p_acceso,tau_consumo,cells_visited
1,PGF,18.400000000000002,30,1,101.0,0.8999999999999999,0.3,0.1875,1.0,3
2,PGF,17.59,30,0,99.99,0.8999999999999999,0.3,0.1875,1.0,3
3,PGF,18.6,30,1,101.0,0.39999999999999997,0.3,0.25,3.0,4
4,PGF,18.790000000000003,30,1,100.99,1.7999999999999998,0.3,0.375,1.0,6
5,PGF,21.2,30,3,103.0,0.6749999999999999,0.3,0.375,2.6666666666666665,6
6,PGF,19.8,30,2,102.0,1.2,0.3,0.25,1.0,4
7,PGF,18.6,30,1,101.0,0.3,0.3,0.25,4.0,4
8,PGF,19.6,30,2,102.0,1.2,0.3,0.25,1.0,4
9,PGF,20.8,30,3,103.0,0.9,0.3,0.25,1.3333333333333333,4
10,PGF,18.8,30,1,101.0,1.2,0.3,0.25,1.0,4
11,PGF,19.6,30,2,102.0,0.7999999999999999,0.3,0.25,1.5,4
12,PGF,21.0,30,3,103.0,0.8999999999999999,0.3,0.375,2.0,6
13,PGF,18.6,30,1,101.0,0.6,0.3,0.25,2.0,4
14,PGF,21.0,30,3,103.0,1.0799999999999998,0.3,0.375,1.6666666666666667,6
15,PGF,20.8,30,3,103.0,0.8999999999999999,0.3,0.3125,1.6666666666666667,5
16,PGF,18.6,30,1,101.0,0.39999999999999997,0.3,0.25,3.0,4
17,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
18,PGF,18.6,30,1,101.0,0.39999999999999997,0.3,0.25,3.0,4
19,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
20,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
21,PGF,20.6,30,3,103.0,0.6,0.3,0.25,2.0,4
22,PGF,18.8,30,1,101.0,0.6,0.3,0.25,2.0,4
23,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
24,PGF,17.8,30,0,100.0,1.2,0.3,0.25,1.0,4
25,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
26,PGF,19.6,30,2,102.0,0.7999999999999999,0.3,0.25,1.5,4
27,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
28,PGF,19.6,30,2,102.0,0.48,0.3,0.25,2.5,4
29,PGF,18.800000000000004,30,1,101.0,0.75,0.3,0.3125,2.0,5
30,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
31,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
32,PGF,19.6,30,2,102.0,0.48,0.3,0.25,2.5,4
33,PGF,18.6,30,1,101.0,0.39999999999999997,0.3,0.25,3.0,4
34,PGF,18.6,30,1,101.0,0.39999999999999997,0.3,0.25,3.0,4
35,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
36,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
37,PGF,19.6,30,2,102.0,0.6,0.3,0.25,2.0,4
38,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
39,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
40,PGF,18.6,30,1,101.0,0.39999999999999997,0.3,0.25,3.0,4
41,PGF,18.6,30,1,101.0,0.6,0.3,0.25,2.0,4
42,PGF,19.8,30,2,102.0,0.5,0.3,0.3125,3.0,5
43,PGF,18.6,30,1,101.0,0.6,0.3,0.25,2.0,4
44,PGF,18.6,30,1,101.0,0.39999999999999997,0.3,0.25,3.0,4
45,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
46,PGF,18.6,30,1,101.0,0.39999999999999997,0.3,0.25,3.0,4
47,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
48,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
49,PGF,18.6,30,1,101.0,0.39999999999999997,0.3,0.25,3.0,4
50,PGF,18.6,30,1,101.0,0.3,0.3,0.25,4.0,4
51,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
52,PGF,19.8,30,2,102.0,0.75,0.3,0.3125,2.0,5
53,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
54,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
55,PGF,19.6,30,2,102.0,0.48,0.3,0.25,2.5,4
56,PGF,18.8,30,1,101.0,0.6,0.3,0.25,2.0,4
57,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
58,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
59,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
60,PGF,17.800000000000004,30,0,100.0,1.2,0.3,0.25,1.0,4
61,PGF,18.6,30,1,101.0,0.39999999999999997,0.3,0.25,3.0,4
62,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
63,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
64,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
65,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
66,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
67,PGF,19.6,30,2,102.0,0.48,0.3,0.25,2.5,4
68,PGF,19.6,30,2,102.0,0.7999999999999999,0.3,0.25,1.5,4
69,PGF,18.6,30,1,101.0,0.6,0.3,0.25,2.0,4
70,PGF,18.6,30,1,101.0,0.39999999999999997,0.3,0.25,3.0,4
71,PGF,20.6,30,3,103.0,0.72,0.3,0.25,1.6666666666666667,4
72,PGF,19.6,30,2,102.0,1.2,0.3,0.25,1.0,4
73,PGF,19.6,30,2,102.0,1.2,0.3,0.25,1.0,4
74,PGF,18.6,30,1,101.0,0.6,0.3,0.25,2.0,4
75,PGF,19.6,30,2,102.0,1.2,0.3,0.25,1.0,4
76,PGF,19.6,30,2,102.0,0.6,0.3,0.25,2.0,4
77,PGF,19.8,30,2,102.0,0.7999999999999999,0.3,0.25,1.5,4
78,PGF,18.6,30,1,101.0,0.39999999999999997,0.3,0.25,3.0,4
79,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
80,PGF,20.8,30,3,103.0,0.6,0.3,0.25,2.0,4
81,PGF,18.6,30,1,101.0,0.39999999999999997,0.3,0.25,3.0,4
82,PGF,18.6,30,1,101.0,0.6,0.3,0.25,2.0,4
83,PGF,19.6,30,2,102.0,0.6,0.3,0.25,2.0,4
84,PGF,22.0,30,4,104.0,0.75,0.3,0.3125,2.0,5
85,PGF,19.6,30,2,102.0,0.7999999999999999,0.3,0.25,1.5,4
86,PGF,18.6,30,1,101.0,0.39999999999999997,0.3,0.25,3.0,4
87,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
88,PGF,19.0,30,1,101.0,1.5,0.3,0.3125,1.0,5
89,PGF,19.6,30,2,102.0,1.2,0.3,0.25,1.0,4
90,PGF,20.6,30,3,103.0,0.9,0.3,0.25,1.3333333333333333,4
91,PGF,18.6,30,1,101.0,0.6,0.3,0.25,2.0,4
