episode,agent,total_reward,steps,resources_collected,final_resources,D_effective,rho,p_acceso,tau_consumo,cells_visited
1,PGF,22.96,30,4,103.95999999999998,0.7999999999999999,0.3,0.5,3.0,8
2,PGF,18.800000000000004,30,1,101.0,0.75,0.3,0.3125,2.0,5
3,PGF,21.39,30,3,102.99,2.1,0.3,0.4375,1.0,7
4,PGF,1548.4000000000003,30,1,1631.0,0.7000000000000001,0.3,0.4375,3.0,7
5,PGF,18.8,30,1,101.0,0.3,0.3,0.25,4.0,4
6,PGF,1293.5800000000004,30,1,1375.98,0.7999999999999999,0.3,0.5,3.0,8
7,PGF,442.175,30,0,524.975,2.1,0.3,0.4375,1.0,7
8,PGF,1465.1750000000004,30,3,1547.975,1.26,0.3,0.4375,1.6666666666666667,7
9,PGF,1207.1750000000002,30,0,1289.975,2.1,0.3,0.4375,1.0,7
10,PGF,1295.3750000000007,30,2,1376.975,1.5999999999999999,0.3,0.5,1.5,8
11,PGF,1887.2000000000005,30,0,1970.0,2.1,0.3,0.4375,1.0,7
12,PGF,2058.1850000000004,30,1,2140.985,2.1,0.3,0.4375,1.0,7
13,PGF,2059.1850000000004,30,2,2141.985,1.05,0.3,0.4375,2.0,7
14,PGF,19.0,30,1,101.0,1.7999999999999998,0.3,0.375,1.0,6
15,PGF,2143.1750000000006,30,1,2225.975,0.7000000000000001,0.3,0.4375,3.0,7
16,PGF,1804.5900000000006,30,2,1886.99,1.0799999999999998,0.3,0.5625,2.5,9
17,PGF,1632.3750000000007,30,0,1714.975,2.4,0.3,0.5,1.0,8
18,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
19,PGF,1549.1900000000005,30,2,1631.99,2.1,0.3,0.4375,1.0,7
20,PGF,2142.1900000000005,30,0,2224.99,2.1,0.3,0.4375,1.0,7
21,PGF,2143.1750000000006,30,1,2225.975,1.05,0.3,0.4375,2.0,7
22,PGF,2143.1750000000006,30,1,2225.975,0.7000000000000001,0.3,0.4375,3.0,7
23,PGF,2144.1750000000006,30,2,2226.975,2.1,0.3,0.4375,1.0,7
24,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
25,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
26,PGF,2145.1900000000005,30,3,2227.99,1.26,0.3,0.4375,1.6666666666666667,7
27,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
28,PGF,2144.1750000000006,30,2,2226.975,1.4000000000000001,0.3,0.4375,1.5,7
29,PGF,2143.1900000000005,30,1,2225.99,0.525,0.3,0.4375,4.0,7
30,PGF,2143.1750000000006,30,1,2225.975,2.1,0.3,0.4375,1.0,7
31,PGF,2144.1750000000006,30,2,2226.975,1.4000000000000001,0.3,0.4375,1.5,7
32,PGF,2059.3750000000005,30,2,2141.975,1.5999999999999999,0.3,0.5,1.5,8
33,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
34,PGF,2144.1900000000005,30,2,2226.99,0.8400000000000001,0.3,0.4375,2.5,7
35,PGF,2143.1750000000006,30,1,2225.975,1.05,0.3,0.4375,2.0,7
36,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
37,PGF,2144.1750000000006,30,2,2226.975,2.1,0.3,0.4375,1.0,7
38,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
39,PGF,2145.1900000000005,30,3,2227.99,0.9,0.3,0.4375,2.3333333333333335,7
40,PGF,2058.390000000001,30,1,2140.99,2.1,0.3,0.4375,1.0,7
41,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
42,PGF,2143.1750000000006,30,1,2225.975,1.05,0.3,0.4375,2.0,7
43,PGF,2144.185000000001,30,2,2226.985,1.4000000000000001,0.3,0.4375,1.5,7
44,PGF,2144.1750000000006,30,2,2226.975,1.4000000000000001,0.3,0.4375,1.5,7
45,PGF,1973.3750000000007,30,1,2055.975,2.1,0.3,0.4375,1.0,7
46,PGF,2143.1750000000006,30,1,2225.975,2.1,0.3,0.4375,1.0,7
47,PGF,2144.185000000001,30,2,2226.985,0.8400000000000001,0.3,0.4375,2.5,7
48,PGF,2143.185000000001,30,1,2225.985,2.1,0.3,0.4375,1.0,7
49,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
50,PGF,2143.1750000000006,30,1,2225.975,2.1,0.3,0.4375,1.0,7
51,PGF,2143.185000000001,30,1,2225.985,2.1,0.3,0.4375,1.0,7
52,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
53,PGF,2143.185000000001,30,1,2225.985,1.05,0.3,0.4375,2.0,7
54,PGF,2059.3850000000007,30,2,2141.985,1.05,0.3,0.4375,2.0,7
55,PGF,2057.3850000000007,30,0,2139.985,2.1,0.3,0.4375,1.0,7
56,PGF,2144.1750000000006,30,2,2226.975,1.4000000000000001,0.3,0.4375,1.5,7
57,PGF,2143.1750000000006,30,1,2225.975,0.7000000000000001,0.3,0.4375,3.0,7
58,PGF,2145.185000000001,30,3,2227.985,1.05,0.3,0.4375,2.0,7
59,PGF,2143.185000000001,30,1,2225.985,1.05,0.3,0.4375,2.0,7
60,PGF,2142.185000000001,30,0,2224.985,2.1,0.3,0.4375,1.0,7
61,PGF,2143.1750000000006,30,1,2225.975,1.05,0.3,0.4375,2.0,7
62,PGF,2143.1750000000006,30,1,2225.975,1.05,0.3,0.4375,2.0,7
63,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
64,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
65,PGF,2143.1750000000006,30,1,2225.975,0.7000000000000001,0.3,0.4375,3.0,7
66,PGF,2143.1750000000006,30,1,2225.975,2.1,0.3,0.4375,1.0,7
67,PGF,2143.1750000000006,30,1,2225.975,2.1,0.3,0.4375,1.0,7
68,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
69,PGF,2143.1750000000006,30,1,2225.975,0.7000000000000001,0.3,0.4375,3.0,7
70,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
71,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
72,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
73,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
74,PGF,2143.1750000000006,30,1,2225.975,2.1,0.3,0.4375,1.0,7
75,PGF,2143.1750000000006,30,1,2225.975,2.1,0.3,0.4375,1.0,7
76,PGF,2143.1750000000006,30,1,2225.975,2.1,0.3,0.4375,1.0,7
77,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
78,PGF,2145.1750000000006,30,3,2227.975,1.05,0.3,0.4375,2.0,7
79,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
80,PGF,2143.1750000000006,30,1,2225.975,2.1,0.3,0.4375,1.0,7
81,PGF,2058.3750000000005,30,1,2140.975,2.4,0.3,0.5,1.0,8
82,PGF,2059.1750000000006,30,2,2141.975,0.8400000000000001,0.3,0.4375,2.5,7
83,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
84,PGF,1973.3750000000007,30,1,2055.975,0.525,0.3,0.4375,4.0,7
85,PGF,2143.1750000000006,30,1,2225.975,1.05,0.3,0.4375,2.0,7
86,PGF,2143.1750000000006,30,1,2225.975,1.05,0.3,0.4375,2.0,7
87,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
88,PGF,2057.3750000000005,30,0,2139.975,2.4,0.3,0.5,1.0,8
89,PGF,2143.1750000000006,30,1,2225.975,1.05,0.3,0.4375,2.0,7
90,PGF,2143.2000000000007,30,1,2226.0,2.1,0.3,0.4375,1.0,7
91,PGF,2143.1750000000006,30,1,2225.975,1.05,0.3,0.4375,2.0,7
92,PGF,2143.1750000000006,30,1,2225.975,2.1,0.3,0.4375,1.0,7
93,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
94,PGF,2144.1750000000006,30,2,2226.975,1.05,0.3,0.4375,2.0,7
95,PGF,2142.2000000000007,30,0,2225.0,2.1,0.3,0.4375,1.0,7
96,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
97,PGF,2143.1750000000006,30,1,2225.975,2.1,0.3,0.4375,1.0,7
