Episodio,Recompensa_control,Tripwires_control,PGF_Bruto_Avg,PGF_Costo_Avg
1,-5.0,0,-0.15227016383357278,0.04
2,0.0,0,0.0,0.0
3,0.0,0,0.0,0.0
4,0.0,0,0.0,0.0
5,-10.0,0,-0.30454032766714556,0.365
6,0.0,0,0.0,0.0
7,0.0,0,0.0,0.0
8,-5.0,0,-0.15227016383357278,0.04
9,0.0,0,0.0,0.0
10,0.0,0,0.0,0.0
11,0.0,0,0.0,0.0
12,-5.0,0,-0.15227016383357278,0.12
13,-5.0,0,-0.15227016383357278,0.16
14,0.0,0,0.0,0.0
15,-15.0,0,-0.45681049150071834,0.365
16,0.0,0,0.0,0.0
17,-10.0,0,-0.30454032766714556,0.09
18,-10.0,0,-0.30454032766714556,0.225
19,0.0,0,0.0,0.0
20,-10.0,0,-0.30454032766714556,0.22
21,-60.0,1,-0.6920492363315377,1.14
22,-10.0,0,-0.30454032766714556,0.22
23,0.0,0,0.0,0.0
24,0.0,0,0.0,0.0
25,0.0,0,0.0,0.0
26,0.0,0,0.0,0.0
27,-15.0,0,-0.45681049150071834,0.41
28,-15.0,0,-0.45681049150071834,0.54
29,0.0,0,0.0,0.0
30,0.0,0,0.0,0.0
31,0.0,0,0.0,0.0
32,0.0,0,0.0,0.0
33,0.0,0,0.0,0.0
34,0.0,0,0.0,0.0
35,-5.0,0,-0.15227016383357278,0.195
36,-5.0,0,-0.15227016383357278,0.15
37,-5.0,0,-0.15227016383357278,0.03
38,0.0,0,0.0,0.0
39,0.0,0,0.0,0.0
40,0.0,0,0.0,0.0
41,-10.0,0,-0.30454032766714556,0.22
42,0.0,0,0.0,0.0
43,-5.0,0,-0.15227016383357278,0.025
44,0.0,0,0.0,0.0
45,0.0,0,0.0,0.0
46,-10.0,0,-0.30454032766714556,0.255
47,0.0,0,0.0,0.0
48,0.0,0,0.0,0.0
49,-5.0,0,-0.15227016383357278,0.04
50,-5.0,0,-0.15227016383357278,0.005
51,0.0,0,0.0,0.0
52,0.0,0,0.0,0.0
53,0.0,0,0.0,0.0
54,-5.0,0,-0.15227016383357278,0.14
55,-5.0,0,-0.15227016383357278,0.165
56,-5.0,0,-0.15227016383357278,0.005
57,-5.0,0,-0.15227016383357278,0.085
58,0.0,0,0.0,0.0
59,0.0,0,0.0,0.0
60,0.0,0,0.0,0.0
61,-10.0,0,-0.30454032766714556,0.17
62,-5.0,0,-0.15227016383357278,0.17
63,-5.0,0,-0.15227016383357278,0.02
64,0.0,0,0.0,0.0
65,0.0,0,0.0,0.0
66,0.0,0,0.0,0.0
67,0.0,0,0.0,0.0
68,0.0,0,0.0,0.0
69,-5.0,0,-0.15227016383357278,0.09
70,0.0,0,0.0,0.0
71,0.0,0,0.0,0.0
72,-5.0,0,-0.15227016383357278,0.06
73,-160.0,1,-1.6541098900678262,0.905
74,0.0,0,0.0,0.0
75,-5.0,0,-0.15227016383357278,0.03
76,0.0,0,0.0,0.0
